Code;Territoire;Commune;#hommes colloc dans commune;% de hommes de la commune dans secteur stat;#hommes colloc dans secteur stat
21009A501;LUXEMBOURG (PLACE DE);Ixelles;2216;0,004422489;9,800235239
21009A552;PORTE DE NAMUR;Ixelles;2216;0,018725006;41,49461303
21009A542;EGLISE ANGLICANE;Ixelles;2216;0,00764526;16,94189602
21009A051;SAINT-BONIFACE;Ixelles;2216;0,016090332;35,65617502
21009A041;ARBRE BENIT;Ixelles;2216;0,027193602;60,26102094
21009A00-;CENTRE;Ixelles;2216;0,030910374;68,49738885
21009A02-;MUSEE;Ixelles;2216;0,040084686;88,82766408
21009A101;FLAGEY (PLACE);Ixelles;2216;0,020042343;44,41383204
21009A03-;ERMITAGE;Ixelles;2216;0,021924253;48,58414491
21009A13-;GACHARD;Ixelles;2216;0,016584333;36,75088215
21009A121;GENERAL DE GAULLE;Ixelles;2216;0,013855563;30,70392849
21009A63-;MACAU;Ixelles;2216;0,030533992;67,66332628
21009A602;BELVEDERE;Ixelles;2216;0,004657728;10,32152435
21009A42-;RENIER CHALON;Ixelles;2216;0,030251705;67,03777935
21009A40-;MELEZES;Ixelles;2216;0,020983298;46,49898847
21009A301;BOONDAEL-NORD;Ixelles;2216;0,01067984;23,66652552
21009A812;SCHOOLGAT;Ixelles;2216;0,00533992;11,83326276
21009A33-;SAINT-ADRIEN;Ixelles;2216;0,042178311;93,46713714
21009A34-;STADE COMMUNAL;Ixelles;2216;0,005528111;12,25029405
21009A21-;ETE;Ixelles;2216;0,045118796;99,983251
21009A43-;FERNAND NEURAY;Ixelles;2216;0,020653964;45,76918372
21009A41-;SAINT-GEORGES;Ixelles;2216;0,025899788;57,39393084
21009A83-;L. ERNOTTE (RUE);Ixelles;2216;0,012044225;26,69000235
21009A52-;GRAY (RUE);Ixelles;2216;0,043072218;95,44803576
21009A2MJ;CAMPUS UNIVERSITAIRE;Ixelles;2216;0,010021171;22,20691602
21009A44-;PREVOT;Ixelles;2216;0,024441308;54,16193837
21009A712;CHATELAIN (PLACE DU)-OUEST;Ixelles;2216;0,010162315;22,51968948
21009A72-;DEFACQZ;Ixelles;2216;0,020371677;45,14363679
21009A911;A. DELPORTE-SUD;Ixelles;2216;0,019101388;42,32867561
21009A311;TREILLE (RUE DE LA);Ixelles;2216;0,003693249;8,184239003
21009A802;BOONDAEL-SUD;Ixelles;2216;0,003293343;7,298047518
21009A82-;FORET;Ixelles;2216;0,01213832;26,898518
21009A111;WERY (RUE);Ixelles;2216;0,037944013;84,08393319
21009A01-;BLYCKAERTS;Ixelles;2216;0,025593978;56,716255
21009A22-;UNIVERSITE;Ixelles;2216;0,043330981;96,02145378
21009A53-;LONDRES (PLACE DE);Ixelles;2216;0,043495648;96,38635615
21009A512;WIERTZ;Ixelles;2216;0,002987532;6,620371677
21009A593;QUARTIER LEOPOLD;Ixelles;2216;0;0
21009A612;LIEGEOIS (RUE);Ixelles;2216;0,03434486;76,10820983
21009A151;A. DELPORTE-NORD;Ixelles;2216;0,011738414;26,01232651
21009A922;CASERNE (Ixelles);Ixelles;2216;0,003904964;8,6533992
21009A29-;CIMETIERE;Ixelles;2216;2,35239E-05;0,052128911
21009A73-;BERCKENDAEL;Ixelles;2216;0,029687132;65,78668549
21009A451;CHATELAIN (PLACE DU)-EST;Ixelles;2216;0,027146554;60,15676311
21009A192;ETANGS;Ixelles;2216;2,35239E-05;0,052128911
21010A393;SACRE-COEUR;Jette;1131;0,001864192;2,108400762
21010A04-;NOTRE-DAME DE LOURDES;Jette;1131;0,086863398;98,24250357
21010A092;PARC DE LA JEUNESSE;Jette;1131;0;0
21010A03-;MIROIR;Jette;1131;0,066753927;75,4986911
21010A182;DIELEGEM (BOIS DE);Jette;1131;3,96637E-05;0,044859591
21010A10-;ANCIENNE BARRIERE;Jette;1131;0,042043471;47,55116611
21010A121;F. MOHRFELD (RUE DE);Jette;1131;0,024472473;27,67836744
21010A111;HEYMBOSCH;Jette;1131;0,053942567;61,00904331
21010A312;BAECK DUPRE;Jette;1131;0,019078217;21,57746311
21010A4MJ;VUB;Jette;1131;0,00118991;1,34578772
21010A1AJ;ARBRE BALLON;Jette;1131;0,058226241;65,85387911
21010A05-;ALBERT (QUARTIER);Jette;1131;0,113953673;128,881604
21010A493;LAERBEEK (BOIS DE);Jette;1131;0,000356973;0,403736316
21010A13-;CITE-JARDIN;Jette;1131;0,083928288;94,92289386
21010A00-;CENTRE;Jette;1131;0,117404411;132,7843884
21010A141;BRUGMANN;Jette;1131;0,077780422;87,96965731
21010A01-;ESSEGHEM;Jette;1131;0,091028082;102,9527606
21010A21-;MADELEINE;Jette;1131;0,074884975;84,69490719
21010A02-;LEOPOLD I;Jette;1131;0,084840552;95,95466445
21011A11-;LEPREUX;Koekelberg;580;0,093792851;54,39985373
21011A30-;ARCHERS - FOUREZ;Koekelberg;580;0,129536521;75,13118201
21011A20-;PLATEAU;Koekelberg;580;0,168388335;97,66523448
21011A10-;PAIX (AVENUE DE LA);Koekelberg;580;0,113721547;65,95849712
21011A01-;SAINTE-ANNE;Koekelberg;580;0,195904562;113,6246458
21011A02-;JACQUET (RUE DE);Koekelberg;580;0,100009142;58,00530213
21011A00-;VANHUFFEL;Koekelberg;580;0,109607825;63,57253862
21011A12-;BASILIQUE;Koekelberg;580;0,088673553;51,43066094
21011A29-;PARC ELISABETH;Koekelberg;580;0;0
21012A552;PFEIFFER;Molenbeek Saint-Jean;1560;0,013383144;20,87770434
21012A833;ELBERS;Molenbeek Saint-Jean;1560;0,003509996;5,475594236
21012A84-;METTEWIE-BUILDINGS;Molenbeek Saint-Jean;1560;0,020259452;31,60474568
21012A24-;OSSEGHEM;Molenbeek Saint-Jean;1560;0,035777331;55,81263599
21012A26-;MACHTENS-NORD;Molenbeek Saint-Jean;1560;0,036495751;56,93337165
21012A29-;MARIE-JOSE (PARC);Molenbeek Saint-Jean;1560;0;0
21012A25-;BEEKKANT;Molenbeek Saint-Jean;1560;0,008456833;13,1926598
21012A172;GARE OUEST;Molenbeek Saint-Jean;1560;0,011679461;18,21995977
21012A041;QUATRE VENTS;Molenbeek Saint-Jean;1560;0,022373661;34,90291063
21012A10-;DUCHESSE DE BRABANT;Molenbeek Saint-Jean;1560;0,027382076;42,71603925
21012A00-;CENTRE;Molenbeek Saint-Jean;1560;0,026540498;41,40317747
21012A05-;SAINT-JOSEPH;Molenbeek Saint-Jean;1560;0,011925777;18,604212
21012A59-;KARREVELD;Molenbeek Saint-Jean;1560;0,000225789;0,352231208
21012A851;CONDOR;Molenbeek Saint-Jean;1560;0,013095776;20,42941007
21012A882;DARING;Molenbeek Saint-Jean;1560;0,005624205;8,773759186
21012A22-;BRASILIA;Molenbeek Saint-Jean;1560;0,002565787;4,002627366
21012A13-;BIRMINGHAM-NORD;Molenbeek Saint-Jean;1560;0,016831561;26,25723552
21012A12-;BIRMINGHAM-SUD;Molenbeek Saint-Jean;1560;0,015025247;23,43938585
21012A672;ULENS;Molenbeek Saint-Jean;1560;0,028223655;44,02890102
21012A60-;LAEKENVELD;Molenbeek Saint-Jean;1560;0,051746788;80,72498871
21012A63-;DUBRUCQ-NORD;Molenbeek Saint-Jean;1560;0,023974712;37,4005501
21012A62-;LIBERATEURS;Molenbeek Saint-Jean;1560;0,057760992;90,10714726
21012A511;STEYNS;Molenbeek Saint-Jean;1560;0,030563652;47,67929718
21012A20-;BAECK;Molenbeek Saint-Jean;1560;0,019643664;30,64411511
21012A72-;LAVALLEE;Molenbeek Saint-Jean;1560;0,029147338;45,46984687
21012A611;MEXICO;Molenbeek Saint-Jean;1560;0,018678928;29,13912722
21012A53-;SIPPELBERG;Molenbeek Saint-Jean;1560;0,003612628;5,635699331
21012A54-;DELHAIZE;Molenbeek Saint-Jean;1560;0,033663122;52,51447104
21012A50-;BENES;Molenbeek Saint-Jean;1560;0,032390492;50,52916786
21012A71-;PIERS;Molenbeek Saint-Jean;1560;0,043782585;68,30083337
21012A21-;MARIE-JOSE BLOCS;Molenbeek Saint-Jean;1560;0,016687877;26,03308839
21012A2MJ;CHEMIN DE FER;Molenbeek Saint-Jean;1560;0,000677368;1,056693625
21012A152;ETANGS NOIRS;Molenbeek Saint-Jean;1560;0,062851513;98,04835995
21012A52-;NEEP (QUARTIER DU);Molenbeek Saint-Jean;1560;0,038055749;59,36696909
21012A39-;DE RAEDT;Molenbeek Saint-Jean;1560;0,000636315;0,992651587
21012A30-;METTEWIE - IDYLLE;Molenbeek Saint-Jean;1560;0,021306293;33,23781764
21012A23-;MACHTENS-SUD;Molenbeek Saint-Jean;1560;0,034217332;53,37903855
21012A41-;MOORTEBEEK;Molenbeek Saint-Jean;1560;0,016010509;24,97639476
21012A822;KORENBEEK;Molenbeek Saint-Jean;1560;0,047662055;74,35280594
21012A811;MYRTES-NORD;Molenbeek Saint-Jean;1560;0,009791042;15,27402603
21012A141;INDEPENDANCE;Molenbeek Saint-Jean;1560;0,028264707;44,09294306
21012A03-;RANSFORT;Molenbeek Saint-Jean;1560;0,019848926;30,9643253
21012A11-;INDUSTRIE;Molenbeek Saint-Jean;1560;0,016010509;24,97639476
21012A02-;BRUNFAUT (QUARTIER);Molenbeek Saint-Jean;1560;0,008662096;13,51286999
21012A011;CANAL-SUD;Molenbeek Saint-Jean;1560;0,01412209;22,03046102
21012A732;CANAL-NORD;Molenbeek Saint-Jean;1560;0,015004721;23,40736483
21013A242;BETHLEEM (PLACE DE);Saint-Gilles;1857;0,038896158;72,23016534
21013A102;PARVIS;Saint-Gilles;1857;0,009040086;16,78743904
21013A101;PARVIS;Saint-Gilles;1857;0,050394513;93,58260973
21013A13-;DETHY (RUE);Saint-Gilles;1857;0,046389913;86,14606875
21013A121;GUILLAUME TELL-SUD;Saint-Gilles;1857;0,018080171;33,57487808
21013A422;CRICKX (RUE);Saint-Gilles;1857;0,059513897;110,517307
21013A11-;PARME (RUE DE);Saint-Gilles;1857;0,032829785;60,96491019
21013A01-;ESPAGNE (RUE D');Saint-Gilles;1857;0,0632806;117,5120733
21013A04-;PRISON;Saint-Gilles;1857;0,033028032;61,33305579
21013A623;FRANCE (RUE DE);Saint-Gilles;1857;0,001348083;2,503390032
21013A201;ANGLETERRE (RUE D');Saint-Gilles;1857;0,050394513;93,58260973
21013A252;DANEMARK (RUE DE);Saint-Gilles;1857;0,042781809;79,44581896
21013A23-;ROI (AVENUE DU);Saint-Gilles;1857;0,029975021;55,66361366
21013A02-;CAPOUILLET (RUE);Saint-Gilles;1857;0,059989691;111,4008564
21013A2MJ;GARE DU MIDI;Saint-Gilles;1857;0,000634392;1,178065897
21013A612;JAMAR;Saint-Gilles;1857;0,011141509;20,68978232
21013A22-;REGIES;Saint-Gilles;1857;0,078823203;146,3746878
21013A211;FONTAINAS;Saint-Gilles;1857;0,044922882;83,42179136
21013A052;FAIDER (RUE);Saint-Gilles;1857;0,026485865;49,18425122
21013A151;METAL (RUE DU);Saint-Gilles;1857;0,038658261;71,78839063
21013A522;RUE D'ECOSSE;Saint-Gilles;1857;0,038103168;70,75758297
21013A40-;BARRIERE;Saint-Gilles;1857;0,043059355;79,96122279
21013A41-;VILLAS (AVENUE DES);Saint-Gilles;1857;0,05213909;96,82229095
21013A031;AMAZONE (RUE DE);Saint-Gilles;1857;0,025811823;47,9325562
21013A00-;HOTEL DE VILLE;Saint-Gilles;1857;0,067919591;126,1266801
21013A51-;TOISON D'OR (AVENUE);Saint-Gilles;1857;0,035327703;65,60354467
21014A00-;PLACE SAINT-JOSSE;Saint-Josse-ten-Noode;1089;0,121577141;132,3975068
21014A02-;CHARITE;Saint-Josse-ten-Noode;1089;0,065130611;70,9272358
21014A14-;PRAIRIE;Saint-Josse-ten-Noode;1089;0,050703831;55,21647174
21014A2MJ;NORD;Saint-Josse-ten-Noode;1089;0,000140066;0,15253169
21014A41-;BOSSUET;Saint-Josse-ten-Noode;1089;0,147349254;160,4633378
21014A10-;SAINT-FRANCOIS;Saint-Josse-ten-Noode;1089;0,094264304;102,6538273
21014A13-;ROGIER;Saint-Josse-ten-Noode;1089;0;0
21014A03-;MADOU;Saint-Josse-ten-Noode;1089;0,042229848;45,9883045
21014A12-;SAINT-LAZARE;Saint-Josse-ten-Noode;1089;0,014846978;16,16835913
21014A01-;STEURS;Saint-Josse-ten-Noode;1089;0,040408992;44,00539253
21014A04-;HAECHT (CHAUSSEE DE);Saint-Josse-ten-Noode;1089;0,119406121;130,0332656
21014A05-;HOUWAERT;Saint-Josse-ten-Noode;1089;0,278450872;303,2329995
21014A18-;JARDIN BOTANIQUE;Saint-Josse-ten-Noode;1089;0;0
21014A3MJ;MANHATTAN;Saint-Josse-ten-Noode;1089;0,020449611;22,26962672
21015A50-;OPALE;Schaerbeek;3276;0,036875442;120,8039478
21015A77-;R.T.B.;Schaerbeek;3276;0,018896595;61,90524621
21015A73-;H. EVENEPOEL (RUE);Schaerbeek;3276;0,010215596;33,46629154
21015A782;CIMETIERE DE SAINT-JOSSE;Schaerbeek;3276;0,002151444;7,048129147
21015A31-;PATRIE;Schaerbeek;3276;0,019092181;62,54598523
21015A36-;CAMBIER (AVENUE E.);Schaerbeek;3276;0,014217582;46,57679751
21015A70-;P. HYMANS (RUE);Schaerbeek;3276;0,014052086;46,03463373
21015A721;F. COURTENS (AVENUE);Schaerbeek;3276;0,006785322;22,228715
21015A822;CH. GILISQUET - SUD (AVENUE);Schaerbeek;3276;0,003249733;10,64612514
21015A7MJ;JOSAPHAT GARE;Schaerbeek;3276;4,51352E-05;0,147862849
21015A34-;PAQUERETTES (RUE);Schaerbeek;3276;0,012066138;39,52866836
21015A63-;DESCHANEL P. (AVENUE);Schaerbeek;3276;0,011795327;38,64149127
21015A883;THEUNIS PIERRE (RUE);Schaerbeek;3276;0,00371613;12,17404125
21015A811;TERDELT;Schaerbeek;3276;0,009704064;31,79051259
21015A831;LATINIS (AVENUE G.);Schaerbeek;3276;0,026825342;87,87982006
21015A03-;JOSAPHAT (RUE);Schaerbeek;3276;0,040501301;132,6822634
21015A021;HOUFFALIZE (PLACE);Schaerbeek;3276;0,027276694;89,35844855
21015A30-;GRANDE RUE AU BOIS;Schaerbeek;3276;0,027231559;89,2105857
21015A32-;CONSOLATION (RUE DE LA);Schaerbeek;3276;0,021875517;71,66419426
21015A64-;DUPLOYE SQUARE;Schaerbeek;3276;0,023018942;75,41005311
21015A33-;BIENFAITEURS (PLACE DE);Schaerbeek;3276;0,018445244;60,42661772
21015A35-;JEAN STOBBAERTS (AVENUE);Schaerbeek;3276;0,015902628;52,09701055
21015A53-;DAILLY (PLACE);Schaerbeek;3276;0,025802278;84,52826215
21015A54-;EMERAUDE (AVENUE);Schaerbeek;3276;0,036890487;120,8532354
21015A52-;LINTHOUT (RUE);Schaerbeek;3276;0,020205516;66,19326884
21015A51-;CERISIERS (AVENUE DES);Schaerbeek;3276;0,012096228;39,62724359
21015A05-;ROYALE SAINTE-MARIE (RUE);Schaerbeek;3276;0,035551477;116,4666376
21015A12-;HUART HAMOIR (AVENUE);Schaerbeek;3276;0,017843441;58,45511306
21015A152;PR. ELISABETH-NORD;Schaerbeek;3276;0,027276694;89,35844855
21015A101;GARE;Schaerbeek;3276;0,014413167;47,21753652
21015A111;MAETERLINCK;Schaerbeek;3276;0,021454255;70,284141
21015A142;SAINTE-FAMILLE;Schaerbeek;3276;0,001564686;5,125912107
21015A622;BRUSILIA;Schaerbeek;3276;0,006905683;22,62301593
21015A71-;JARDINS;Schaerbeek;3276;0,011133344;36,47283614
21015A04-;L'OLIVIER (RUE);Schaerbeek;3276;0,037973731;124,4019438
21015A39-;JOSAPHAT (PARC);Schaerbeek;3276;7,52253E-05;0,246438082
21015A421;PALAIS (RUE DE);Schaerbeek;3276;0,015195511;49,78049258
21015A40-;BRABANT (RUE DE);Schaerbeek;3276;0,029578588;96,89945386
21015A43-;GARE DU NORD;Schaerbeek;3276;0,014638843;47,95685077
21015A44-;REINE (AVENUE);Schaerbeek;3276;0,026509396;86,84478012
21015A41-;VANDERLINDEN (RUE);Schaerbeek;3276;0,026584621;87,0912182
21015A612;BRICHAUT (RUE DE);Schaerbeek;3276;0,032933636;107,8905923
21015A45-;STEPHENSON (PLACE);Schaerbeek;3276;0,012532535;41,05658447
21015A00-;COLIGNON (PLACE);Schaerbeek;3276;0,058058886;190,2009117
21015A01-;VAN YSENDYCK (RUE);Schaerbeek;3276;0,007748206;25,38312245
21015A24-;WAELHEM (RUE);Schaerbeek;3276;0,020957769;68,65764966
21015A13-;PORTAELS (RUE);Schaerbeek;3276;0,017061098;55,89215701
21015A22-;MARBOTIN A. (RUE);Schaerbeek;3276;0,026042999;85,31686401
21015A272;HOPITAL P. BRIEN;Schaerbeek;3276;0,002031083;6,653828216
21015A231;J. BLOCKX (RUE);Schaerbeek;3276;0,012336949;40,41584546
21015A20-;HELMET;Schaerbeek;3276;0,043269592;141,7511848
21015A21-;GUIDO GEZELLE (RUE);Schaerbeek;3276;0,015977854;52,34344863
21016A901;CENTRE-OUEST;Uccle;1460;0,024395941;35,61807376
21016A81-;BASCULE;Uccle;1460;0,039111365;57,10259272
21016A82-;CHURCHILL;Uccle;1460;0,059484571;86,84747346
21016A232;BEAU SEJOUR;Uccle;1460;0,018712206;27,3198204
21016A831;LONGCHAMP;Uccle;1460;0,035036724;51,15361657
21016A111;VERT CHASSEUR;Uccle;1460;0,012120111;17,69536218
21016A841;ZEECRABBE;Uccle;1460;0,005216579;7,616205134
21016A85-;BRUGMANN;Uccle;1460;0,020996081;30,65427837
21016A042;ECHEVINAGE;Uccle;1460;0,005813501;8,487711194
21016A03-;COGHEN;Uccle;1460;0,035036724;51,15361657
21016A02-;ALSEMBERG-NORD;Uccle;1460;0,047909475;69,94783421
21016A922;WOLVENBERG;Uccle;1460;0,014014689;20,46144663
21016A912;GLOBE-OUEST;Uccle;1460;0,013132283;19,17313332
21016A933;VOSSEGAT-OUEST;Uccle;1460;0,034284083;50,0547611
21016A731;ROETAERT;Uccle;1460;0,00638447;9,321325686
21016A701;MERLO;Uccle;1460;0,031974254;46,68241156
21016A772;ZWARTEBEEK;Uccle;1460;0,008305001;12,12530171
21016A72-;MELKRIEK;Uccle;1460;0,009395033;13,71674755
21016A71-;KEIENBEMPT;Uccle;1460;0,020970128;30,61638681
21016A13-;OBSERVATOIRE;Uccle;1460;7,78594E-05;0,113674703
21016A383;FORET DE SOIGNES LORRAINE-W.;Uccle;1460;0;0
21016A954;VOSSEGAT-EST;Uccle;1460;0,003892969;5,683735174
21016A331;CHAUSSEE DE WATERLOO-OUEST;Uccle;1460;0,003763204;5,494277335
21016A80-;VANDERKINDERE;Uccle;1460;0,032311645;47,17500195
21016A225;PTOLEMEE;Uccle;1460;0,00596922;8,715060601
21016A64-;MOLENSTEEN;Uccle;1460;0,025849316;37,74000156
21016A05-;LE CHAT;Uccle;1460;0,050504788;73,73699099
21016A39-;FORET DE SOIGNES LORRAINE-EST;Uccle;1460;0,000155719;0,227349407
21016A692;CIMETIERE - ST.-GILLES;Uccle;1460;2,59531E-05;0,037891568
21016A533;MOENSBERG;Uccle;1460;0,007656173;11,17801251
21016A943;SEPT-BONNIERS;Uccle;1460;0,011808674;17,24066336
21016A65-;ALSEMBERG-SUD;Uccle;1460;0,013469674;19,6657237
21016A601;BOURDON;Uccle;1460;0,01393683;20,34777192
21016A620;KRIEKENPUT;Uccle;1460;0,013339908;19,47626586
21016A01-;DIEWEG;Uccle;1460;0,049181179;71,80452104
21016A00-;GLOBE-EST;Uccle;1460;0,054034414;78,89024422
21016A193;WOLVENDAEL;Uccle;1460;0;0
21016A102;GROESELENBERG;Uccle;1460;0,02488905;36,33801355
21016A12-;HAMOIR;Uccle;1460;0,027432457;40,05138719
21016A44-;PECHERIE;Uccle;1460;0,030546832;44,59837533
21016A214;ASTRONOMES;Uccle;1460;0,005917313;8,639277465
21016A322;CHAUSSEE DE WATERLOO-EST;Uccle;1460;0,010485064;15,3081934
21016A400;SAINT-JOB;Uccle;1460;0,033453583;48,84223093
21016A429;CARLOO;Uccle;1460;0,021618956;31,563676
21016A410;ALPHONSE XIII;Uccle;1460;0,011056033;16,14180789
21016A490;KAUWBERG;Uccle;1460;0,004801329;7,009940048
21016A639;HOMBORCH;Uccle;1460;0,028885832;42,17331499
21016A610;ENGELAND;Uccle;1460;0,006124938;8,942410008
21016A521;VERREWINKEL;Uccle;1460;0,005839454;8,525602761
21016A342;FOND;Uccle;1460;0,040045678;58,46668916
21016A311;FORT JACO;Uccle;1460;0,019335081;28,22921803
21017A512;VANDER ELST - BIEN FAIRE;Watermael-Boitsfort;317;0,045860529;14,5377877
21017A541;LOUTRIER - WIENER;Watermael-Boitsfort;317;0,034953624;11,08029887
21017A192;STADE DES TROIS TILLEULS;Watermael-Boitsfort;317;0,000687049;0,217794572
21017A635;PRINCES BRABANCONS;Watermael-Boitsfort;317;0,018292683;5,798780488
21017A11-;FLOREAL;Watermael-Boitsfort;317;0,054448643;17,26021986
21017A240;SOUVERAIN-OUEST;Watermael-Boitsfort;317;0,033665407;10,67193404
21017A230;BEGUINETTES;Watermael-Boitsfort;317;0,054362762;17,23299553
21017A220;LE LOGIS-SUD;Watermael-Boitsfort;317;0,02559258;8,112847819
21017A443;VILLE-ET-FORET - ELAN;Watermael-Boitsfort;317;0,02859842;9,065699072
21017A41-;AVENUE DE VISE;Watermael-Boitsfort;317;0,064410855;20,41824115
21017A523;MARTIN-PECHEUR;Watermael-Boitsfort;317;0,059257987;18,78478186
21017A613;AVENUE DE TERCOIGNE;Watermael-Boitsfort;317;0,00523875;1,660683614
21017A696;HERONNIERE;Watermael-Boitsfort;317;0,003692889;1,170645826
21017A624;PECHERIES;Watermael-Boitsfort;317;0,046891103;14,86447956
21017A534;RUE DES BEGONIAS;Watermael-Boitsfort;317;0,01356922;4,301442803
21017A501;CENTRE DE WATERMAEL;Watermael-Boitsfort;317;0,01657506;5,254294057
21017A421;WATERMAEL - STATION;Watermael-Boitsfort;317;0,005754036;1,824029543
21017A432;DRIES;Watermael-Boitsfort;317;0,045259361;14,34721745
21017A021;DREVE DES EQUIPAGES;Watermael-Boitsfort;317;0,014513913;4,60091034
21017A01-;COIN DU BALAI;Watermael-Boitsfort;317;0,050498111;16,00790106
21017A12-;LE LOGIS-NORD;Watermael-Boitsfort;317;0,084850567;26,89762968
21017A08-;SOUVERAIN-EST;Watermael-Boitsfort;317;0,007385778;2,341291652
21017A13-;BOULEAUX;Watermael-Boitsfort;317;0,050326348;15,95345242
21017A212;AVENUE DE LA TENDERIE;Watermael-Boitsfort;317;0,070937822;22,48728959
21017A000;CENTRE DE BOITSFORT;Watermael-Boitsfort;317;0,043885263;13,91162831
21017A09-;FORET DE SOIGNES;Watermael-Boitsfort;317;0,000429406;0,136121608
21017A451;FUTAIE;Watermael-Boitsfort;317;0,05273102;16,71573342
21017A472;ZONING DE BUREAUX-NORD;Watermael-Boitsfort;317;0,00077293;0,245018894
21017A374;ZONING DE BUREAUX-SUD;Watermael-Boitsfort;317;0,011593954;3,675283408
21017A041;DREVE DU DUC;Watermael-Boitsfort;317;0,035812436;11,35254208
21017A031;AVENUE DELLEUR;Watermael-Boitsfort;317;0,005582274;1,7695809
21017A312;CLOS DES CHENES;Watermael-Boitsfort;317;0,006612848;2,096272759
21017A323;DREVE DES TUMULI;Watermael-Boitsfort;317;0,004036414;1,279543112
21017A393;ETANGS DE BOITSFORT;Watermael-Boitsfort;317;0,001545861;0,490037788
21017A382;FORESTERIE;Watermael-Boitsfort;317;0;0
21018A20-;GEORGES HENRI (AVENUE);Woluwe Saint-Lambert;1060;0,059797503;63,38535323
21018A72-;ROGATIONS;Woluwe Saint-Lambert;1060;0,044686358;47,36753959
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;Woluwe Saint-Lambert;1060;0,051271315;54,3475944
21018A35-;HOF TEN BERG-NORD;Woluwe Saint-Lambert;1060;0,017889769;18,96315469
21018A34-;HOF TEN BERG-SUD;Woluwe Saint-Lambert;1060;0,020401949;21,62606577
21018A32-;CLOS DES PEUPLIERS;Woluwe Saint-Lambert;1060;0,008602314;9,118453106
21018A311;PARC SCHUMAN;Woluwe Saint-Lambert;1060;0,039205238;41,55755177
21018A33-;NEERVELD;Woluwe Saint-Lambert;1060;0,038139464;40,42783191
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;Woluwe Saint-Lambert;1060;0,03067905;32,51979294
21018A512;QUARTIER DES PEINTRES;Woluwe Saint-Lambert;1060;0,029270706;31,02694884
21018A031;ABELOOS;Woluwe Saint-Lambert;1060;0,026339829;27,92021924
21018A04-;BEETEPUT;Woluwe Saint-Lambert;1060;0,03399056;36,02999391
21018A02-;SLEGERS (AVENUE);Woluwe Saint-Lambert;1060;0,023751523;25,17661389
21018A37-;COMMUNAUTES;Woluwe Saint-Lambert;1060;0,005633374;5,97137637
21018A63-;CONSTELLATIONS;Woluwe Saint-Lambert;1060;0,030031973;31,8338916
21018A05-;DRIES;Woluwe Saint-Lambert;1060;0,022000609;23,32064555
21018A61-;HEYDENBERG-EST;Woluwe Saint-Lambert;1060;0,0346757;36,75624239
21018A62-;HEYDENBERG-OUEST;Woluwe Saint-Lambert;1060;0,059607186;63,18361754
21018A24-;LAMBEAU (AVENUE);Woluwe Saint-Lambert;1060;0,038672351;40,99269184
21018A09-;RASANTE;Woluwe Saint-Lambert;1060;0,004986297;5,28547503
21018A30-;SAINTE-FAMILLE;Woluwe Saint-Lambert;1060;0,023180572;24,57140682
21018A643;DEUX MAISONS;Woluwe Saint-Lambert;1060;0,03193514;33,85124848
21018A60-;ROODEBEEK PARC;Woluwe Saint-Lambert;1060;0,012142205;12,87073691
21018A19-;STRUYCKBEKEN;Woluwe Saint-Lambert;1060;0,000304507;0,322777101
21018A81-;KAPELLEVELD-SUD;Woluwe Saint-Lambert;1060;0,011419001;12,10414129
21018A84-;KAPELLEVELD-NORD-EST;Woluwe Saint-Lambert;1060;0,014806638;15,69503654
21018A00-;TOMBERG;Woluwe Saint-Lambert;1060;0,02736754;29,00959196
21018A43-;ROODEBEEK;Woluwe Saint-Lambert;1060;0,020440012;21,66641291
21018A41-;EUROPE;Woluwe Saint-Lambert;1060;0,024817296;26,30633374
21018A42-;VERVLOESEM;Woluwe Saint-Lambert;1060;0,021353532;22,63474421
21018A01-;SAINT-LAMBERT;Woluwe Saint-Lambert;1060;0,017775579;18,84211328
21018A15-;LES SOURCES;Woluwe Saint-Lambert;1060;0,004186967;4,43818514
21018A14-;CHANCELLERIE;Woluwe Saint-Lambert;1060;0,021429659;22,71543849
21018A13-;GROOTVELD;Woluwe Saint-Lambert;1060;0,009820341;10,40956151
21018A12-;STOCKEL (CHAUSSEE DE);Woluwe Saint-Lambert;1060;0,024056029;25,49939099
21018A82-;MARIE LA MISERABLE;Woluwe Saint-Lambert;1060;0,011000305;11,66032278
21018A83-;KLAKKEDELLE;Woluwe Saint-Lambert;1060;0,017242692;18,27725335
21018A87-;SAINT-LUC;Woluwe Saint-Lambert;1060;0,019183922;20,33495737
21018A3MJ;GULLEDELLE;Woluwe Saint-Lambert;1060;0,066077954;70,04263094
21019A231;KELLE;Woluwe Saint-Pierre;581;0,024614122;14,30080509
21019A242;VENELLES;Woluwe Saint-Pierre;581;0,025075637;14,56894518
21019A252;MONTGOLFIER;Woluwe Saint-Pierre;581;0,030562535;17,75683298
21019A131;KONKEL;Woluwe Saint-Pierre;581;0,042408082;24,63909543
21019A12-;ESCRIME (AVENUE DE L');Woluwe Saint-Pierre;581;0,015127429;8,78903646
21019A45-;HELICE (AVENUE DE L');Woluwe Saint-Pierre;581;0,023691093;13,7645249
21019A52-;DUC (RUE);Woluwe Saint-Pierre;581;0,033382903;19,3954669
