Code;Territoire;Commune;#femmes colloc dans commune;% de femmes de la commune dans secteur stat;#femmes colloc dans secteur stat
21015A822;CH. GILISQUET - SUD (AVENUE);Schaerbeek;2198;0,00321654;7,069956016
21015A7MJ;JOSAPHAT GARE;Schaerbeek;2198;2,99213E-05;0,065767033
21015A34-;PAQUERETTES (RUE);Schaerbeek;2198;0,01237246;27,19466802
21015A63-;DESCHANEL P. (AVENUE);Schaerbeek;2198;0,012207893;26,83294934
21015A883;THEUNIS PIERRE (RUE);Schaerbeek;2198;0,00480237;10,55560875
21015A811;TERDELT;Schaerbeek;2198;0,010517339;23,117112
21015A831;LATINIS (AVENUE G.);Schaerbeek;2198;0,029143353;64,05708985
21015A03-;JOSAPHAT (RUE);Schaerbeek;2198;0,041126836;90,39678645
21015A021;HOUFFALIZE (PLACE);Schaerbeek;2198;0,026046498;57,25020197
21015A30-;GRANDE RUE AU BOIS;Schaerbeek;2198;0,027587445;60,63720415
21015A32-;CONSOLATION (RUE DE LA);Schaerbeek;2198;0,022635469;49,75276024
21015A64-;DUPLOYE SQUARE;Schaerbeek;2198;0,02290476;50,34466353
21015A33-;BIENFAITEURS (PLACE DE);Schaerbeek;2198;0,018177194;39,95347237
21015A35-;JEAN STOBBAERTS (AVENUE);Schaerbeek;2198;0,017234673;37,88181084
21015A53-;DAILLY (PLACE);Schaerbeek;2198;0,025911852;56,95425032
21015A54-;EMERAUDE (AVENUE);Schaerbeek;2198;0,03960085;87,04266778
21015A52-;LINTHOUT (RUE);Schaerbeek;2198;0,021902397;48,14146794
21015A51-;CERISIERS (AVENUE DES);Schaerbeek;2198;0,013554352;29,79246581
21015A05-;ROYALE SAINTE-MARIE (RUE);Schaerbeek;2198;0,03297328;72,47527004
21015A12-;HUART HAMOIR (AVENUE);Schaerbeek;2198;0,019179558;42,15666796
21015A152;PR. ELISABETH-NORD;Schaerbeek;2198;0,026899255;59,1245624
21015A101;GARE;Schaerbeek;2198;0,013943329;30,64743724
21015A111;MAETERLINCK;Schaerbeek;2198;0,020660662;45,41213608
21015A142;SAINTE-FAMILLE;Schaerbeek;2198;0,001929924;4,241973609
21015A622;BRUSILIA;Schaerbeek;2198;0,007689776;16,9021274
21015A71-;JARDINS;Schaerbeek;2198;0,012851201;28,24694055
21015A04-;L'OLIVIER (RUE);Schaerbeek;2198;0,036234703;79,6438766
21015A39-;JOSAPHAT (PARC);Schaerbeek;2198;8,97639E-05;0,197301098
21015A421;PALAIS (RUE DE);Schaerbeek;2198;0,014048054;30,87762185
21015A40-;BRABANT (RUE DE);Schaerbeek;2198;0,02679453;58,89437779
21015A43-;GARE DU NORD;Schaerbeek;2198;0,01237246;27,19466802
21015A44-;REINE (AVENUE);Schaerbeek;2198;0,02677957;58,86149427
21015A41-;VANDERLINDEN (RUE);Schaerbeek;2198;0,02404177;52,84381078
21015A612;BRICHAUT (RUE DE);Schaerbeek;2198;0,031896113;70,10765686
21015A45-;STEPHENSON (PLACE);Schaerbeek;2198;0,012447264;27,3590856
21015A00-;COLIGNON (PLACE);Schaerbeek;2198;0,055144969;121,2086413
21015A01-;VAN YSENDYCK (RUE);Schaerbeek;2198;0,007659855;16,83636037
21015A24-;WAELHEM (RUE);Schaerbeek;2198;0,021303971;46,82612729
21015A13-;PORTAELS (RUE);Schaerbeek;2198;0,016755932;36,82953831
21015A22-;MARBOTIN A. (RUE);Schaerbeek;2198;0,028126029;61,82101074
21015A272;HOPITAL P. BRIEN;Schaerbeek;2198;0,002468508;5,425780198
21015A231;J. BLOCKX (RUE);Schaerbeek;2198;0,012282697;26,99736692
21015A20-;HELMET;Schaerbeek;2198;0,041919751;92,13961282
21015A21-;GUIDO GEZELLE (RUE);Schaerbeek;2198;0,016142545;35,48131414
21016A901;CENTRE-OUEST;Uccle;1283;0,025936664;33,27674016
21016A81-;BASCULE;Uccle;1283;0,038747668;49,71325827
21016A82-;CHURCHILL;Uccle;1283;0,061245589;78,57809094
21016A232;BEAU SEJOUR;Uccle;1283;0,017058863;21,88652148
21016A831;LONGCHAMP;Uccle;1283;0,037533994;48,15611444
21016A111;VERT CHASSEUR;Uccle;1283;0,010945542;14,04313038
21016A841;ZEECRABBE;Uccle;1283;0,004764794;6,113231295
21016A85-;BRUGMANN;Uccle;1283;0,024048727;30,85451644
21016A042;ECHEVINAGE;Uccle;1283;0,006652732;8,535455015
21016A03-;COGHEN;Uccle;1283;0,036702403;47,08918257
21016A02-;ALSEMBERG-NORD;Uccle;1283;0,039848965;51,1262221
21016A922;WOLVENBERG;Uccle;1283;0,01411458;18,10900591
21016A912;GLOBE-OUEST;Uccle;1283;0,013238037;16,98440204
21016A933;VOSSEGAT-OUEST;Uccle;1283;0,036028139;46,22410267
21016A731;ROETAERT;Uccle;1283;0,00656283;8,420111029
21016A701;MERLO;Uccle;1283;0,031195918;40,02436338
21016A772;ZWARTEBEEK;Uccle;1283;0,008203538;10,52513879
21016A72-;MELKRIEK;Uccle;1283;0,010248803;13,14921448
21016A71-;KEIENBEMPT;Uccle;1283;0,024116153;30,94102443
21016A13-;OBSERVATOIRE;Uccle;1283;0;0
21016A383;FORET DE SOIGNES LORRAINE-W.;Uccle;1283;0;0
21016A954;VOSSEGAT-EST;Uccle;1283;0,004135482;5,305823388
21016A331;CHAUSSEE DE WATERLOO-OUEST;Uccle;1283;0,004517565;5,796035331
21016A80-;VANDERKINDERE;Uccle;1283;0,034252579;43,94605893
21016A225;PTOLEMEE;Uccle;1283;0,0063156;8,102915065
21016A64-;MOLENSTEEN;Uccle;1283;0,025532106;32,75769222
21016A05-;LE CHAT;Uccle;1283;0,048929045;62,77596476
21016A39-;FORET DE SOIGNES LORRAINE-EST;Uccle;1283;4,49509E-05;0,057671993
21016A692;CIMETIERE - ST.-GILLES;Uccle;1283;0;0
21016A533;MOENSBERG;Uccle;1283;0,008023734;10,29445081
21016A943;SEPT-BONNIERS;Uccle;1283;0,011799609;15,13889825
21016A65-;ALSEMBERG-SUD;Uccle;1283;0,011934462;15,31191423
21016A601;BOURDON;Uccle;1283;0,013485267;17,301598
21016A620;KRIEKENPUT;Uccle;1283;0,012766053;16,37884611
21016A01-;DIEWEG;Uccle;1283;0,049153799;63,06432473
21016A00-;GLOBE-EST;Uccle;1283;0,052997101;67,99528016
21016A193;WOLVENDAEL;Uccle;1283;0;0
21016A102;GROESELENBERG;Uccle;1283;0,025262401;32,41166026
21016A12-;HAMOIR;Uccle;1283;0,029600162;37,97700762
21016A44-;PECHERIE;Uccle;1283;0,031308296;40,16854337
21016A214;ASTRONOMES;Uccle;1283;0,00606837;7,785719102
21016A322;CHAUSSEE DE WATERLOO-EST;Uccle;1283;0,010091475;12,94736251
21016A400;SAINT-JOB;Uccle;1283;0,032049985;41,12013126
21016A429;CARLOO;Uccle;1283;0,019958196;25,60636505
21016A410;ALPHONSE XIII;Uccle;1283;0,010630886;13,63942643
21016A490;KAUWBERG;Uccle;1283;0,004764794;6,113231295
21016A639;HOMBORCH;Uccle;1283;0,031218394;40,05319938
21016A610;ENGELAND;Uccle;1283;0,005888567;7,555031128
21016A521;VERREWINKEL;Uccle;1283;0,005259254;6,747623222
21016A342;FOND;Uccle;1283;0,037241813;47,78124649
21016A311;FORT JACO;Uccle;1283;0,018564718;23,81853325
21017A512;VANDER ELST - BIEN FAIRE;Watermael-Boitsfort;322;0,042319055;13,6267356
21017A541;LOUTRIER - WIENER;Watermael-Boitsfort;322;0,038330871;12,34254062
21017A192;STADE DES TROIS TILLEULS;Watermael-Boitsfort;322;0,000443131;0,142688331
21017A635;PRINCES BRABANCONS;Watermael-Boitsfort;322;0,018094535;5,826440177
21017A11-;FLOREAL;Watermael-Boitsfort;322;0,064180207;20,66602659
21017A240;SOUVERAIN-OUEST;Watermael-Boitsfort;322;0,032053176;10,3211226
21017A230;BEGUINETTES;Watermael-Boitsfort;322;0,049630724;15,98109306
21017A220;LE LOGIS-SUD;Watermael-Boitsfort;322;0,027252585;8,775332349
21017A443;VILLE-ET-FORET - ELAN;Watermael-Boitsfort;322;0,034047267;10,96322009
21017A41-;AVENUE DE VISE;Watermael-Boitsfort;322;0,063146233;20,33308715
21017A523;MARTIN-PECHEUR;Watermael-Boitsfort;322;0,066543575;21,42703102
21017A613;AVENUE DE TERCOIGNE;Watermael-Boitsfort;322;0,004726736;1,522008863
21017A696;HERONNIERE;Watermael-Boitsfort;322;0,003323486;1,070162482
21017A624;PECHERIES;Watermael-Boitsfort;322;0,04254062;13,69807976
21017A534;RUE DES BEGONIAS;Watermael-Boitsfort;322;0,013884786;4,470901034
21017A501;CENTRE DE WATERMAEL;Watermael-Boitsfort;322;0,014623338;4,708714919
21017A421;WATERMAEL - STATION;Watermael-Boitsfort;322;0,005908419;1,902511078
21017A432;DRIES;Watermael-Boitsfort;322;0,041432792;13,34135894
21017A021;DREVE DES EQUIPAGES;Watermael-Boitsfort;322;0,014327917;4,613589365
21017A01-;COIN DU BALAI;Watermael-Boitsfort;322;0,050369276;16,21890694
21017A12-;LE LOGIS-NORD;Watermael-Boitsfort;322;0,091728213;29,53648449
21017A08-;SOUVERAIN-EST;Watermael-Boitsfort;322;0,007311669;2,354357459
21017A13-;BOULEAUX;Watermael-Boitsfort;322;0,043426883;13,98345643
21017A212;AVENUE DE LA TENDERIE;Watermael-Boitsfort;322;0,068833087;22,16425406
21017A000;CENTRE DE BOITSFORT;Watermael-Boitsfort;322;0,044608567;14,36395864
21017A09-;FORET DE SOIGNES;Watermael-Boitsfort;322;0,000295421;0,095125554
21017A451;FUTAIE;Watermael-Boitsfort;322;0,053618907;17,26528804
21017A472;ZONING DE BUREAUX-NORD;Watermael-Boitsfort;322;0,000738552;0,237813885
21017A374;ZONING DE BUREAUX-SUD;Watermael-Boitsfort;322;0,009822747;3,162924668
21017A041;DREVE DU DUC;Watermael-Boitsfort;322;0,03323486;10,70162482
21017A031;AVENUE DELLEUR;Watermael-Boitsfort;322;0,005317578;1,71225997
21017A312;CLOS DES CHENES;Watermael-Boitsfort;322;0,007311669;2,354357459
21017A323;DREVE DES TUMULI;Watermael-Boitsfort;322;0,004948301;1,593353028
21017A393;ETANGS DE BOITSFORT;Watermael-Boitsfort;322;0,000812408;0,261595273
21017A382;FORESTERIE;Watermael-Boitsfort;322;0;0
21018A20-;GEORGES HENRI (AVENUE);Woluwe Saint-Lambert;1037;0,055976043;58,04715677
21018A72-;ROGATIONS;Woluwe Saint-Lambert;1037;0,041134658;42,65664078
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;Woluwe Saint-Lambert;1037;0,056963275;59,07091615
21018A35-;HOF TEN BERG-NORD;Woluwe Saint-Lambert;1037;0,019053574;19,75855601
21018A34-;HOF TEN BERG-SUD;Woluwe Saint-Lambert;1037;0,018987758;19,69030538
21018A32-;CLOS DES PEUPLIERS;Woluwe Saint-Lambert;1037;0,007568777;7,848821903
21018A311;PARC SCHUMAN;Woluwe Saint-Lambert;1037;0,042286429;43,85102672
21018A33-;NEERVELD;Woluwe Saint-Lambert;1037;0,039390549;40,84799921
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;Woluwe Saint-Lambert;1037;0,031361064;32,52142293
21018A512;QUARTIER DES PEINTRES;Woluwe Saint-Lambert;1037;0,0298144;30,91753324
21018A031;ABELOOS;Woluwe Saint-Lambert;1037;0,02823483;29,27951823
21018A04-;BEETEPUT;Woluwe Saint-Lambert;1037;0,032940634;34,15943794
21018A02-;SLEGERS (AVENUE);Woluwe Saint-Lambert;1037;0,022969593;23,81946821
21018A37-;COMMUNAUTES;Woluwe Saint-Lambert;1037;0,006186653;6,415558773
21018A63-;CONSTELLATIONS;Woluwe Saint-Lambert;1037;0,032052126;33,2380545
21018A05-;DRIES;Woluwe Saint-Lambert;1037;0,020501514;21,26006976
21018A61-;HEYDENBERG-EST;Woluwe Saint-Lambert;1037;0,035013821;36,30933263
21018A62-;HEYDENBERG-OUEST;Woluwe Saint-Lambert;1037;0,060813479;63,06357773
21018A24-;LAMBEAU (AVENUE);Woluwe Saint-Lambert;1037;0,037810978;39,2099842
21018A09-;RASANTE;Woluwe Saint-Lambert;1037;0,005100698;5,289423457
21018A30-;SAINTE-FAMILLE;Woluwe Saint-Lambert;1037;0,022475977;23,30758852
21018A643;DEUX MAISONS;Woluwe Saint-Lambert;1037;0,036494669;37,8449717
21018A60-;ROODEBEEK PARC;Woluwe Saint-Lambert;1037;0,009872318;10,23759379
21018A19-;STRUYCKBEKEN;Woluwe Saint-Lambert;1037;0,000361985;0,375378439
21018A81-;KAPELLEVELD-SUD;Woluwe Saint-Lambert;1037;0,011682243;12,11448598
21018A84-;KAPELLEVELD-NORD-EST;Woluwe Saint-Lambert;1037;0,015828617;16,41427537
21018A00-;TOMBERG;Woluwe Saint-Lambert;1037;0,029222061;30,30327761
21018A43-;ROODEBEEK;Woluwe Saint-Lambert;1037;0,01954719;20,2704357
21018A41-;EUROPE;Woluwe Saint-Lambert;1037;0,02751086;28,52876135
21018A42-;VERVLOESEM;Woluwe Saint-Lambert;1037;0,023923917;24,80910228
21018A01-;SAINT-LAMBERT;Woluwe Saint-Lambert;1037;0,017177833;17,81341319
21018A15-;LES SOURCES;Woluwe Saint-Lambert;1037;0,004146374;4,299789391
21018A14-;CHANCELLERIE;Woluwe Saint-Lambert;1037;0,021159668;21,94257602
21018A13-;GROOTVELD;Woluwe Saint-Lambert;1037;0,009773595;10,13521785
21018A12-;STOCKEL (CHAUSSEE DE);Woluwe Saint-Lambert;1037;0,023989733;24,8773529
21018A82-;MARIE LA MISERABLE;Woluwe Saint-Lambert;1037;0,009279979;9,62333816
21018A83-;KLAKKEDELLE;Woluwe Saint-Lambert;1037;0,016256417;16,85790444
21018A87-;SAINT-LUC;Woluwe Saint-Lambert;1037;0,016058971;16,65315256
21018A3MJ;GULLEDELLE;Woluwe Saint-Lambert;1037;0,060155324;62,38107148
21019A231;KELLE;Woluwe Saint-Pierre;553;0,024503875;13,55064283
21019A242;VENELLES;Woluwe Saint-Pierre;553;0,027236483;15,06177485
21019A252;MONTGOLFIER;Woluwe Saint-Pierre;553;0,029162747;16,12699906
21019A131;KONKEL;Woluwe Saint-Pierre;553;0,041885051;23,16243336
21019A12-;ESCRIME (AVENUE DE L');Woluwe Saint-Pierre;553;0,013483851;7,456569458
21019A45-;HELICE (AVENUE DE L');Woluwe Saint-Pierre;553;0,022622407;12,51019128
21019A52-;DUC (RUE);Woluwe Saint-Pierre;553;0,031716167;17,53904045
21019A51-;COLLEGE SAINT-MICHEL;Woluwe Saint-Pierre;553;0,039331631;21,75039197
21019A04-;EGGERICX (RUE);Woluwe Saint-Pierre;553;0,025623796;14,16995923
21019A03-;CAPITAINE PIRET (AVENUE);Woluwe Saint-Pierre;553;0,02656453;14,69018501
21019A02-;CLOS DU SOLEIL;Woluwe Saint-Pierre;553;0,007257089;4,013170273
21019A052;DON BOSCO;Woluwe Saint-Pierre;553;0,021950455;12,13860144
21019A001;CENTRE;Woluwe Saint-Pierre;553;0,039958787;22,09720916
21019A34-;EUROPE (QUARTIER DE L');Woluwe Saint-Pierre;553;0,027863638;15,40859204
21019A30-;EGLANTINES (AVENUE);Woluwe Saint-Pierre;553;0,022308829;12,33678269
21019A33-;MIMOSAS (AVENUE);Woluwe Saint-Pierre;553;0,043587331;24,10379429
21019A01-;BOULEVARD DE LA WOLUWE;Woluwe Saint-Pierre;553;0,016440443;9,091564754
21019A11-;MILLE METRES (AVENUE);Woluwe Saint-Pierre;553;0,026430139;14,61586704
21019A31-;BEMEL;Woluwe Saint-Pierre;553;0,031850558;17,61335842
21019A32-;CHANT D'OISEAU;Woluwe Saint-Pierre;553;0,065179411;36,04421449
21019A09-;WOLUWE (PARC DE);Woluwe Saint-Pierre;553;0;0
21019A35-;HORIZON (AVENUE);Woluwe Saint-Pierre;553;0,035523899;19,64471621
21019A28-;ETANGS MELLAERTS;Woluwe Saint-Pierre;553;0,002822201;1,560677328
21019A20-;SAINT-PAUL;Woluwe Saint-Pierre;553;0,030282668;16,74631546
21019A14-;VAL DE SEIGNEURS;Woluwe Saint-Pierre;553;0,040585943;22,44402634
21019A10-;STOCKEL;Woluwe Saint-Pierre;553;0,06307396;34,87989966
21019A21-;MANOIR;Woluwe Saint-Pierre;553;0,039690006;21,94857322
21019A40-;SAINTE-ALIX;Woluwe Saint-Pierre;553;0,068359987;37,80307306
21019A15-;KAPELLEVELD;Woluwe Saint-Pierre;553;0,041526677;22,96425212
21019A42-;SALOME AVENUE;Woluwe Saint-Pierre;553;0,031268199;17,29131389
21019A22-;PUTDAAL;Woluwe Saint-Pierre;553;0,013931819;7,704296018
21019A441;FAISANDERIE;Woluwe Saint-Pierre;553;0,008959369;4,954531201
21019A41-;CITE JOLI-BOIS;Woluwe Saint-Pierre;553;0,025623796;14,16995923
21019A43-;CORNICHE VERTE;Woluwe Saint-Pierre;553;0,012677508;7,010661649
21019A492;BOIS;Woluwe Saint-Pierre;553;4,47968E-05;0,024772656
21001C5PA;MEERVELD;Anderlecht;1280;0,001581199;2,023934355
21001C5MA;MEYLEMEERSCH;Anderlecht;1280;0,000599191;0,766964598
21001C6PB;ZONE RURALE;Anderlecht;1280;0,003828165;4,900051597
21001C6MB;MEYLEMEERSCH-EST;Anderlecht;1280;0;0
