Code;Territoire;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
21001A52-;SCHERDEMAEL-NORD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,131287129;0,131287129;0,131287129;0,131287129;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,273927393;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0,131287129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C70-;BON AIR - CENTRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0,297435897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A552;TREFLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,04;2,04;2,04;2,04;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,433333333;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;2,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A84-;POESIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,941428571;0,941428571;0,941428571;0,941428571;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,848809524;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0,941428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A34-;ROUE - CITE JARDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,52;2,52;2,52;2,52;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;2,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A350;CERIA - ZONE D'HABITAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,106766917;1,106766917;1,106766917;1,106766917;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,077694236;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;1,106766917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A441;DOCTEUR ROUX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04;1,04;1,04;1,04;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,766666667;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C512;CHANTS D'OISEAUX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,412972973;1,412972973;1,412972973;1,412972973;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;0,655855856;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;1,412972973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C71-;BON AIR - CITE JARDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,274626866;2,274626866;2,274626866;2,274626866;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;1,371144279;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;2,274626866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A82-;MOORTEBEEK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,659215686;2,659215686;2,659215686;2,659215686;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;1,817320261;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;2,659215686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C611;SOETKIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,158604651;0,158604651;0,158604651;0,158604651;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,251162791;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0,158604651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C581;CIMETIERE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C522;HOPITAL U.L.B.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0,064935065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A451;VENIZELOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,334096386;1,334096386;1,334096386;1,334096386;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,021586345;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;1,334096386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A30-;BIZET;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,64;1,64;1,64;1,64;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;1,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A80-;SILLON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,32;2,32;2,32;2,32;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,633333333;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;2,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A81-;BROECK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,733410405;1,733410405;1,733410405;1,733410405;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,555491329;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;1,733410405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001C79-;BON AIR - HABITATIONS DISP.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A31-;CHAUSSEE DE MONS - SAINT-LUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0,822695035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
