Code;Territoire;Commune;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
21004G321;HAREN-EST;Bruxelles;7,6;7,6;7,6;7,6;7,6;10,4;10,4;10,4;10,4;10,4;7,8;7,8;7,8;7,8;7,8;5,8;5,8;5,8;5,8;5,8;7;7;7;7;7;8;8;8;8;8;8,4;8,4;8,4;8,4;8,4;9,8;9,8;9,8;9,8;9,8;0;0;0;0;0;5,8;5,8;5,8;5,8;5,8;5,4;5,4;5,4;5,4;5,4;7,2;7,2;7,2;7,2;7,2;4,4;4,4;4,4;4,4;4,4;4,2;4,2;4,2;4,2;4,2;3,8;3,8;3,8;3,8;3,8;2,2;2,2;2,2;2,2;2,2;2;2;2;2;2;0,6;0,6;0,6;0,6;0,6;0,400;0,4;0,4;0,4;0,4;0;0;0;0;0
21004B2WJ;RUE DE PASCAL - ST.-SACREMENT;Bruxelles;2;2;2;2;2;0,6;0,6;0,6;0,6;0,6;1,4;1,4;1,4;1,4;1,4;0,6;0,6;0,6;0,6;0,6;2,8;2,8;2,8;2,8;2,8;6,8;6,8;6,8;6,8;6,8;5;5;5;5;5;4,4;4,4;4,4;4,4;4,4;0;0;0;0;0;2,8;2,8;2,8;2,8;2,8;1,8;1,8;1,8;1,8;1,8;1;1;1;1;1;0,8;0,8;0,8;0,8;0,8;0,6;0,6;0,6;0,6;0,6;0,8;0,8;0,8;0,8;0,8;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,2;0,2;0,2;0,2;0,2;0,000;0;0;0;0;0;0;0;0;0
21004B45-;ECOLE MILITAIRE;Bruxelles;8,8;8,8;8,8;8,8;8,8;7,6;7,6;7,6;7,6;7,6;4,8;4,8;4,8;4,8;4,8;5,2;5,2;5,2;5,2;5,2;10;10;10;10;10;20,4;20,4;20,4;20,4;20,4;14,2;14,2;14,2;14,2;14,2;13,2;13,2;13,2;13,2;13,2;0;0;0;0;0;11,6;11,6;11,6;11,6;11,6;9,6;9,6;9,6;9,6;9,6;10;10;10;10;10;7,2;7,2;7,2;7,2;7,2;6;6;6;6;6;3,4;3,4;3,4;3,4;3,4;2;2;2;2;2;1,8;1,8;1,8;1,8;1,8;2,4;2,4;2,4;2,4;2,4;0,600;0,6;0,6;0,6;0,6;0;0;0;0;0
21004B49-;CINQUANTENAIRE (PARC DU);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004B1MJ;RUE JOSEPH II;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A25-;BEGUINAGE (PLACE DU);Bruxelles;8,2;8,2;8,2;8,2;8,2;7,2;7,2;7,2;7,2;7,2;6,4;6,4;6,4;6,4;6,4;7,4;7,4;7,4;7,4;7,4;12,2;12,2;12,2;12,2;12,2;25,2;25,2;25,2;25,2;25,2;20,8;20,8;20,8;20,8;20,8;14,6;14,6;14,6;14,6;14,6;0;0;0;0;0;10,6;10,6;10,6;10,6;10,6;10;10;10;10;10;7,2;7,2;7,2;7,2;7,2;6,4;6,4;6,4;6,4;6,4;4,6;4,6;4,6;4,6;4,6;3,8;3,8;3,8;3,8;3,8;1,6;1,6;1,6;1,6;1,6;3,2;3,2;3,2;3,2;3,2;1,6;1,6;1,6;1,6;1,6;0,000;0;0;0;0;0;0;0;0;0
21004B2MJ;SCHUMAN (ROND-POINT);Bruxelles;5;5;5;5;5;2,2;2,2;2,2;2,2;2,2;1,4;1,4;1,4;1,4;1,4;1;1;1;1;1;1;1;1;1;1;7,2;7,2;7,2;7,2;7,2;7,8;7,8;7,8;7,8;7,8;9,8;9,8;9,8;9,8;9,8;0;0;0;0;0;3,6;3,6;3,6;3,6;3,6;3,8;3,8;3,8;3,8;3,8;3,4;3,4;3,4;3,4;3,4;1,6;1,6;1,6;1,6;1,6;2;2;2;2;2;1,2;1,2;1,2;1,2;1,2;1;1;1;1;1;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
21004B44-;AMBIORIX-SUD (SQUARE);Bruxelles;18,4;18,4;18,4;18,4;18,4;12,2;12,2;12,2;12,2;12,2;9,4;9,4;9,4;9,4;9,4;8,8;8,8;8,8;8,8;8,8;14,4;14,4;14,4;14,4;14,4;39,4;39,4;39,4;39,4;39,4;34,8;34,8;34,8;34,8;34,8;35,4;35,4;35,4;35,4;35,4;23,4;23,4;23,4;23,4;23,4;19,8;19,8;19,8;19,8;19,8;14,4;14,4;14,4;14,4;14,4;14,8;14,8;14,8;14,8;14,8;11,8;11,8;11,8;11,8;11,8;11,6;11,6;11,6;11,6;11,6;7,6;7,6;7,6;7,6;7,6;5,8;5,8;5,8;5,8;5,8;4;4;4;4;4;2,6;2,6;2,6;2,6;2,6;2,000;2;2;2;2;0,361445783;0,361445783;0,361445783;0,361445783;0,361445783
21004B43-;AMBIORIX-NORD (SQUARE);Bruxelles;35,8;35,8;35,8;35,8;35,8;27,8;27,8;27,8;27,8;27,8;30,4;30,4;30,4;30,4;30,4;25,2;25,2;25,2;25,2;25,2;37,8;37,8;37,8;37,8;37,8;71,8;71,8;71,8;71,8;71,8;64,4;64,4;64,4;64,4;64,4;49,4;49,4;49,4;49,4;49,4;45,6;45,6;45,6;45,6;45,6;40,2;40,2;40,2;40,2;40,2;32,4;32,4;32,4;32,4;32,4;29,4;29,4;29,4;29,4;29,4;22;22;22;22;22;17,8;17,8;17,8;17,8;17,8;10,8;10,8;10,8;10,8;10,8;8,2;8,2;8,2;8,2;8,2;8,2;8,2;8,2;8,2;8,2;5,6;5,6;5,6;5,6;5,6;2,400;2,4;2,4;2,4;2,4;0,542168674;0,542168674;0,542168674;0,542168674;0,542168674
21004B293;LEOPOLD (PARC);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A24-;MARCHE AU PORCS;Bruxelles;22,8;22,8;22,8;22,8;22,8;16,6;16,6;16,6;16,6;16,6;13,6;13,6;13,6;13,6;13,6;15,2;15,2;15,2;15,2;15,2;23,4;23,4;23,4;23,4;23,4;46;46;46;46;46;37,8;37,8;37,8;37,8;37,8;30,4;30,4;30,4;30,4;30,4;21,8;21,8;21,8;21,8;21,8;19,4;19,4;19,4;19,4;19,4;18;18;18;18;18;14,6;14,6;14,6;14,6;14,6;10,6;10,6;10,6;10,6;10,6;8,6;8,6;8,6;8,6;8,6;8;8;8;8;8;3,4;3,4;3,4;3,4;3,4;3;3;3;3;3;1,6;1,6;1,6;1,6;1,6;0,400;0,4;0,4;0,4;0,4;0;0;0;0;0
21004F970;MARLY-NORD;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A35-;AD. MAX (BOULEVARD);Bruxelles;6,8;6,8;6,8;6,8;6,8;5;5;5;5;5;4,6;4,6;4,6;4,6;4,6;2,2;2,2;2,2;2,2;2,2;10,2;10,2;10,2;10,2;10,2;22,2;22,2;22,2;22,2;22,2;16,4;16,4;16,4;16,4;16,4;11;11;11;11;11;0;0;0;0;0;5,4;5,4;5,4;5,4;5,4;2;2;2;2;2;3,8;3,8;3,8;3,8;3,8;4,2;4,2;4,2;4,2;4,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;1;1;1;1;1;0,4;0,4;0,4;0,4;0,4;0,8;0,8;0,8;0,8;0,8;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
21004A83-;E. JACQMAIN (BOULEVARD)-OUEST;Bruxelles;11,2;11,2;11,2;11,2;11,2;9,2;9,2;9,2;9,2;9,2;9;9;9;9;9;9,6;9,6;9,6;9,6;9,6;12;12;12;12;12;16;16;16;16;16;13,6;13,6;13,6;13,6;13,6;11;11;11;11;11;0;0;0;0;0;6,8;6,8;6,8;6,8;6,8;7,6;7,6;7,6;7,6;7,6;5;5;5;5;5;4,6;4,6;4,6;4,6;4,6;3,2;3,2;3,2;3,2;3,2;2,4;2,4;2,4;2,4;2,4;1,2;1,2;1,2;1,2;1,2;0,8;0,8;0,8;0,8;0,8;1,2;1,2;1,2;1,2;1,2;0,400;0,4;0,4;0,4;0,4;0,180722892;0,180722892;0,180722892;0,180722892;0,180722892
21004F994;TRASSERSWEG - NEDER-HEEMBEEK;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004F531;RUE DES FAINES;Bruxelles;21,4;21,4;21,4;21,4;21,4;21,2;21,2;21,2;21,2;21,2;20,2;20,2;20,2;20,2;20,2;13,8;13,8;13,8;13,8;13,8;12;12;12;12;12;20,6;20,6;20,6;20,6;20,6;24,8;24,8;24,8;24,8;24,8;21,6;21,6;21,6;21,6;21,6;22,8;22,8;22,8;22,8;22,8;16,4;16,4;16,4;16,4;16,4;14;14;14;14;14;17,4;17,4;17,4;17,4;17,4;15,8;15,8;15,8;15,8;15,8;11,8;11,8;11,8;11,8;11,8;12;12;12;12;12;8,4;8,4;8,4;8,4;8,4;8,6;8,6;8,6;8,6;8,6;6,8;6,8;6,8;6,8;6,8;3,400;3,4;3,4;3,4;3,4;1,445783132;1,445783132;1,445783132;1,445783132;1,445783132
21004E180;DOMAINE ROYALE;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004E292;AVENUE DES CROIX DU FEU;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004G3MJ;DOBBELENBERG (RUE DE);Bruxelles;3;3;3;3;3;6;6;6;6;6;6,4;6,4;6,4;6,4;6,4;5,4;5,4;5,4;5,4;5,4;2,4;2,4;2,4;2,4;2,4;2,2;2,2;2,2;2,2;2,2;4;4;4;4;4;3,8;3,8;3,8;3,8;3,8;0;0;0;0;0;3,4;3,4;3,4;3,4;3,4;2;2;2;2;2;2,2;2,2;2,2;2,2;2,2;1,4;1,4;1,4;1,4;1,4;1,8;1,8;1,8;1,8;1,8;0,8;0,8;0,8;0,8;0,8;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0,000;0;0;0;0;0;0;0;0;0
21004F572;MARLY-SUD;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004F91-;CROIX DE GUERRE (AVENUE DES);Bruxelles;19;19;19;19;19;22;22;22;22;22;14;14;14;14;14;12;12;12;12;12;12,6;12,6;12,6;12,6;12,6;19,6;19,6;19,6;19,6;19,6;22,6;22,6;22,6;22,6;22,6;18;18;18;18;18;22,4;22,4;22,4;22,4;22,4;15,6;15,6;15,6;15,6;15,6;15,2;15,2;15,2;15,2;15,2;14,6;14,6;14,6;14,6;14,6;13,4;13,4;13,4;13,4;13,4;14,4;14,4;14,4;14,4;14,4;11,6;11,6;11,6;11,6;11,6;9,4;9,4;9,4;9,4;9,4;9,8;9,8;9,8;9,8;9,8;10,6;10,6;10,6;10,6;10,6;8,400;8,4;8,4;8,4;8,4;1,807228916;1,807228916;1,807228916;1,807228916;1,807228916
21004F922;RUE CHATEAU BEYAERD;Bruxelles;19,8;19,8;19,8;19,8;19,8;22,8;22,8;22,8;22,8;22,8;20;20;20;20;20;17,2;17,2;17,2;17,2;17,2;15,8;15,8;15,8;15,8;15,8;22;22;22;22;22;24,2;24,2;24,2;24,2;24,2;24,4;24,4;24,4;24,4;24,4;19,6;19,6;19,6;19,6;19,6;22;22;22;22;22;16,6;16,6;16,6;16,6;16,6;20;20;20;20;20;18,4;18,4;18,4;18,4;18,4;11,6;11,6;11,6;11,6;11,6;10,4;10,4;10,4;10,4;10,4;7,6;7,6;7,6;7,6;7,6;5;5;5;5;5;4,8;4,8;4,8;4,8;4,8;1,400;1,4;1,4;1,4;1,4;0,180722891;0,180722891;0,180722891;0,180722891;0,180722891
21004G3NJ;HAREN-SUD;Bruxelles;3,6;3,6;3,6;3,6;3,6;4,6;4,6;4,6;4,6;4,6;2,4;2,4;2,4;2,4;2,4;2;2;2;2;2;2;2;2;2;2;3,8;3,8;3,8;3,8;3,8;3;3;3;3;3;3,2;3,2;3,2;3,2;3,2;0;0;0;0;0;2,4;2,4;2,4;2,4;2,4;2;2;2;2;2;2,4;2,4;2,4;2,4;2,4;1,6;1,6;1,6;1,6;1,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0,6;0,6;0,6;0,6;0,6;0,2;0,2;0,2;0,2;0,2;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
21004C642;AVENUE FRANKLIN ROOSEVELT;Bruxelles;2;2;2;2;2;1,8;1,8;1,8;1,8;1,8;3,2;3,2;3,2;3,2;3,2;1,8;1,8;1,8;1,8;1,8;1,4;1,4;1,4;1,4;1,4;2,4;2,4;2,4;2,4;2,4;2,2;2,2;2,2;2,2;2,2;2,8;2,8;2,8;2,8;2,8;0;0;0;0;0;3;3;3;3;3;2,8;2,8;2,8;2,8;2,8;2,6;2,6;2,6;2,6;2,6;2;2;2;2;2;1,8;1,8;1,8;1,8;1,8;2,4;2,4;2,4;2,4;2,4;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,2;1,2;1,2;1,2;1,2;0,400;0,4;0,4;0,4;0,4;0,361445783;0,361445783;0,361445783;0,361445783;0,361445783
21004C591;CAMBRE (BOIS DE LA);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004C61-;U.L.B.;Bruxelles;5,2;5,2;5,2;5,2;5,2;3;3;3;3;3;4,6;4,6;4,6;4,6;4,6;3,6;3,6;3,6;3,6;3,6;13,8;13,8;13,8;13,8;13,8;8;8;8;8;8;4,8;4,8;4,8;4,8;4,8;5,6;5,6;5,6;5,6;5,6;0;0;0;0;0;5,8;5,8;5,8;5,8;5,8;6,4;6,4;6,4;6,4;6,4;5,8;5,8;5,8;5,8;5,8;4,6;4,6;4,6;4,6;4,6;4,2;4,2;4,2;4,2;4,2;4,4;4,4;4,4;4,4;4,4;3,2;3,2;3,2;3,2;3,2;2,4;2,4;2,4;2,4;2,4;2,2;2,2;2,2;2,2;2,2;1,000;1;1;1;1;0,361445783;0,361445783;0,361445783;0,361445783;0,361445783
21004C54-;LOUISE (AVENUE)-SUD-EST;Bruxelles;9,8;9,8;9,8;9,8;9,8;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;6,4;6,4;6,4;6,4;6,4;12,8;12,8;12,8;12,8;12,8;20,6;20,6;20,6;20,6;20,6;22,2;22,2;22,2;22,2;22,2;13,4;13,4;13,4;13,4;13,4;0;0;0;0;0;12,2;12,2;12,2;12,2;12,2;8,4;8,4;8,4;8,4;8,4;9,6;9,6;9,6;9,6;9,6;9;9;9;9;9;9;9;9;9;9;7,2;7,2;7,2;7,2;7,2;7,4;7,4;7,4;7,4;7,4;6,4;6,4;6,4;6,4;6,4;2,4;2,4;2,4;2,4;2,4;1,000;1;1;1;1;0,542168675;0,542168675;0,542168675;0,542168675;0,542168675
21004C63-;NATIONS (SQUARE DES);Bruxelles;7,8;7,8;7,8;7,8;7,8;6,2;6,2;6,2;6,2;6,2;6;6;6;6;6;5,2;5,2;5,2;5,2;5,2;4;4;4;4;4;11;11;11;11;11;11,4;11,4;11,4;11,4;11,4;10,8;10,8;10,8;10,8;10,8;0;0;0;0;0;9,8;9,8;9,8;9,8;9,8;7,8;7,8;7,8;7,8;7,8;7,2;7,2;7,2;7,2;7,2;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;5,8;5,8;5,8;5,8;5,8;5,8;5,8;5,8;5,8;5,8;4,8;4,8;4,8;4,8;4,8;4;4;4;4;4;7,000;7;7;7;7;2,34939759;2,34939759;2,34939759;2,34939759;2,34939759
21004B2NJ;CITE DE LA CHAUSSEE;Bruxelles;2,4;2,4;2,4;2,4;2,4;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;1,6;1,6;1,6;1,6;1,6;4,6;4,6;4,6;4,6;4,6;7,6;7,6;7,6;7,6;7,6;5,2;5,2;5,2;5,2;5,2;0;0;0;0;0;3,2;3,2;3,2;3,2;3,2;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,2;0,2;0,000;0;0;0;0;0;0;0;0;0
21004B13-;TREVES (RUE DE);Bruxelles;2,2;2,2;2,2;2,2;2,2;2;2;2;2;2;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;3;3;3;3;3;8,6;8,6;8,6;8,6;8,6;7,2;7,2;7,2;7,2;7,2;4,6;4,6;4,6;4,6;4,6;0;0;0;0;0;2,2;2,2;2,2;2,2;2,2;2;2;2;2;2;1,8;1,8;1,8;1,8;1,8;1;1;1;1;1;0,2;0,2;0,2;0,2;0,2;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
21004F953;RUE DU WIMPELBERG;Bruxelles;11,2;11,2;11,2;11,2;11,2;8,4;8,4;8,4;8,4;8,4;7,2;7,2;7,2;7,2;7,2;8;8;8;8;8;8,4;8,4;8,4;8,4;8,4;9;9;9;9;9;7,2;7,2;7,2;7,2;7,2;8,2;8,2;8,2;8,2;8,2;0;0;0;0;0;7,2;7,2;7,2;7,2;7,2;9,8;9,8;9,8;9,8;9,8;6;6;6;6;6;6,6;6,6;6,6;6,6;6,6;8,2;8,2;8,2;8,2;8,2;5;5;5;5;5;5,8;5,8;5,8;5,8;5,8;8,6;8,6;8,6;8,6;8,6;7,8;7,8;7,8;7,8;7,8;7,200;7,2;7,2;7,2;7,2;2,710843374;2,710843374;2,710843374;2,710843374;2,710843374
21004F9MJ;NEDER-HEEMBEEK-NORD;Bruxelles;19,8;19,8;19,8;19,8;19,8;18,6;18,6;18,6;18,6;18,6;12,4;12,4;12,4;12,4;12,4;7,8;7,8;7,8;7,8;7,8;8,8;8,8;8,8;8,8;8,8;10;10;10;10;10;19,4;19,4;19,4;19,4;19,4;11,8;11,8;11,8;11,8;11,8;0;0;0;0;0;8,2;8,2;8,2;8,2;8,2;6,4;6,4;6,4;6,4;6,4;6,2;6,2;6,2;6,2;6,2;4;4;4;4;4;1,4;1,4;1,4;1,4;1,4;1,6;1,6;1,6;1,6;1,6;0,4;0,4;0,4;0,4;0,4;0,8;0,8;0,8;0,8;0,8;0,2;0,2;0,2;0,2;0,2;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
21004A02-;SAINT-FRANCOIS XAVIER;Bruxelles;8,6;8,6;8,6;8,6;8,6;5,8;5,8;5,8;5,8;5,8;8;8;8;8;8;6,2;6,2;6,2;6,2;6,2;14;14;14;14;14;19,4;19,4;19,4;19,4;19,4;18,6;18,6;18,6;18,6;18,6;12,6;12,6;12,6;12,6;12,6;0;0;0;0;0;7,2;7,2;7,2;7,2;7,2;6,8;6,8;6,8;6,8;6,8;4;4;4;4;4;5,8;5,8;5,8;5,8;5,8;4,8;4,8;4,8;4,8;4,8;5,6;5,6;5,6;5,6;5,6;5;5;5;5;5;4,6;4,6;4,6;4,6;4,6;4,2;4,2;4,2;4,2;4,2;5,400;5,4;5,4;5,4;5,4;2,168674699;2,168674699;2,168674699;2,168674699;2,168674699
21004A70-;BLAES (RUE)-SUD;Bruxelles;31,4;31,4;31,4;31,4;31,4;32,8;32,8;32,8;32,8;32,8;40,2;40,2;40,2;40,2;40,2;30,8;30,8;30,8;30,8;30,8;33,6;33,6;33,6;33,6;33,6;30,4;30,4;30,4;30,4;30,4;33,8;33,8;33,8;33,8;33,8;33,2;33,2;33,2;33,2;33,2;27,4;27,4;27,4;27,4;27,4;35;35;35;35;35;28;28;28;28;28;25,6;25,6;25,6;25,6;25,6;22,4;22,4;22,4;22,4;22,4;16,2;16,2;16,2;16,2;16,2;14;14;14;14;14;10,8;10,8;10,8;10,8;10,8;8,4;8,4;8,4;8,4;8,4;4,2;4,2;4,2;4,2;4,2;3,800;3,8;3,8;3,8;3,8;1,807228916;1,807228916;1,807228916;1,807228916;1,807228916
21004A1MJ;COLONIES (RUE DES);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A03-;BON SECOURS - PALAIS DU MIDI;Bruxelles;12,6;12,6;12,6;12,6;12,6;12,2;12,2;12,2;12,2;12,2;9,6;9,6;9,6;9,6;9,6;7,6;7,6;7,6;7,6;7,6;18,6;18,6;18,6;18,6;18,6;27;27;27;27;27;23,8;23,8;23,8;23,8;23,8;15,2;15,2;15,2;15,2;15,2;0;0;0;0;0;9,2;9,2;9,2;9,2;9,2;7,6;7,6;7,6;7,6;7,6;8,4;8,4;8,4;8,4;8,4;5,8;5,8;5,8;5,8;5,8;3;3;3;3;3;2,8;2,8;2,8;2,8;2,8;1,8;1,8;1,8;1,8;1,8;1;1;1;1;1;0,6;0,6;0,6;0,6;0,6;0,000;0;0;0;0;0,180722891;0,180722891;0,180722891;0,180722891;0,180722891
21004A19-;PALAIS ROYAL;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A23-;NOUVEAU MARCHE AU GRAIN;Bruxelles;21;21;21;21;21;16,2;16,2;16,2;16,2;16,2;18,6;18,6;18,6;18,6;18,6;15,4;15,4;15,4;15,4;15,4;22,2;22,2;22,2;22,2;22,2;39,2;39,2;39,2;39,2;39,2;30,8;30,8;30,8;30,8;30,8;29;29;29;29;29;23;23;23;23;23;23;23;23;23;23;15,4;15,4;15,4;15,4;15,4;15,4;15,4;15,4;15,4;15,4;13,2;13,2;13,2;13,2;13,2;6,8;6,8;6,8;6,8;6,8;6,8;6,8;6,8;6,8;6,8;5,4;5,4;5,4;5,4;5,4;3,6;3,6;3,6;3,6;3,6;2,2;2,2;2,2;2,2;2,2;0,200;0,2;0,2;0,2;0,2;0,180722892;0,180722892;0,180722892;0,180722892;0,180722892
21004A10-;GARE CENTRALE;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0;0;0;0;0;0;0;0;0
21004A01-;VIEILLE HALLE AUX BLES;Bruxelles;6;6;6;6;6;4,4;4,4;4,4;4,4;4,4;2,2;2,2;2,2;2,2;2,2;2;2;2;2;2;6,4;6,4;6,4;6,4;6,4;13,4;13,4;13,4;13,4;13,4;7,6;7,6;7,6;7,6;7,6;8,2;8,2;8,2;8,2;8,2;0;0;0;0;0;4,6;4,6;4,6;4,6;4,6;4,2;4,2;4,2;4,2;4,2;3,6;3,6;3,6;3,6;3,6;4,6;4,6;4,6;4,6;4,6;3,4;3,4;3,4;3,4;3,4;2;2;2;2;2;0,8;0,8;0,8;0,8;0,8;0,6;0,6;0,6;0,6;0,6;0,4;0,4;0,4;0,4;0,4;0,200;0,2;0,2;0,2;0,2;0;0;0;0;0
