Code;Name;Commune
21015A272;HOPITAL P. BRIEN;Schaerbeek
21015A231;J. BLOCKX (RUE);Schaerbeek
21015A20-;HELMET;Schaerbeek
21015A21-;GUIDO GEZELLE (RUE);Schaerbeek
21016A901;CENTRE-OUEST;Uccle
21016A81-;BASCULE;Uccle
21016A82-;CHURCHILL;Uccle
21016A232;BEAU SEJOUR;Uccle
21016A831;LONGCHAMP;Uccle
21016A111;VERT CHASSEUR;Uccle
21016A841;ZEECRABBE;Uccle
21016A85-;BRUGMANN;Uccle
21016A042;ECHEVINAGE;Uccle
21016A03-;COGHEN;Uccle
21016A02-;ALSEMBERG-NORD;Uccle
21016A922;WOLVENBERG;Uccle
21016A912;GLOBE-OUEST;Uccle
21016A933;VOSSEGAT-OUEST;Uccle
21016A731;ROETAERT;Uccle
21016A701;MERLO;Uccle
21016A772;ZWARTEBEEK;Uccle
21016A72-;MELKRIEK;Uccle
21016A71-;KEIENBEMPT;Uccle
21016A13-;OBSERVATOIRE;Uccle
21016A383;FORET DE SOIGNES LORRAINE-W.;Uccle
21016A954;VOSSEGAT-EST;Uccle
21016A331;CHAUSSEE DE WATERLOO-OUEST;Uccle
21016A80-;VANDERKINDERE;Uccle
21016A225;PTOLEMEE;Uccle
21016A64-;MOLENSTEEN;Uccle
21016A05-;LE CHAT;Uccle
21016A39-;FORET DE SOIGNES LORRAINE-EST;Uccle
21016A692;CIMETIERE - ST.-GILLES;Uccle
21016A533;MOENSBERG;Uccle
21016A943;SEPT-BONNIERS;Uccle
21016A65-;ALSEMBERG-SUD;Uccle
21016A601;BOURDON;Uccle
21016A620;KRIEKENPUT;Uccle
21016A01-;DIEWEG;Uccle
21016A00-;GLOBE-EST;Uccle
21016A193;WOLVENDAEL;Uccle
21016A102;GROESELENBERG;Uccle
21016A12-;HAMOIR;Uccle
21016A44-;PECHERIE;Uccle
21016A214;ASTRONOMES;Uccle
21016A322;CHAUSSEE DE WATERLOO-EST;Uccle
21016A400;SAINT-JOB;Uccle
21016A429;CARLOO;Uccle
21016A410;ALPHONSE XIII;Uccle
21016A490;KAUWBERG;Uccle
21016A639;HOMBORCH;Uccle
21016A610;ENGELAND;Uccle
21016A521;VERREWINKEL;Uccle
21016A342;FOND;Uccle
21016A311;FORT JACO;Uccle
21017A512;VANDER ELST - BIEN FAIRE;Watermael-Boitsfort
21017A541;LOUTRIER - WIENER;Watermael-Boitsfort
21017A192;STADE DES TROIS TILLEULS;Watermael-Boitsfort
21017A635;PRINCES BRABANCONS;Watermael-Boitsfort
21017A11-;FLOREAL;Watermael-Boitsfort
21017A240;SOUVERAIN-OUEST;Watermael-Boitsfort
21017A230;BEGUINETTES;Watermael-Boitsfort
21017A220;LE LOGIS-SUD;Watermael-Boitsfort
21017A443;VILLE-ET-FORET - ELAN;Watermael-Boitsfort
21017A41-;AVENUE DE VISE;Watermael-Boitsfort
21017A523;MARTIN-PECHEUR;Watermael-Boitsfort
21017A613;AVENUE DE TERCOIGNE;Watermael-Boitsfort
21017A696;HERONNIERE;Watermael-Boitsfort
21017A624;PECHERIES;Watermael-Boitsfort
21017A534;RUE DES BEGONIAS;Watermael-Boitsfort
21017A501;CENTRE DE WATERMAEL;Watermael-Boitsfort
21017A421;WATERMAEL - STATION;Watermael-Boitsfort
21017A432;DRIES;Watermael-Boitsfort
21017A021;DREVE DES EQUIPAGES;Watermael-Boitsfort
21017A01-;COIN DU BALAI;Watermael-Boitsfort
21017A12-;LE LOGIS-NORD;Watermael-Boitsfort
21017A08-;SOUVERAIN-EST;Watermael-Boitsfort
21017A13-;BOULEAUX;Watermael-Boitsfort
21017A212;AVENUE DE LA TENDERIE;Watermael-Boitsfort
21017A000;CENTRE DE BOITSFORT;Watermael-Boitsfort
21017A09-;FORET DE SOIGNES;Watermael-Boitsfort
21017A451;FUTAIE;Watermael-Boitsfort
21017A472;ZONING DE BUREAUX-NORD;Watermael-Boitsfort
21017A374;ZONING DE BUREAUX-SUD;Watermael-Boitsfort
21017A041;DREVE DU DUC;Watermael-Boitsfort
21017A031;AVENUE DELLEUR;Watermael-Boitsfort
21017A312;CLOS DES CHENES;Watermael-Boitsfort
21017A323;DREVE DES TUMULI;Watermael-Boitsfort
21017A393;ETANGS DE BOITSFORT;Watermael-Boitsfort
21017A382;FORESTERIE;Watermael-Boitsfort
21018A20-;GEORGES HENRI (AVENUE);Woluwe Saint-Lambert
21018A72-;ROGATIONS;Woluwe Saint-Lambert
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;Woluwe Saint-Lambert
21018A35-;HOF TEN BERG-NORD;Woluwe Saint-Lambert
21018A34-;HOF TEN BERG-SUD;Woluwe Saint-Lambert
21018A32-;CLOS DES PEUPLIERS;Woluwe Saint-Lambert
21018A311;PARC SCHUMAN;Woluwe Saint-Lambert
21018A33-;NEERVELD;Woluwe Saint-Lambert
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;Woluwe Saint-Lambert
21018A512;QUARTIER DES PEINTRES;Woluwe Saint-Lambert
21018A031;ABELOOS;Woluwe Saint-Lambert
21018A04-;BEETEPUT;Woluwe Saint-Lambert
21018A02-;SLEGERS (AVENUE);Woluwe Saint-Lambert
21018A37-;COMMUNAUTES;Woluwe Saint-Lambert
21018A63-;CONSTELLATIONS;Woluwe Saint-Lambert
21018A05-;DRIES;Woluwe Saint-Lambert
21018A61-;HEYDENBERG-EST;Woluwe Saint-Lambert
21018A62-;HEYDENBERG-OUEST;Woluwe Saint-Lambert
21018A24-;LAMBEAU (AVENUE);Woluwe Saint-Lambert
21018A09-;RASANTE;Woluwe Saint-Lambert
21018A30-;SAINTE-FAMILLE;Woluwe Saint-Lambert
21018A643;DEUX MAISONS;Woluwe Saint-Lambert
21018A60-;ROODEBEEK PARC;Woluwe Saint-Lambert
21018A19-;STRUYCKBEKEN;Woluwe Saint-Lambert
21018A81-;KAPELLEVELD-SUD;Woluwe Saint-Lambert
21018A84-;KAPELLEVELD-NORD-EST;Woluwe Saint-Lambert
21018A00-;TOMBERG;Woluwe Saint-Lambert
21018A43-;ROODEBEEK;Woluwe Saint-Lambert
21018A41-;EUROPE;Woluwe Saint-Lambert
21018A42-;VERVLOESEM;Woluwe Saint-Lambert
21018A01-;SAINT-LAMBERT;Woluwe Saint-Lambert
21018A15-;LES SOURCES;Woluwe Saint-Lambert
21018A14-;CHANCELLERIE;Woluwe Saint-Lambert
21018A13-;GROOTVELD;Woluwe Saint-Lambert
21018A12-;STOCKEL (CHAUSSEE DE);Woluwe Saint-Lambert
21018A82-;MARIE LA MISERABLE;Woluwe Saint-Lambert
21018A83-;KLAKKEDELLE;Woluwe Saint-Lambert
21018A87-;SAINT-LUC;Woluwe Saint-Lambert
21018A3MJ;GULLEDELLE;Woluwe Saint-Lambert
21019A231;KELLE;Woluwe Saint-Pierre
21019A242;VENELLES;Woluwe Saint-Pierre
21019A252;MONTGOLFIER;Woluwe Saint-Pierre
21019A131;KONKEL;Woluwe Saint-Pierre
21019A12-;ESCRIME (AVENUE DE L');Woluwe Saint-Pierre
21019A45-;HELICE (AVENUE DE L');Woluwe Saint-Pierre
21019A52-;DUC (RUE);Woluwe Saint-Pierre
21019A51-;COLLEGE SAINT-MICHEL;Woluwe Saint-Pierre
21019A04-;EGGERICX (RUE);Woluwe Saint-Pierre
21019A03-;CAPITAINE PIRET (AVENUE);Woluwe Saint-Pierre
21019A02-;CLOS DU SOLEIL;Woluwe Saint-Pierre
21019A052;DON BOSCO;Woluwe Saint-Pierre
21019A001;CENTRE;Woluwe Saint-Pierre
21019A34-;EUROPE (QUARTIER DE L');Woluwe Saint-Pierre
21019A30-;EGLANTINES (AVENUE);Woluwe Saint-Pierre
21019A33-;MIMOSAS (AVENUE);Woluwe Saint-Pierre
21019A01-;BOULEVARD DE LA WOLUWE;Woluwe Saint-Pierre
21019A11-;MILLE METRES (AVENUE);Woluwe Saint-Pierre
21019A31-;BEMEL;Woluwe Saint-Pierre
21019A32-;CHANT D'OISEAU;Woluwe Saint-Pierre
21019A09-;WOLUWE (PARC DE);Woluwe Saint-Pierre
21019A35-;HORIZON (AVENUE);Woluwe Saint-Pierre
21019A28-;ETANGS MELLAERTS;Woluwe Saint-Pierre
21019A20-;SAINT-PAUL;Woluwe Saint-Pierre
21019A14-;VAL DE SEIGNEURS;Woluwe Saint-Pierre
21019A10-;STOCKEL;Woluwe Saint-Pierre
21019A21-;MANOIR;Woluwe Saint-Pierre
21019A40-;SAINTE-ALIX;Woluwe Saint-Pierre
21019A15-;KAPELLEVELD;Woluwe Saint-Pierre
21019A42-;SALOME AVENUE;Woluwe Saint-Pierre
21019A22-;PUTDAAL;Woluwe Saint-Pierre
21019A441;FAISANDERIE;Woluwe Saint-Pierre
21019A41-;CITE JOLI-BOIS;Woluwe Saint-Pierre
21019A43-;CORNICHE VERTE;Woluwe Saint-Pierre
21019A492;BOIS;Woluwe Saint-Pierre
21001C5PA;MEERVELD;Anderlecht
21001C5MA;MEYLEMEERSCH;Anderlecht
21001C6PB;ZONE RURALE;Anderlecht
21001C6MB;MEYLEMEERSCH-EST;Anderlecht
