Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Distance en km;Sum of Compte;Bxl / hors bxl logement;Lieu logement;Code postal logement;Code INS logement;Code INS Arrondissement logement
1070;ANDERLECHT;Femme;24;7860;LESSINES;51069;51000;35;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;24;9300;ALOST;41002;41000;20;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;24;9400;NINOVE;41048;41000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;24;(blank);(blank);(blank);(blank);(blank);19;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1000;BRUXELLES;21004;21000;9;10;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;25;1030;SCHAERBEEK;21015;21000;8;7;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;25;1040;ETTERBEEK;21005;21000;7;1;Brussels;ETTERBEEK;1040;21005;21000
1070;ANDERLECHT;Femme;25;1050;IXELLES;21009;21000;6;5;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;25;1060;SAINT-GILLES;21013;21000;4;2;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;25;1070;ANDERLECHT;21001;21000;0;15;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;25;1080;MOLENBEEK SAINT-JEAN;21012;21000;3;4;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1070;ANDERLECHT;Femme;25;1081;KOEKELBERG;21011;21000;4;1;Brussels;KOEKELBERG;1081;21011;21000
1070;ANDERLECHT;Femme;25;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;25;1083;GANSHOREN;21008;21000;5;2;Brussels;GANSHOREN;1083;21008;21000
1070;ANDERLECHT;Femme;25;1090;JETTE;21010;21000;6;4;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;25;1140;EVERE;21006;21000;9;2;Brussels;EVERE;1140;21006;21000
1070;ANDERLECHT;Femme;25;1170;WATERMAEL-BOITSFORT;21017;21000;10;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1070;ANDERLECHT;Femme;25;1180;UCCLE;21016;21000;6;4;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;25;1190;FOREST;21007;21000;3;2;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;25;1200;WOLUWE SAINT-LAMBERT;21018;21000;10;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1070;ANDERLECHT;Femme;25;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;6;3;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1070;ANDERLECHT;Femme;25;1380;LASNE;25119;25000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1410;WATERLOO;25110;25000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1500;HAL;23027;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1780;WEMMEL;23102;23000;9;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1800;VILVORDE;23088;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1820;STEENOKKERZEEL;23081;23000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;1930;ZAVENTEM;23094;23000;14;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;3080;TERVUREN;24104;24000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;4040;HERSTAL;62051;62000;94;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;4780;SAINT-VITH;63067;63000;143;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;4800;VERVIERS;63079;63000;114;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;5000;NAMUR;92094;92000;58;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;5370;HAVELANGE;91064;91000;85;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;5540;HASTIERE;91142;91000;80;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;6000;CHARLEROI;52011;52000;46;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;9470;DENDERLEEUW;41011;41000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;25;(blank);(blank);(blank);(blank);(blank);12;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1000;BRUXELLES;21004;21000;9;3;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;26;1030;SCHAERBEEK;21015;21000;8;4;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;26;1040;ETTERBEEK;21005;21000;7;1;Brussels;ETTERBEEK;1040;21005;21000
1070;ANDERLECHT;Femme;26;1050;IXELLES;21009;21000;6;4;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;26;1060;SAINT-GILLES;21013;21000;4;2;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;26;1070;ANDERLECHT;21001;21000;0;4;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;26;1081;KOEKELBERG;21011;21000;4;1;Brussels;KOEKELBERG;1081;21011;21000
1070;ANDERLECHT;Femme;26;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;26;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000
1070;ANDERLECHT;Femme;26;1090;JETTE;21010;21000;6;2;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;26;1150;WOLUWE SAINT-PIERRE;21019;21000;11;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1070;ANDERLECHT;Femme;26;1170;WATERMAEL-BOITSFORT;21017;21000;10;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1070;ANDERLECHT;Femme;26;1180;UCCLE;21016;21000;6;1;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;26;1190;FOREST;21007;21000;3;4;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;26;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;26;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1402;NIVELLES;(blank);(blank);26;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1410;WATERLOO;25110;25000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1420;BRAINE-L'ALLEUD;25014;25000;18;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1800;VILVORDE;23088;23000;15;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1830;MACHELEN;23047;23000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;1850;GRIMBERGEN;23025;23000;14;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;2000;ANVERS;11002;11000;48;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;3000;LOUVAIN;24062;24000;30;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;4100;SERAING;62096;62000;90;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;4500;HUY;61031;61000;75;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;6000;CHARLEROI;52011;52000;46;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;6180;COURCELLES;52015;52000;40;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;6530;THUIN;56078;56000;56;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;7160;CHAPELLE-LEZ-HERLAIMONT;52010;52000;41;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;26;(blank);(blank);(blank);(blank);(blank);6;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1000;BRUXELLES;21004;21000;9;2;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;27;1030;SCHAERBEEK;21015;21000;8;2;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;27;1050;IXELLES;21009;21000;6;2;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;27;1070;ANDERLECHT;21001;21000;0;2;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;27;1080;MOLENBEEK SAINT-JEAN;21012;21000;3;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1070;ANDERLECHT;Femme;27;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;27;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000
1070;ANDERLECHT;Femme;27;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;27;1180;UCCLE;21016;21000;6;2;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;27;1190;FOREST;21007;21000;3;3;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;27;1325;CHAUMONT-GISTOUX;25018;25000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1390;GREZ-DOICEAU;25037;25000;29;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1480;TUBIZE;25105;25000;17;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1700;DILBEEK;23016;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1730;ASSE;23002;23000;10;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1770;LIEDEKERKE;23044;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1800;VILVORDE;23088;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;1850;GRIMBERGEN;23025;23000;14;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;4100;SERAING;62096;62000;90;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;6560;ERQUELINNES;56022;56000;59;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;7170;MANAGE;55086;55000;38;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;7180;SENEFFE;55085;55000;31;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;9300;ALOST;41002;41000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;9500;GRAMMONT;41018;41000;28;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;27;(blank);(blank);(blank);(blank);(blank);3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;1000;BRUXELLES;21004;21000;9;1;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;28;1030;SCHAERBEEK;21015;21000;8;5;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;28;1040;ETTERBEEK;21005;21000;7;1;Brussels;ETTERBEEK;1040;21005;21000
1070;ANDERLECHT;Femme;28;1050;IXELLES;21009;21000;6;1;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;28;1060;SAINT-GILLES;21013;21000;4;3;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;28;1070;ANDERLECHT;21001;21000;0;6;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;28;1080;MOLENBEEK SAINT-JEAN;21012;21000;3;2;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1070;ANDERLECHT;Femme;28;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;28;1170;WATERMAEL-BOITSFORT;21017;21000;10;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1070;ANDERLECHT;Femme;28;1180;UCCLE;21016;21000;6;1;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;28;1190;FOREST;21007;21000;3;4;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;28;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;6;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1070;ANDERLECHT;Femme;28;1435;MONT-SAINT-GUIBERT;25068;25000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;1480;TUBIZE;25105;25000;17;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;1500;HAL;23027;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;1730;ASSE;23002;23000;10;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;6000;CHARLEROI;52011;52000;46;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;7090;BRAINE-LE-COMTE;55004;55000;26;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;8930;MENIN;34027;34000;80;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;9470;DENDERLEEUW;41011;41000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;28;(blank);(blank);(blank);(blank);(blank);6;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;1000;BRUXELLES;21004;21000;9;5;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;29;1050;IXELLES;21009;21000;6;4;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;29;1070;ANDERLECHT;21001;21000;0;4;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;29;1080;MOLENBEEK SAINT-JEAN;21012;21000;3;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1070;ANDERLECHT;Femme;29;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;29;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;29;1140;EVERE;21006;21000;9;2;Brussels;EVERE;1140;21006;21000
1070;ANDERLECHT;Femme;29;1150;WOLUWE SAINT-PIERRE;21019;21000;11;2;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1070;ANDERLECHT;Femme;29;1180;UCCLE;21016;21000;6;1;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;29;1190;FOREST;21007;21000;3;1;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;29;1420;BRAINE-L'ALLEUD;25014;25000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;1700;DILBEEK;23016;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;1730;ASSE;23002;23000;10;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;3000;LOUVAIN;24062;24000;30;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;3080;TERVUREN;24104;24000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;5000;NAMUR;92094;92000;58;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;6000;CHARLEROI;52011;52000;46;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;6180;COURCELLES;52015;52000;40;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;6230;PONT-A-CELLES;52055;52000;36;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;7080;FRAMERIES;53028;53000;57;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;29;(blank);(blank);(blank);(blank);(blank);5;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;1000;BRUXELLES;21004;21000;9;3;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;30;1030;SCHAERBEEK;21015;21000;8;1;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;30;1040;ETTERBEEK;21005;21000;7;1;Brussels;ETTERBEEK;1040;21005;21000
1070;ANDERLECHT;Femme;30;1060;SAINT-GILLES;21013;21000;4;1;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;30;1070;ANDERLECHT;21001;21000;0;5;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;30;1081;KOEKELBERG;21011;21000;4;1;Brussels;KOEKELBERG;1081;21011;21000
1070;ANDERLECHT;Femme;30;1083;GANSHOREN;21008;21000;5;2;Brussels;GANSHOREN;1083;21008;21000
1070;ANDERLECHT;Femme;30;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;30;1200;WOLUWE SAINT-LAMBERT;21018;21000;10;2;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1070;ANDERLECHT;Femme;30;1480;TUBIZE;25105;25000;17;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;1600;SINT-PIETERS-LEEUW;23077;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;1740;TERNAT;23086;23000;10;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;4000;LIEGE;62063;62000;94;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;4219;WASSEIGES;64075;64000;57;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;7000;MONS;53053;53000;48;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;9300;ALOST;41002;41000;20;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;30;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;31;1000;BRUXELLES;21004;21000;9;2;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;31;1030;SCHAERBEEK;21015;21000;8;1;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;31;1040;ETTERBEEK;21005;21000;7;1;Brussels;ETTERBEEK;1040;21005;21000
1070;ANDERLECHT;Femme;31;1050;IXELLES;21009;21000;6;1;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;31;1060;SAINT-GILLES;21013;21000;4;1;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;31;1070;ANDERLECHT;21001;21000;0;1;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;31;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;31;1170;WATERMAEL-BOITSFORT;21017;21000;10;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1070;ANDERLECHT;Femme;31;1180;UCCLE;21016;21000;6;2;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;31;1190;FOREST;21007;21000;3;1;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;31;1370;JODOIGNE;25048;25000;42;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;31;1430;REBECQ;25123;25000;21;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;31;9300;ALOST;41002;41000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;31;(blank);(blank);(blank);(blank);(blank);1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;32;1000;BRUXELLES;21004;21000;9;3;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;32;1050;IXELLES;21009;21000;6;1;Brussels;IXELLES;1050;21009;21000
1070;ANDERLECHT;Femme;32;1070;ANDERLECHT;21001;21000;0;2;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;32;1081;KOEKELBERG;21011;21000;4;1;Brussels;KOEKELBERG;1081;21011;21000
1070;ANDERLECHT;Femme;32;1082;BERCHEM SAINTE-AGATHE;21003;21000;4;1;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1070;ANDERLECHT;Femme;32;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000
1070;ANDERLECHT;Femme;32;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;32;1160;AUDERGHEM;21002;21000;10;1;Brussels;AUDERGHEM;1160;21002;21000
1070;ANDERLECHT;Femme;32;1180;UCCLE;21016;21000;6;1;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;32;1190;FOREST;21007;21000;3;2;Brussels;FOREST;1190;21007;21000
1070;ANDERLECHT;Femme;32;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;26;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;32;1420;BRAINE-L'ALLEUD;25014;25000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;32;1630;LINKEBEEK;23100;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;32;6000;CHARLEROI;52011;52000;46;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;32;7860;LESSINES;51069;51000;35;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;33;0002;REGION FLAMANDE;(blank);(blank);41;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1070;ANDERLECHT;Femme;33;1000;BRUXELLES;21004;21000;9;2;Brussels;BRUXELLES;1000;21004;21000
1070;ANDERLECHT;Femme;33;1030;SCHAERBEEK;21015;21000;8;1;Brussels;SCHAERBEEK;1030;21015;21000
1070;ANDERLECHT;Femme;33;1060;SAINT-GILLES;21013;21000;4;2;Brussels;SAINT-GILLES;1060;21013;21000
1070;ANDERLECHT;Femme;33;1070;ANDERLECHT;21001;21000;0;2;Brussels;ANDERLECHT;1070;21001;21000
1070;ANDERLECHT;Femme;33;1090;JETTE;21010;21000;6;1;Brussels;JETTE;1090;21010;21000
1070;ANDERLECHT;Femme;33;1160;AUDERGHEM;21002;21000;10;1;Brussels;AUDERGHEM;1160;21002;21000
1070;ANDERLECHT;Femme;33;1180;UCCLE;21016;21000;6;1;Brussels;UCCLE;1180;21016;21000
1070;ANDERLECHT;Femme;33;1190;FOREST;21007;21000;3;1;Brussels;FOREST;1190;21007;21000
