SectorStatID;Quartier;nb_inscrits_ss;nb_inscrits_quart;ratio
21019A03-;Gribaumont;94;702;0,133903134
21019A02-;Gribaumont;18;702;0,025641026
21019A052;Gribaumont;53;702;0,075498575
21019A001;Boulevard de la Woluwe;114;488;0,233606557
21019A34-;Chant d'Oiseau;111;889;0,124859393
21019A30-;Chant d'Oiseau;88;889;0,098987627
21019A33-;Chant d'Oiseau;132;889;0,14848144
21019A01-;Boulevard de la Woluwe;52;488;0,106557377
21019A11-;Stockel;86;647;0,132921175
21019A31-;Chant d'Oiseau;95;889;0,106861642
21019A32-;Chant d'Oiseau;240;889;0,269966254
21019A35-;Chant d'Oiseau;112;889;0,125984252
21019A20-;Saint-Paul;100;557;0,179533214
21019A14-;Stockel;106;647;0,163833076
21019A10-;Stockel;163;647;0,251931994
21019A21-;Saint-Paul;108;557;0,193895871
21019A40-;Sainte-Alix - Joli Bois;244;372;0,655913978
21019A15-;Kapelleveld;140;407;0,343980344
21019A42-;Saint-Paul;88;557;0,157989228
21019A22-;Putdael;34;74;0,459459459
21019A441;Saint-Paul;28;557;0,0502693
21019A41-;Sainte-Alix - Joli Bois;92;372;0,247311828
21019A43-;Sainte-Alix - Joli Bois;36;372;0,096774194
21001C6PB;Neerpede;33;71;0,464788732
