Code;Territoire;Commune;Surface_ss;Surface_commune;Rapport_surface;Nb_touristes_Commune;Nb_touristes_ss
21009A812;SCHOOLGAT;Ixelles;0,10321;6,40654;0,0161101;792,4520548;12,76648184
21009A33-;SAINT-ADRIEN;Ixelles;0,24002;6,40654;0,037464841;792,4520548;29,68908993
21009A34-;STADE COMMUNAL;Ixelles;0,08769;6,40654;0,013687576;792,4520548;10,84674734
21009A21-;ETE;Ixelles;0,22991;6,40654;0,035886766;792,4520548;28,43854123
21009A43-;FERNAND NEURAY;Ixelles;0,12529;6,40654;0,019556578;792,4520548;15,49765052
21009A41-;SAINT-GEORGES;Ixelles;0,12986;6,40654;0,020269912;792,4520548;16,06293316
21009A83-;L. ERNOTTE (RUE);Ixelles;0,09863;6,40654;0,015395206;792,4520548;12,19996225
21009A52-;GRAY (RUE);Ixelles;0,18423;6,40654;0,028756552;792,4520548;22,78818864
21009A2MJ;CAMPUS UNIVERSITAIRE;Ixelles;0,58761;6,40654;0,091720336;792,4520548;72,68396856
21009A44-;PREVOT;Ixelles;0,13151;6,40654;0,020527461;792,4520548;16,26702865
21009A712;CHATELAIN (PLACE DU)-OUEST;Ixelles;0,05368;6,40654;0,008378938;792,4520548;6,639906455
21009A72-;DEFACQZ;Ixelles;0,10048;6,40654;0,015683973;792,4520548;12,42879658
21009A911;A. DELPORTE-SUD;Ixelles;0,07888;6,40654;0,012312418;792,4520548;9,75700114
21009A311;TREILLE (RUE DE LA);Ixelles;0,02387;6,40654;0,00372588;792,4520548;2,952581354
21009A802;BOONDAEL-SUD;Ixelles;0,07751;6,40654;0,012098574;792,4520548;9,58754004
21009A82-;FORET;Ixelles;0,14271;6,40654;0,022275675;792,4520548;17,65240407
21009A111;WERY (RUE);Ixelles;0,15037;6,40654;0,023471328;792,4520548;18,59990189
21009A01-;BLYCKAERTS;Ixelles;0,13077;6,40654;0,020411954;792,4520548;16,17549492
21009A22-;UNIVERSITE;Ixelles;0,23172;6,40654;0,03616929;792,4520548;28,66242779
21009A53-;LONDRES (PLACE DE);Ixelles;0,18585;6,40654;0,029009419;792,4520548;22,9885733
21009A512;WIERTZ;Ixelles;0,02697;6,40654;0,004209761;792,4520548;3,336033478
21009A593;QUARTIER LEOPOLD;Ixelles;0,05721;6,40654;0,008929937;792,4520548;7,076547099
21009A612;LIEGEOIS (RUE);Ixelles;0,13464;6,40654;0,021016024;792,4520548;16,6541916
21009A151;A. DELPORTE-NORD;Ixelles;0,08136;6,40654;0,012699523;792,4520548;10,06376284
21009A922;CASERNE (Ixelles);Ixelles;0,08591;6,40654;0,013409734;792,4520548;10,6265716
21009A29-;CIMETIERE;Ixelles;0,11472;6,40654;0,017906702;792,4520548;14,19020247
21009A73-;BERCKENDAEL;Ixelles;0,23303;6,40654;0,036373768;792,4520548;28,82446724
21009A451;CHATELAIN (PLACE DU)-EST;Ixelles;0,15767;6,40654;0,024610788;792,4520548;19,5028698
21009A192;ETANGS;Ixelles;0,10022;6,40654;0,015643389;792,4520548;12,39663608
21010A393;SACRE-COEUR;Jette;0,16442;5,18903;0,031686076;0;0
21010A04-;NOTRE-DAME DE LOURDES;Jette;0,28429;5,18903;0,054786733;0;0
21010A092;PARC DE LA JEUNESSE;Jette;0,10867;5,18903;0,020942257;0;0
21010A03-;MIROIR;Jette;0,22275;5,18903;0,042927098;0;0
21010A182;DIELEGEM (BOIS DE);Jette;0,20112;5,18903;0,038758689;0;0
21010A10-;ANCIENNE BARRIERE;Jette;0,20148;5,18903;0,038828066;0;0
21010A121;F. MOHRFELD (RUE DE);Jette;0,08688;5,18903;0,016743014;0;0
21010A111;HEYMBOSCH;Jette;0,23203;5,18903;0,044715486;0;0
21010A312;BAECK DUPRE;Jette;0,17324;5,18903;0,033385816;0;0
21010A4MJ;VUB;Jette;0,37344;5,18903;0,071967208;0;0
21010A1AJ;ARBRE BALLON;Jette;0,47989;5,18903;0,092481639;0;0
21010A05-;ALBERT (QUARTIER);Jette;0,29067;5,18903;0,05601625;0;0
21010A493;LAERBEEK (BOIS DE);Jette;0,76243;5,18903;0,146931122;0;0
21010A13-;CITE-JARDIN;Jette;0,27333;5,18903;0,052674585;0;0
21010A00-;CENTRE;Jette;0,4121;5,18903;0,07941754;0;0
21010A141;BRUGMANN;Jette;0,22378;5,18903;0,043125594;0;0
21010A01-;ESSEGHEM;Jette;0,25321;5,18903;0,048797174;0;0
21010A21-;MADELEINE;Jette;0,21244;5,18903;0,040940214;0;0
21010A02-;LEOPOLD I;Jette;0,23284;5,18903;0,044871585;0;0
21011A11-;LEPREUX;Koekelberg;0,07088;1,1877;0,05967837;0;0
21011A30-;ARCHERS - FOUREZ;Koekelberg;0,14806;1,1877;0,12466111;0;0
21011A20-;PLATEAU;Koekelberg;0,22966;1,1877;0,193365328;0;0
21011A10-;PAIX (AVENUE DE LA);Koekelberg;0,10205;1,1877;0,085922371;0;0
21011A01-;SAINTE-ANNE;Koekelberg;0,14434;1,1877;0,121529006;0;0
21011A02-;JACQUET (RUE DE);Koekelberg;0,08673;1,1877;0,073023491;0;0
21011A00-;VANHUFFEL;Koekelberg;0,1191;1,1877;0,100277848;0;0
21011A12-;BASILIQUE;Koekelberg;0,09832;1,1877;0,082781847;0;0
21011A29-;PARC ELISABETH;Koekelberg;0,18856;1,1877;0,15876063;0;0
21012A552;PFEIFFER;Molenbeek Saint-Jean;0,04239;6,00561;0,0070584;271,1753425;1,914064145
21012A833;ELBERS;Molenbeek Saint-Jean;0,1122;6,00561;0,018682532;271,1753425;5,066241968
21012A84-;METTEWIE-BUILDINGS;Molenbeek Saint-Jean;0,0709;6,00561;0,011805628;271,1753425;3,201395326
21012A24-;OSSEGHEM;Molenbeek Saint-Jean;0,13902;6,00561;0,023148356;271,1753425;6,277263444
21012A26-;MACHTENS-NORD;Molenbeek Saint-Jean;0,15192;6,00561;0,025296348;271,1753425;6,859745809
21012A29-;MARIE-JOSE (PARC);Molenbeek Saint-Jean;0,07855;6,00561;0,013079437;271,1753425;3,546820914
21012A25-;BEEKKANT;Molenbeek Saint-Jean;0,03186;6,00561;0,00530504;271,1753425;1,438595981
21012A172;GARE OUEST;Molenbeek Saint-Jean;0,11401;6,00561;0,018983917;271,1753425;5,147970114
21012A041;QUATRE VENTS;Molenbeek Saint-Jean;0,0722;6,00561;0,012022093;271,1753425;3,260095099
21012A10-;DUCHESSE DE BRABANT;Molenbeek Saint-Jean;0,12311;6,00561;0,020499167;271,1753425;5,558868526
21012A00-;CENTRE;Molenbeek Saint-Jean;0,09587;6,00561;0,015963408;271,1753425;4,328882509
21012A05-;SAINT-JOSEPH;Molenbeek Saint-Jean;0,03612;6,00561;0,006014377;271,1753425;1,630950623
21012A59-;KARREVELD;Molenbeek Saint-Jean;0,18596;6,00561;0,030964382;271,1753425;8,396776795
21012A851;CONDOR;Molenbeek Saint-Jean;0,12391;6,00561;0,020632375;271,1753425;5,594991464
21012A882;DARING;Molenbeek Saint-Jean;0,09401;6,00561;0,015653697;271,1753425;4,244896679
21012A22-;BRASILIA;Molenbeek Saint-Jean;0,04135;6,00561;0,006885229;271,1753425;1,867104326
21012A13-;BIRMINGHAM-NORD;Molenbeek Saint-Jean;0,12399;6,00561;0,020645696;271,1753425;5,598603758
21012A12-;BIRMINGHAM-SUD;Molenbeek Saint-Jean;0,12459;6,00561;0,020745603;271,1753425;5,625695961
21012A672;ULENS;Molenbeek Saint-Jean;0,15926;6,00561;0,026518538;271,1753425;7,191173759
21012A60-;LAEKENVELD;Molenbeek Saint-Jean;0,18798;6,00561;0,031300734;271,1753425;8,487987211
21012A63-;DUBRUCQ-NORD;Molenbeek Saint-Jean;0,13764;6,00561;0,022918571;271,1753425;6,214951377
21012A62-;LIBERATEURS;Molenbeek Saint-Jean;0,18877;6,00561;0,031432277;271,1753425;8,523658612
21012A511;STEYNS;Molenbeek Saint-Jean;0,1577;6,00561;0,026258781;271,1753425;7,120734031
21012A20-;BAECK;Molenbeek Saint-Jean;0,11724;6,00561;0,019521747;271,1753425;5,293816473
21012A72-;LAVALLEE;Molenbeek Saint-Jean;0,1071;6,00561;0,017833326;271,1753425;4,835958242
21012A611;MEXICO;Molenbeek Saint-Jean;0,06915;6,00561;0,011514234;271,1753425;3,1223764
21012A53-;SIPPELBERG;Molenbeek Saint-Jean;0,03851;6,00561;0,006412338;271,1753425;1,738867898
21012A54-;DELHAIZE;Molenbeek Saint-Jean;0,26071;6,00561;0,043411077;271,1753425;11,77201376
21012A50-;BENES;Molenbeek Saint-Jean;0,17861;6,00561;0,029740526;271,1753425;8,064897307
21012A71-;PIERS;Molenbeek Saint-Jean;0,14237;6,00561;0,023706168;271,1753425;6,428528244
21012A21-;MARIE-JOSE BLOCS;Molenbeek Saint-Jean;0,04394;6,00561;0,007316492;271,1753425;1,984052336
21012A2MJ;CHEMIN DE FER;Molenbeek Saint-Jean;0,11866;6,00561;0,019758193;271,1753425;5,357934687
21012A152;ETANGS NOIRS;Molenbeek Saint-Jean;0,18591;6,00561;0,030956056;271,1753425;8,394519111
21012A52-;NEEP (QUARTIER DU);Molenbeek Saint-Jean;0,21311;6,00561;0,035485155;271,1753425;9,622698982
21012A39-;DE RAEDT;Molenbeek Saint-Jean;0,45652;6,00561;0,076015592;271,1753425;20,61355422
21012A30-;METTEWIE - IDYLLE;Molenbeek Saint-Jean;0,21499;6,00561;0,035798195;271,1753425;9,707587885
21012A23-;MACHTENS-SUD;Molenbeek Saint-Jean;0,17171;6,00561;0,0285916;271,1753425;7,753336972
21012A41-;MOORTEBEEK;Molenbeek Saint-Jean;0,24337;6,00561;0,040523777;271,1753425;10,98904909
21012A822;KORENBEEK;Molenbeek Saint-Jean;0,24464;6,00561;0,040735246;271,1753425;11,04639425
21012A811;MYRTES-NORD;Molenbeek Saint-Jean;0,05788;6,00561;0,009637655;271,1753425;2,61349452
21012A141;INDEPENDANCE;Molenbeek Saint-Jean;0,09845;6,00561;0,016393006;271,1753425;4,445378982
21012A03-;RANSFORT;Molenbeek Saint-Jean;0,07885;6,00561;0,013129391;271,1753425;3,560367016
21012A11-;INDUSTRIE;Molenbeek Saint-Jean;0,1839;6,00561;0,030621369;271,1753425;8,303760231
21012A02-;BRUNFAUT (QUARTIER);Molenbeek Saint-Jean;0,05523;6,00561;0,009196401;271,1753425;2,49383729
21012A011;CANAL-SUD;Molenbeek Saint-Jean;0,05557;6,00561;0,009253015;271,1753425;2,509189538
21012A732;CANAL-NORD;Molenbeek Saint-Jean;0,07591;6,00561;0,012639848;271,1753425;3,427615221
21013A242;BETHLEEM (PLACE DE);Saint-Gilles;0,07445;2,52697;0,029462162;1382,249315;40,72405351
21013A102;PARVIS;Saint-Gilles;0,01172;2,52697;0,004637966;1382,249315;6,410824811
21013A101;PARVIS;Saint-Gilles;0,09463;2,52697;0,037448011;1382,249315;51,76248736
21013A13-;DETHY (RUE);Saint-Gilles;0,06989;2,52697;0,027657629;1382,249315;38,22973942
21013A121;GUILLAUME TELL-SUD;Saint-Gilles;0,02465;2,52697;0,009754766;1382,249315;13,48351805
21013A422;CRICKX (RUE);Saint-Gilles;0,06337;2,52697;0,025077464;1382,249315;34,66330787
21013A11-;PARME (RUE DE);Saint-Gilles;0,1293;2,52697;0,051168;1382,249315;70,72693243
21013A01-;ESPAGNE (RUE D');Saint-Gilles;0,15469;2,52697;0,061215606;1382,249315;84,61522952
21013A04-;PRISON;Saint-Gilles;0,15109;2,52697;0,059790975;1382,249315;82,64603419
21013A623;FRANCE (RUE DE);Saint-Gilles;0,05445;2,52697;0,021547545;1382,249315;29,78407943
21013A201;ANGLETERRE (RUE D');Saint-Gilles;0,13615;2,52697;0,053878756;1382,249315;74,47387355
21013A252;DANEMARK (RUE DE);Saint-Gilles;0,06513;2,52697;0,025773951;1382,249315;35,62602559
21013A23-;ROI (AVENUE DU);Saint-Gilles;0,08677;2,52697;0,034337566;1382,249315;47,46307755
21013A02-;CAPOUILLET (RUE);Saint-Gilles;0,1812;2,52697;0,071706431;1382,249315;99,11616517
21013A2MJ;GARE DU MIDI;Saint-Gilles;0,24223;2,52697;0,095857885;1382,249315;132,4994961
21013A612;JAMAR;Saint-Gilles;0,0334;2,52697;0,013217411;1382,249315;18,26975671
21013A22-;REGIES;Saint-Gilles;0,11363;2,52697;0,044966897;1382,249315;62,15546274
21013A211;FONTAINAS;Saint-Gilles;0,08097;2,52697;0,032042327;1382,249315;44,29048506
21013A052;FAIDER (RUE);Saint-Gilles;0,09881;2,52697;0,039102166;1382,249315;54,04894194
21013A151;METAL (RUE DU);Saint-Gilles;0,07572;2,52697;0,02996474;1382,249315;41,41874187
21013A522;RUE D'ECOSSE;Saint-Gilles;0,07833;2,52697;0,030997598;1382,249315;42,84640848
21013A40-;BARRIERE;Saint-Gilles;0,07855;2,52697;0,031084659;1382,249315;42,9667482
21013A41-;VILLAS (AVENUE DES);Saint-Gilles;0,08552;2,52697;0,033842903;1382,249315;46,77932917
21013A031;AMAZONE (RUE DE);Saint-Gilles;0,08055;2,52697;0,03187612;1382,249315;44,06074561
21013A00-;HOTEL DE VILLE;Saint-Gilles;0,15341;2,52697;0,060709071;1382,249315;83,91507118
21013A51-;TOISON D'OR (AVENUE);Saint-Gilles;0,10838;2,52697;0,04288931;1382,249315;59,28371954
21014A00-;PLACE SAINT-JOSSE;Saint-Josse-ten-Noode;0,09941;1,17719;0,084446861;962,4191781;81,27327831
21014A02-;CHARITE;Saint-Josse-ten-Noode;0,06341;1,17719;0,053865561;962,4191781;51,84124915
21014A14-;PRAIRIE;Saint-Josse-ten-Noode;0,04086;1,17719;0,034709775;962,4191781;33,4053531
21014A2MJ;NORD;Saint-Josse-ten-Noode;0,03006;1,17719;0,025535385;962,4191781;24,57574435
21014A41-;BOSSUET;Saint-Josse-ten-Noode;0,11596;1,17719;0,098505764;962,4191781;94,80383616
21014A10-;SAINT-FRANCOIS;Saint-Josse-ten-Noode;0,08821;1,17719;0,074932679;962,4191781;72,11664701
21014A13-;ROGIER;Saint-Josse-ten-Noode;0,03453;1,17719;0,029332563;962,4191781;28,23022131
21014A03-;MADOU;Saint-Josse-ten-Noode;0,08807;1,17719;0,074813751;962,4191781;72,00218912
21014A12-;SAINT-LAZARE;Saint-Josse-ten-Noode;0,0392;1,17719;0,033299637;962,4191781;32,04820953
21014A01-;STEURS;Saint-Josse-ten-Noode;0,03761;1,17719;0,031948963;962,4191781;30,74829491
21014A04-;HAECHT (CHAUSSEE DE);Saint-Josse-ten-Noode;0,15176;1,17719;0,128917167;962,4191781;124,0723541
21014A05-;HOUWAERT;Saint-Josse-ten-Noode;0,21526;1,17719;0,182859182;962,4191781;175,9871833
21014A18-;JARDIN BOTANIQUE;Saint-Josse-ten-Noode;0,07049;1,17719;0,059879883;962,4191781;57,62954821
21014A3MJ;MANHATTAN;Saint-Josse-ten-Noode;0,10235;1,17719;0,086944334;962,4191781;83,67689402
21015A50-;OPALE;Schaerbeek;0,26164;7,89801;0,033127332;96,03835616;3,181494517
21015A77-;R.T.B.;Schaerbeek;0,48703;7,89801;0,0616649;96,03835616;5,922195667
21015A73-;H. EVENEPOEL (RUE);Schaerbeek;0,1105;7,89801;0,013990866;96,03835616;1,343659777
21015A782;CIMETIERE DE SAINT-JOSSE;Schaerbeek;0,07345;7,89801;0,009299811;96,03835616;0,893138558
21015A31-;PATRIE;Schaerbeek;0,14247;7,89801;0,018038721;96,03835616;1,732409126
21015A36-;CAMBIER (AVENUE E.);Schaerbeek;0,16261;7,89801;0,020588731;96,03835616;1,97730784
21015A70-;P. HYMANS (RUE);Schaerbeek;0,08533;7,89801;0,010803987;96,03835616;1,037597184
21015A721;F. COURTENS (AVENUE);Schaerbeek;0,09072;7,89801;0,011486438;96,03835616;1,103138597
21015A822;CH. GILISQUET - SUD (AVENUE);Schaerbeek;0,02781;7,89801;0,00352114;96,03835616;0,33816451
21015A7MJ;JOSAPHAT GARE;Schaerbeek;0,23156;7,89801;0,029318778;96,03835616;2,815727222
21015A34-;PAQUERETTES (RUE);Schaerbeek;0,08268;7,89801;0,01046846;96,03835616;1,005373669
21015A63-;DESCHANEL P. (AVENUE);Schaerbeek;0,08584;7,89801;0,010868561;96,03835616;1,04379869
21015A883;THEUNIS PIERRE (RUE);Schaerbeek;0,06747;7,89801;0,008542658;96,03835616;0,820422852
21015A811;TERDELT;Schaerbeek;0,11039;7,89801;0,013976938;96,03835616;1,342322197
21015A831;LATINIS (AVENUE G.);Schaerbeek;0,32026;7,89801;0,040549455;96,03835616;3,894302988
21015A03-;JOSAPHAT (RUE);Schaerbeek;0,19485;7,89801;0,024670771;96,03835616;2,36934034
21015A021;HOUFFALIZE (PLACE);Schaerbeek;0,09218;7,89801;0,011671294;96,03835616;1,12089193
21015A30-;GRANDE RUE AU BOIS;Schaerbeek;0,17154;7,89801;0,021719395;96,03835616;2,085895006
21015A32-;CONSOLATION (RUE DE LA);Schaerbeek;0,16497;7,89801;0,02088754;96,03835616;2,006005008
21015A64-;DUPLOYE SQUARE;Schaerbeek;0,12262;7,89801;0,01552543;96,03835616;1,491036759
21015A33-;BIENFAITEURS (PLACE DE);Schaerbeek;0,10416;7,89801;0,013188132;96,03835616;1,266566537
21015A35-;JEAN STOBBAERTS (AVENUE);Schaerbeek;0,11163;7,89801;0,01413394;96,03835616;1,35740037
21015A53-;DAILLY (PLACE);Schaerbeek;0,17624;7,89801;0,022314482;96,03835616;2,143046146
21015A54-;EMERAUDE (AVENUE);Schaerbeek;0,24151;7,89801;0,030578589;96,03835616;2,936717401
21015A52-;LINTHOUT (RUE);Schaerbeek;0,26904;7,89801;0,034064277;96,03835616;3,271477162
21015A51-;CERISIERS (AVENUE DES);Schaerbeek;0,15447;7,89801;0,019558091;96,03835616;1,87832693
21015A05-;ROYALE SAINTE-MARIE (RUE);Schaerbeek;0,19306;7,89801;0,024444132;96,03835616;2,347574268
21015A12-;HUART HAMOIR (AVENUE);Schaerbeek;0,16746;7,89801;0,021202809;96,03835616;2,036282953
21015A152;PR. ELISABETH-NORD;Schaerbeek;0,10739;7,89801;0,013597096;96,03835616;1,305842746
21015A101;GARE;Schaerbeek;0,09937;7,89801;0,01258165;96,03835616;1,208321014
21015A111;MAETERLINCK;Schaerbeek;0,13205;7,89801;0,016719401;96,03835616;1,605703833
21015A142;SAINTE-FAMILLE;Schaerbeek;0,08915;7,89801;0,011287653;96,03835616;1,084047684
21015A622;BRUSILIA;Schaerbeek;0,0671;7,89801;0,008495811;96,03835616;0,81592372
21015A71-;JARDINS;Schaerbeek;0,12438;7,89801;0,015748271;96,03835616;1,512438037
21015A04-;L'OLIVIER (RUE);Schaerbeek;0,17301;7,89801;0,021905518;96,03835616;2,103769937
21015A39-;JOSAPHAT (PARC);Schaerbeek;0,38225;7,89801;0,048398267;96,03835616;4,648090043
21015A421;PALAIS (RUE DE);Schaerbeek;0,08891;7,89801;0,011257266;96,03835616;1,081129328
21015A40-;BRABANT (RUE DE);Schaerbeek;0,17288;7,89801;0,021889058;96,03835616;2,102189161
21015A43-;GARE DU NORD;Schaerbeek;0,19803;7,89801;0,025073405;96,03835616;2,408008558
21015A44-;REINE (AVENUE);Schaerbeek;0,15488;7,89801;0,019610003;96,03835616;1,883312455
21015A41-;VANDERLINDEN (RUE);Schaerbeek;0,16774;7,89801;0,021238261;96,03835616;2,039687701
21015A612;BRICHAUT (RUE DE);Schaerbeek;0,13666;7,89801;0,017303093;96,03835616;1,661760589
21015A45-;STEPHENSON (PLACE);Schaerbeek;0,04807;7,89801;0,006086343;96,03835616;0,584522403
21015A00-;COLIGNON (PLACE);Schaerbeek;0,26461;7,89801;0,033503376;96,03835616;3,217609173
21015A01-;VAN YSENDYCK (RUE);Schaerbeek;0,08772;7,89801;0,011106595;96,03835616;1,066659146
21015A24-;WAELHEM (RUE);Schaerbeek;0,13601;7,89801;0,017220794;96,03835616;1,653856708
21015A13-;PORTAELS (RUE);Schaerbeek;0,12945;7,89801;0,016390205;96,03835616;1,574088309
21015A22-;MARBOTIN A. (RUE);Schaerbeek;0,14497;7,89801;0,018355257;96,03835616;1,762808669
21015A272;HOPITAL P. BRIEN;Schaerbeek;0,07692;7,89801;0,009739162;96,03835616;0,935333123
21015A231;J. BLOCKX (RUE);Schaerbeek;0,07162;7,89801;0,009068107;96,03835616;0,870886093
21015A20-;HELMET;Schaerbeek;0,25663;7,89801;0,032492995;96,03835616;3,120573833
21015A21-;GUIDO GEZELLE (RUE);Schaerbeek;0,08468;7,89801;0,010721688;96,03835616;1,029693302
21016A901;CENTRE-OUEST;Uccle;0,23745;22,86526;0,01038475;0;0
21016A81-;BASCULE;Uccle;0,23079;22,86526;0,010093478;0;0
21016A82-;CHURCHILL;Uccle;0,42758;22,86526;0,018699984;0;0
21016A232;BEAU SEJOUR;Uccle;0,17199;22,86526;0,007521891;0;0
21016A831;LONGCHAMP;Uccle;0,61148;22,86526;0,026742753;0;0
21016A111;VERT CHASSEUR;Uccle;0,34208;22,86526;0,014960687;0;0
21016A841;ZEECRABBE;Uccle;0,25764;22,86526;0,011267749;0;0
21016A85-;BRUGMANN;Uccle;0,26331;22,86526;0,011515723;0;0
21016A042;ECHEVINAGE;Uccle;0,07795;22,86526;0,003409102;0;0
21016A03-;COGHEN;Uccle;0,32672;22,86526;0,014288926;0;0
21016A02-;ALSEMBERG-NORD;Uccle;0,19199;22,86526;0,008396581;0;0
21016A922;WOLVENBERG;Uccle;0,13203;22,86526;0,005774262;0;0
21016A912;GLOBE-OUEST;Uccle;0,15656;22,86526;0,006847068;0;0
21016A933;VOSSEGAT-OUEST;Uccle;0,45444;22,86526;0,019874692;0;0
21016A731;ROETAERT;Uccle;0,07966;22,86526;0,003483888;0;0
21016A701;MERLO;Uccle;0,27586;22,86526;0,012064591;0;0
21016A772;ZWARTEBEEK;Uccle;0,26937;22,86526;0,011780754;0;0
21016A72-;MELKRIEK;Uccle;0,13849;22,86526;0,006056787;0;0
21016A71-;KEIENBEMPT;Uccle;0,44722;22,86526;0,019558929;0;0
21016A13-;OBSERVATOIRE;Uccle;0,12769;22,86526;0,005584454;0;0
21016A383;FORET DE SOIGNES LORRAINE-W.;Uccle;0,24905;22,86526;0,010892069;0;0
21016A954;VOSSEGAT-EST;Uccle;0,01739;22,86526;0,000760542;0;0
21016A331;CHAUSSEE DE WATERLOO-OUEST;Uccle;0,05753;22,86526;0,002516044;0;0
21016A80-;VANDERKINDERE;Uccle;0,18076;22,86526;0,007905443;0;0
21016A225;PTOLEMEE;Uccle;0,09061;22,86526;0,00396278;0;0
21016A64-;MOLENSTEEN;Uccle;0,36907;22,86526;0,01614108;0;0
21016A05-;LE CHAT;Uccle;0,23428;22,86526;0,010246111;0;0
21016A39-;FORET DE SOIGNES LORRAINE-EST;Uccle;4,81414;22,86526;0,210543856;0;0
21016A692;CIMETIERE - ST.-GILLES;Uccle;0,23825;22,86526;0,010419737;0;0
21016A533;MOENSBERG;Uccle;0,20709;22,86526;0,009056971;0;0
21016A943;SEPT-BONNIERS;Uccle;0,05467;22,86526;0,002390963;0;0
21016A65-;ALSEMBERG-SUD;Uccle;0,08358;22,86526;0,003655327;0;0
21016A601;BOURDON;Uccle;0,2187;22,86526;0,009564728;0;0
21016A620;KRIEKENPUT;Uccle;0,53364;22,86526;0,023338462;0;0
21016A01-;DIEWEG;Uccle;0,80494;22,86526;0,035203623;0;0
21016A00-;GLOBE-EST;Uccle;0,39496;22,86526;0,017273366;0;0
21016A193;WOLVENDAEL;Uccle;0,15618;22,86526;0,006830449;0;0
21016A102;GROESELENBERG;Uccle;0,68624;22,86526;0,030012342;0;0
21016A12-;HAMOIR;Uccle;0,69527;22,86526;0,030407264;0;0
21016A44-;PECHERIE;Uccle;0,39029;22,86526;0,017069126;0;0
21016A214;ASTRONOMES;Uccle;0,04534;22,86526;0,001982921;0;0
21016A322;CHAUSSEE DE WATERLOO-EST;Uccle;0,17807;22,86526;0,007787797;0;0
21016A400;SAINT-JOB;Uccle;0,46535;22,86526;0,020351835;0;0
21016A429;CARLOO;Uccle;0,43154;22,86526;0,018873173;0;0
21016A410;ALPHONSE XIII;Uccle;0,18401;22,86526;0,00804758;0;0
21016A490;KAUWBERG;Uccle;1,09467;22,86526;0,047874811;0;0
21016A639;HOMBORCH;Uccle;0,73088;22,86526;0,031964649;0;0
21016A610;ENGELAND;Uccle;0,17897;22,86526;0,007827158;0;0
21016A521;VERREWINKEL;Uccle;0,45896;22,86526;0,020072372;0;0
21016A342;FOND;Uccle;2,50548;22,86526;0,109575837;0;0
21016A311;FORT JACO;Uccle;0,89498;22,86526;0,039141475;0;0
21017A512;VANDER ELST - BIEN FAIRE;Watermael-Boitsfort;0,12385;12,97693;0,00954386;0;0
21017A541;LOUTRIER - WIENER;Watermael-Boitsfort;0,15112;12,97693;0,011645281;0;0
21017A192;STADE DES TROIS TILLEULS;Watermael-Boitsfort;0,13159;12,97693;0,010140303;0;0
21017A635;PRINCES BRABANCONS;Watermael-Boitsfort;0,07992;12,97693;0,006158621;0;0
21017A11-;FLOREAL;Watermael-Boitsfort;0,25699;12,97693;0,019803605;0;0
21017A240;SOUVERAIN-OUEST;Watermael-Boitsfort;0,20384;12,97693;0,015707875;0;0
21017A230;BEGUINETTES;Watermael-Boitsfort;0,1671;12,97693;0,012876697;0;0
21017A220;LE LOGIS-SUD;Watermael-Boitsfort;0,11002;12,97693;0,008478122;0;0
21017A443;VILLE-ET-FORET - ELAN;Watermael-Boitsfort;0,03658;12,97693;0,002818849;0;0
21017A41-;AVENUE DE VISE;Watermael-Boitsfort;0,14927;12,97693;0,011502721;0;0
21017A523;MARTIN-PECHEUR;Watermael-Boitsfort;0,18744;12,97693;0,014444094;0;0
21017A613;AVENUE DE TERCOIGNE;Watermael-Boitsfort;0,04399;12,97693;0,003389862;0;0
21017A696;HERONNIERE;Watermael-Boitsfort;0,08806;12,97693;0,006785888;0;0
21017A624;PECHERIES;Watermael-Boitsfort;0,10121;12,97693;0,007799225;0;0
21017A534;RUE DES BEGONIAS;Watermael-Boitsfort;0,02878;12,97693;0,002217782;0;0
21017A501;CENTRE DE WATERMAEL;Watermael-Boitsfort;0,03645;12,97693;0,002808831;0;0
21017A421;WATERMAEL - STATION;Watermael-Boitsfort;0,05705;12,97693;0,004396263;0;0
21017A432;DRIES;Watermael-Boitsfort;0,17191;12,97693;0,013247355;0;0
21017A021;DREVE DES EQUIPAGES;Watermael-Boitsfort;0,06323;12,97693;0,004872493;0;0
21017A01-;COIN DU BALAI;Watermael-Boitsfort;0,1695;12,97693;0,013061641;0;0
21017A12-;LE LOGIS-NORD;Watermael-Boitsfort;0,3647;12,97693;0,028103719;0;0
21017A08-;SOUVERAIN-EST;Watermael-Boitsfort;0,60744;12,97693;0,046809222;0;0
21017A13-;BOULEAUX;Watermael-Boitsfort;0,21156;12,97693;0,016302777;0;0
21017A212;AVENUE DE LA TENDERIE;Watermael-Boitsfort;0,41125;12,97693;0,031690854;0;0
21017A000;CENTRE DE BOITSFORT;Watermael-Boitsfort;0,14388;12,97693;0,011087368;0;0
21017A09-;FORET DE SOIGNES;Watermael-Boitsfort;7,53441;12,97693;0,580600342;0;0
21017A451;FUTAIE;Watermael-Boitsfort;0,14944;12,97693;0,011515821;0;0
21017A472;ZONING DE BUREAUX-NORD;Watermael-Boitsfort;0,06459;12,97693;0,004977294;0;0
21017A374;ZONING DE BUREAUX-SUD;Watermael-Boitsfort;0,0644;12,97693;0,004962653;0;0
21017A041;DREVE DU DUC;Watermael-Boitsfort;0,13009;12,97693;0,010024713;0;0
21017A031;AVENUE DELLEUR;Watermael-Boitsfort;0,14916;12,97693;0,011494244;0;0
21017A312;CLOS DES CHENES;Watermael-Boitsfort;0,03156;12,97693;0,002432008;0;0
