Code;Territoire;Commune;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;;;;;;;;;;
21004F994;TRASSERSWEG - NEDER-HEEMBEEK;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004F531;RUE DES FAINES;Bruxelles;24,4;24,4;24,4;24,4;24,4;23,4;23,4;23,4;23,4;23,4;19,4;19,4;19,4;19,4;19,4;16,2;16,2;16,2;16,2;16,2;16,2;13,6;13,6;13,6;13,6;17,8;17,8;17,8;17,8;17,8;22,6;22,6;22,6;22,6;22,6;23;23;23;23;23;22,2;22,2;22,2;22,2;22,2;20,4;20,4;20,4;20,4;20,4;15,2;15,2;15,2;15,2;15,2;16,2;16,2;16,2;16,2;16,2;13,2;13,2;13,2;13,2;13,2;12,8;12,8;12,8;12,8;12,8;8,8;8,8;8,8;8,8;8,8;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;5,4;2,8;2,8;2,8;2,8;2,8;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004E180;DOMAINE ROYALE;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004E292;AVENUE DES CROIX DU FEU;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004G3MJ;DOBBELENBERG (RUE DE);Bruxelles;3,8;3,8;3,8;3,8;3,8;5;5;5;5;5;6;6;6;6;6;2,2;2,2;2,2;2,2;2,2;2,2;1,4;1,4;1,4;1,4;3,2;3,2;3,2;3,2;3,2;3;3;3;3;3;1,4;1,4;1,4;1,4;1,4;3,6;3,6;3,6;3,6;3,6;4,6;4,6;4,6;4,6;4,6;3;3;3;3;3;3,4;3,4;3,4;3,4;3,4;1,2;1,2;1,2;1,2;1,2;1;1;1;1;1;0,6;0,6;0,6;0,6;0,6;0,8;0,8;0,8;0,8;0,8;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004F572;MARLY-SUD;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004F91-;CROIX DE GUERRE (AVENUE DES);Bruxelles;23,4;23,4;23,4;23,4;23,4;20,4;20,4;20,4;20,4;20,4;19,4;19,4;19,4;19,4;19,4;14,2;14,2;14,2;14,2;14,2;14,2;11,6;11,6;11,6;11,6;14,6;14,6;14,6;14,6;14,6;18,2;18,2;18,2;18,2;18,2;18,8;18,8;18,8;18,8;18,8;17,8;17,8;17,8;17,8;17,8;19,2;19,2;19,2;19,2;19,2;16,2;16,2;16,2;16,2;16,2;16,4;16,4;16,4;16,4;16,4;12,4;12,4;12,4;12,4;12,4;13,4;13,4;13,4;13,4;13,4;8,4;8,4;8,4;8,4;8,4;7,2;7,2;7,2;7,2;7,2;5,6;5,6;5,6;5,6;5,6;3,2;3,2;3,2;3,2;3,2;2,000;2,000;2,000;2,000;2,000;;;;;;;;;;
21004F922;RUE CHATEAU BEYAERD;Bruxelles;23;23;23;23;23;22,6;22,6;22,6;22,6;22,6;23;23;23;23;23;19;19;19;19;19;19;19,8;19,8;19,8;19,8;22,2;22,2;22,2;22,2;22,2;22;22;22;22;22;21,8;21,8;21,8;21,8;21,8;21,6;21,6;21,6;21,6;21,6;19,8;19,8;19,8;19,8;19,8;24,6;24,6;24,6;24,6;24,6;18;18;18;18;18;15;15;15;15;15;13,2;13,2;13,2;13,2;13,2;8;8;8;8;8;4,4;4,4;4,4;4,4;4,4;4,6;4,6;4,6;4,6;4,6;1,6;1,6;1,6;1,6;1,6;1,800;1,800;1,800;1,800;1,800;;;;;;;;;;
21004G3NJ;HAREN-SUD;Bruxelles;4,2;4,2;4,2;4,2;4,2;4,4;4,4;4,4;4,4;4,4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;1,4;1,4;1,4;1,4;1,4;1,6;1,6;1,6;1,6;1,6;3,6;3,6;3,6;3,6;3,6;2;2;2;2;2;2,2;2,2;2,2;2,2;2,2;3,2;3,2;3,2;3,2;3,2;1,6;1,6;1,6;1,6;1,6;2,8;2,8;2,8;2,8;2,8;1;1;1;1;1;0,8;0,8;0,8;0,8;0,8;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004C642;AVENUE FRANKLIN ROOSEVELT;Bruxelles;0,8;0,8;0,8;0,8;0,8;1,8;1,8;1,8;1,8;1,8;2,4;2,4;2,4;2,4;2,4;1,2;1,2;1,2;1,2;1,2;1,2;2,4;2,4;2,4;2,4;2,2;2,2;2,2;2,2;2,2;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;2,6;3;3;3;3;3;2,6;2,6;2,6;2,6;2,6;1,2;1,2;1,2;1,2;1,2;3;3;3;3;3;1,8;1,8;1,8;1,8;1,8;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21004C591;CAMBRE (BOIS DE LA);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004C61-;U.L.B.;Bruxelles;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4;4;4;4;4;5,6;5,6;5,6;5,6;5,6;5,6;10,2;10,2;10,2;10,2;7;7;7;7;7;6;6;6;6;6;4,2;4,2;4,2;4,2;4,2;3,6;3,6;3,6;3,6;3,6;5,4;5,4;5,4;5,4;5,4;5,2;5,2;5,2;5,2;5,2;5,2;5,2;5,2;5,2;5,2;3,4;3,4;3,4;3,4;3,4;3;3;3;3;3;3,6;3,6;3,6;3,6;3,6;1,6;1,6;1,6;1,6;1,6;2;2;2;2;2;1,8;1,8;1,8;1,8;1,8;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21004C54-;LOUISE (AVENUE)-SUD-EST;Bruxelles;9;9;9;9;9;8;8;8;8;8;3,8;3,8;3,8;3,8;3,8;5,8;5,8;5,8;5,8;5,8;5,8;9;9;9;9;17,4;17,4;17,4;17,4;17,4;21,2;21,2;21,2;21,2;21,2;11,6;11,6;11,6;11,6;11,6;13,8;13,8;13,8;13,8;13,8;12,2;12,2;12,2;12,2;12,2;8,2;8,2;8,2;8,2;8,2;8,4;8,4;8,4;8,4;8,4;8,4;8,4;8,4;8,4;8,4;8,2;8,2;8,2;8,2;8,2;8,4;8,4;8,4;8,4;8,4;5,2;5,2;5,2;5,2;5,2;4,6;4,6;4,6;4,6;4,6;1,2;1,2;1,2;1,2;1,2;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21004C63-;NATIONS (SQUARE DES);Bruxelles;7,2;7,2;7,2;7,2;7,2;5,4;5,4;5,4;5,4;5,4;4,8;4,8;4,8;4,8;4,8;6,8;6,8;6,8;6,8;6,8;6,8;5,4;5,4;5,4;5,4;8,2;8,2;8,2;8,2;8,2;12;12;12;12;12;9,4;9,4;9,4;9,4;9,4;10,8;10,8;10,8;10,8;10,8;7,6;7,6;7,6;7,6;7,6;9,8;9,8;9,8;9,8;9,8;8,6;8,6;8,6;8,6;8,6;7;7;7;7;7;6,6;6,6;6,6;6,6;6,6;5;5;5;5;5;4,2;4,2;4,2;4,2;4,2;3,4;3,4;3,4;3,4;3,4;2;2;2;2;2;2,000;2,000;2,000;2,000;2,000;;;;;;;;;;
21004B2NJ;CITE DE LA CHAUSSEE;Bruxelles;2,6;2,6;2,6;2,6;2,6;1;1;1;1;1;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;1,6;1,6;1,6;1,6;6,4;6,4;6,4;6,4;6,4;7,8;7,8;7,8;7,8;7,8;7,2;7,2;7,2;7,2;7,2;4,6;4,6;4,6;4,6;4,6;3;3;3;3;3;3;3;3;3;3;1,8;1,8;1,8;1,8;1,8;1,4;1,4;1,4;1,4;1,4;0,2;0,2;0,2;0,2;0,2;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004B13-;TREVES (RUE DE);Bruxelles;2,4;2,4;2,4;2,4;2,4;1,8;1,8;1,8;1,8;1,8;1;1;1;1;1;1;1;1;1;1;1;1,2;1,2;1,2;1,2;5,6;5,6;5,6;5,6;5,6;7;7;7;7;7;4,4;4,4;4,4;4,4;4,4;5,6;5,6;5,6;5,6;5,6;3,8;3,8;3,8;3,8;3,8;3,4;3,4;3,4;3,4;3,4;1,6;1,6;1,6;1,6;1,6;2,2;2,2;2,2;2,2;2,2;1,2;1,2;1,2;1,2;1,2;0,2;0,2;0,2;0,2;0,2;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004F953;RUE DU WIMPELBERG;Bruxelles;10,2;10,2;10,2;10,2;10,2;9;9;9;9;9;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,6;9,8;9,8;9,8;9,8;7,4;7,4;7,4;7,4;7,4;7,8;7,8;7,8;7,8;7,8;5,8;5,8;5,8;5,8;5,8;10;10;10;10;10;9,2;9,2;9,2;9,2;9,2;9,6;9,6;9,6;9,6;9,6;7,2;7,2;7,2;7,2;7,2;6,8;6,8;6,8;6,8;6,8;5;5;5;5;5;4,2;4,2;4,2;4,2;4,2;3,4;3,4;3,4;3,4;3,4;2,8;2,8;2,8;2,8;2,8;3,2;3,2;3,2;3,2;3,2;3,400;3,400;3,400;3,400;3,400;;;;;;;;;;
21004F9MJ;NEDER-HEEMBEEK-NORD;Bruxelles;23,2;23,2;23,2;23,2;23,2;19,2;19,2;19,2;19,2;19,2;13,4;13,4;13,4;13,4;13,4;8,2;8,2;8,2;8,2;8,2;8,2;5,8;5,8;5,8;5,8;5,4;5,4;5,4;5,4;5,4;11;11;11;11;11;15,4;15,4;15,4;15,4;15,4;11;11;11;11;11;6,8;6,8;6,8;6,8;6,8;5,8;5,8;5,8;5,8;5,8;7,2;7,2;7,2;7,2;7,2;4,4;4,4;4,4;4,4;4,4;3;3;3;3;3;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;1;1;1;1;1;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A02-;SAINT-FRANCOIS XAVIER;Bruxelles;11,4;11,4;11,4;11,4;11,4;10,6;10,6;10,6;10,6;10,6;6,8;6,8;6,8;6,8;6,8;7;7;7;7;7;7;8,8;8,8;8,8;8,8;20,2;20,2;20,2;20,2;20,2;18,2;18,2;18,2;18,2;18,2;16,4;16,4;16,4;16,4;16,4;14,4;14,4;14,4;14,4;14,4;11;11;11;11;11;9,4;9,4;9,4;9,4;9,4;6,6;6,6;6,6;6,6;6,6;7,6;7,6;7,6;7,6;7,6;5,8;5,8;5,8;5,8;5,8;5;5;5;5;5;3,8;3,8;3,8;3,8;3,8;2,6;2,6;2,6;2,6;2,6;3,4;3,4;3,4;3,4;3,4;2,000;2,000;2,000;2,000;2,000;;;;;;;;;;
21004A70-;BLAES (RUE)-SUD;Bruxelles;31,8;31,8;31,8;31,8;31,8;37,6;37,6;37,6;37,6;37,6;38,8;38,8;38,8;38,8;38,8;34,4;34,4;34,4;34,4;34,4;34,4;29,4;29,4;29,4;29,4;33,6;33,6;33,6;33,6;33,6;34,6;34,6;34,6;34,6;34,6;30,8;30,8;30,8;30,8;30,8;35;35;35;35;35;39,2;39,2;39,2;39,2;39,2;39,2;39,2;39,2;39,2;39,2;28,6;28,6;28,6;28,6;28,6;25,4;25,4;25,4;25,4;25,4;21,4;21,4;21,4;21,4;21,4;10,8;10,8;10,8;10,8;10,8;10;10;10;10;10;6,4;6,4;6,4;6,4;6,4;2,8;2,8;2,8;2,8;2,8;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21004A1MJ;COLONIES (RUE DES);Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A03-;BON SECOURS - PALAIS DU MIDI;Bruxelles;10,8;10,8;10,8;10,8;10,8;9,6;9,6;9,6;9,6;9,6;7,4;7,4;7,4;7,4;7,4;8;8;8;8;8;8;18,2;18,2;18,2;18,2;32,6;32,6;32,6;32,6;32,6;31;31;31;31;31;23,4;23,4;23,4;23,4;23,4;20,2;20,2;20,2;20,2;20,2;22,6;22,6;22,6;22,6;22,6;13,6;13,6;13,6;13,6;13,6;13,2;13,2;13,2;13,2;13,2;10;10;10;10;10;5,4;5,4;5,4;5,4;5,4;3,6;3,6;3,6;3,6;3,6;2,2;2,2;2,2;2,2;2,2;1,2;1,2;1,2;1,2;1,2;0,6;0,6;0,6;0,6;0,6;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A19-;PALAIS ROYAL;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A23-;NOUVEAU MARCHE AU GRAIN;Bruxelles;17,6;17,6;17,6;17,6;17,6;16,6;16,6;16,6;16,6;16,6;21,6;21,6;21,6;21,6;21,6;20,8;20,8;20,8;20,8;20,8;20,8;23,2;23,2;23,2;23,2;35,6;35,6;35,6;35,6;35,6;33,6;33,6;33,6;33,6;33,6;35,4;35,4;35,4;35,4;35,4;29,2;29,2;29,2;29,2;29,2;26,4;26,4;26,4;26,4;26,4;27,6;27,6;27,6;27,6;27,6;22,6;22,6;22,6;22,6;22,6;14,2;14,2;14,2;14,2;14,2;11;11;11;11;11;6,2;6,2;6,2;6,2;6,2;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;1,4;1,4;1,4;1,4;1,4;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A10-;GARE CENTRALE;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A01-;VIEILLE HALLE AUX BLES;Bruxelles;4,2;4,2;4,2;4,2;4,2;3,8;3,8;3,8;3,8;3,8;2,2;2,2;2,2;2,2;2,2;1,6;1,6;1,6;1,6;1,6;1,6;5,6;5,6;5,6;5,6;14,6;14,6;14,6;14,6;14,6;10,2;10,2;10,2;10,2;10,2;10,8;10,8;10,8;10,8;10,8;13,2;13,2;13,2;13,2;13,2;8,8;8,8;8,8;8,8;8,8;8,4;8,4;8,4;8,4;8,4;6,4;6,4;6,4;6,4;6,4;6;6;6;6;6;5,2;5,2;5,2;5,2;5,2;3;3;3;3;3;2;2;2;2;2;1,6;1,6;1,6;1,6;1,6;0,6;0,6;0,6;0,6;0,6;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A22-;SENNE (RUE DE LA);Bruxelles;27,4;27,4;27,4;27,4;27,4;27,2;27,2;27,2;27,2;27,2;21,6;21,6;21,6;21,6;21,6;14,8;14,8;14,8;14,8;14,8;14,8;26;26;26;26;34,4;34,4;34,4;34,4;34,4;36,2;36,2;36,2;36,2;36,2;32,4;32,4;32,4;32,4;32,4;32,4;32,4;32,4;32,4;32,4;30,2;30,2;30,2;30,2;30,2;23;23;23;23;23;18;18;18;18;18;14,6;14,6;14,6;14,6;14,6;10;10;10;10;10;7,8;7,8;7,8;7,8;7,8;5,6;5,6;5,6;5,6;5,6;3,4;3,4;3,4;3,4;3,4;1,2;1,2;1,2;1,2;1,2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004B10-;ORBAN (SQUARE);Bruxelles;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,6;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,6;1,6;1,6;1,6;6,2;6,2;6,2;6,2;6,2;5,8;5,8;5,8;5,8;5,8;5,2;5,2;5,2;5,2;5,2;3;3;3;3;3;4;4;4;4;4;3,4;3,4;3,4;3,4;3,4;3,4;3,4;3,4;3,4;3,4;3;3;3;3;3;0,6;0,6;0,6;0,6;0,6;1;1;1;1;1;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A72-;SAINT-THOMAS (INSTITUT);Bruxelles;12,8;12,8;12,8;12,8;12,8;13,4;13,4;13,4;13,4;13,4;11,2;11,2;11,2;11,2;11,2;12,4;12,4;12,4;12,4;12,4;12,4;8,6;8,6;8,6;8,6;10,8;10,8;10,8;10,8;10,8;8,2;8,2;8,2;8,2;8,2;11,2;11,2;11,2;11,2;11,2;12,2;12,2;12,2;12,2;12,2;15;15;15;15;15;13,8;13,8;13,8;13,8;13,8;12,6;12,6;12,6;12,6;12,6;10,2;10,2;10,2;10,2;10,2;9,2;9,2;9,2;9,2;9,2;7;7;7;7;7;4;4;4;4;4;3,6;3,6;3,6;3,6;3,6;1;1;1;1;1;0,800;0,800;0,800;0,800;0,800;;;;;;;;;;
21004A71-;BLAES (RUE)-CENTRE;Bruxelles;10,4;10,4;10,4;10,4;10,4;9,6;9,6;9,6;9,6;9,6;10;10;10;10;10;7,2;7,2;7,2;7,2;7,2;7,2;8,6;8,6;8,6;8,6;11;11;11;11;11;18;18;18;18;18;17,2;17,2;17,2;17,2;17,2;19,4;19,4;19,4;19,4;19,4;13,4;13,4;13,4;13,4;13,4;10,4;10,4;10,4;10,4;10,4;9,2;9,2;9,2;9,2;9,2;8,8;8,8;8,8;8,8;8,8;8,4;8,4;8,4;8,4;8,4;10,4;10,4;10,4;10,4;10,4;6,6;6,6;6,6;6,6;6,6;3,8;3,8;3,8;3,8;3,8;2;2;2;2;2;1,000;1,000;1,000;1,000;1,000;;;;;;;;;;
21004A002;BOURSE;Bruxelles;3,4;3,4;3,4;3,4;3,4;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;3;3;3;3;10,8;10,8;10,8;10,8;10,8;7;7;7;7;7;7,8;7,8;7,8;7,8;7,8;7,4;7,4;7,4;7,4;7,4;6,6;6,6;6,6;6,6;6,6;3,6;3,6;3,6;3,6;3,6;5;5;5;5;5;3,6;3,6;3,6;3,6;3,6;1,8;1,8;1,8;1,8;1,8;1,2;1,2;1,2;1,2;1,2;0,8;0,8;0,8;0,8;0,8;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A34-;MONNAIE;Bruxelles;5,2;5,2;5,2;5,2;5,2;3,6;3,6;3,6;3,6;3,6;2,6;2,6;2,6;2,6;2,6;4;4;4;4;4;4;8,8;8,8;8,8;8,8;18,6;18,6;18,6;18,6;18,6;16,8;16,8;16,8;16,8;16,8;10,4;10,4;10,4;10,4;10,4;10;10;10;10;10;11;11;11;11;11;10,4;10,4;10,4;10,4;10,4;8,2;8,2;8,2;8,2;8,2;6,2;6,2;6,2;6,2;6,2;2,8;2,8;2,8;2,8;2,8;2;2;2;2;2;2,4;2,4;2,4;2,4;2,4;0,4;0,4;0,4;0,4;0,4;0;0;0;0;0;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A15-;JACOBS (PLACE);Bruxelles;2,4;2,4;2,4;2,4;2,4;3,4;3,4;3,4;3,4;3,4;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;4,8;4,8;4,8;4,8;5,8;5,8;5,8;5,8;5,8;7,8;7,8;7,8;7,8;7,8;6,4;6,4;6,4;6,4;6,4;4,2;4,2;4,2;4,2;4,2;4,8;4,8;4,8;4,8;4,8;4,6;4,6;4,6;4,6;4,6;4,4;4,4;4,4;4,4;4,4;2,2;2,2;2,2;2,2;2,2;1,6;1,6;1,6;1,6;1,6;0,4;0,4;0,4;0,4;0,4;0,8;0,8;0,8;0,8;0,8;0,6;0,6;0,6;0,6;0,6;0,2;0,2;0,2;0,2;0,2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A04-;NOTRE-DAME DE LA CHAPELLE;Bruxelles;7,6;7,6;7,6;7,6;7,6;9,2;9,2;9,2;9,2;9,2;10,4;10,4;10,4;10,4;10,4;9,8;9,8;9,8;9,8;9,8;9,8;9,2;9,2;9,2;9,2;7,6;7,6;7,6;7,6;7,6;8,4;8,4;8,4;8,4;8,4;7,4;7,4;7,4;7,4;7,4;5,6;5,6;5,6;5,6;5,6;9,2;9,2;9,2;9,2;9,2;11,8;11,8;11,8;11,8;11,8;6,8;6,8;6,8;6,8;6,8;6;6;6;6;6;4,8;4,8;4,8;4,8;4,8;4;4;4;4;4;1,6;1,6;1,6;1,6;1,6;1,4;1,4;1,4;1,4;1,4;0,2;0,2;0,2;0,2;0,2;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A16-;PALAIS JUSTICE-HOP. ST.-PIERRE;Bruxelles;10,6;10,6;10,6;10,6;10,6;15,2;15,2;15,2;15,2;15,2;15,6;15,6;15,6;15,6;15,6;13,4;13,4;13,4;13,4;13,4;13,4;21;21;21;21;29;29;29;29;29;30,6;30,6;30,6;30,6;30,6;33,6;33,6;33,6;33,6;33,6;34,4;34,4;34,4;34,4;34,4;30,8;30,8;30,8;30,8;30,8;27,4;27,4;27,4;27,4;27,4;22,8;22,8;22,8;22,8;22,8;16,6;16,6;16,6;16,6;16,6;7,8;7,8;7,8;7,8;7,8;6,2;6,2;6,2;6,2;6,2;4,2;4,2;4,2;4,2;4,2;2,2;2,2;2,2;2,2;2,2;0,6;0,6;0,6;0,6;0,6;1,600;1,600;1,600;1,600;1,600;;;;;;;;;;
21004A20-;BOURSE-NORD-OUEST;Bruxelles;15,2;15,2;15,2;15,2;15,2;13,6;13,6;13,6;13,6;13,6;10,6;10,6;10,6;10,6;10,6;8,2;8,2;8,2;8,2;8,2;8,2;11,4;11,4;11,4;11,4;34,8;34,8;34,8;34,8;34,8;30,6;30,6;30,6;30,6;30,6;25,8;25,8;25,8;25,8;25,8;21,4;21,4;21,4;21,4;21,4;24,2;24,2;24,2;24,2;24,2;19,4;19,4;19,4;19,4;19,4;17,8;17,8;17,8;17,8;17,8;12,8;12,8;12,8;12,8;12,8;7,8;7,8;7,8;7,8;7,8;6,4;6,4;6,4;6,4;6,4;5,6;5,6;5,6;5,6;5,6;2;2;2;2;2;1,2;1,2;1,2;1,2;1,2;0,000;0,000;0,000;0,000;0,000;;;;;;;;;;
21004A14-;GRAND SABLON;Bruxelles;8,6;8,6;8,6;8,6;8,6;6,2;6,2;6,2;6,2;6,2;7,4;7,4;7,4;7,4;7,4;8,2;8,2;8,2;8,2;8,2;8,2;9,4;9,4;9,4;9,4;22,4;22,4;22,4;22,4;22,4;26,2;26,2;26,2;26,2;26,2;16,6;16,6;16,6;16,6;16,6;14,8;14,8;14,8;14,8;14,8;16,2;16,2;16,2;16,2;16,2;15,2;15,2;15,2;15,2;15,2;12;12;12;12;12;9,2;9,2;9,2;9,2;9,2;6,4;6,4;6,4;6,4;6,4;4;4;4;4;4;5,2;5,2;5,2;5,2;5,2;2,2;2,2;2,2;2,2;2,2;1;1;1;1;1;0,400;0,400;0,400;0,400;0,400;;;;;;;;;;
21004A001;GRAND-PLACE;Bruxelles;2;2;2;2;2;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;0,8;1;1;1;1;1;1;6,4;6,4;6,4;6,4;14,4;14,4;14,4;14,4;14,4;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;12,8;10,8;10,8;10,8;10,8;10,8;10,6;10,6;10,6;10,6;10,6;10,6;10,6;10,6;10,6;10,6;9,6;9,6;9,6;9,6;9,6;4,6;4,6;4,6;4,6;4,6;2,8;2,8;2,8;2,8;2,8;2,6;2,6;2,6;2,6;2,6;1,6;1,6;1,6;1,6;1,6;0,4;0,4;0,4;0,4;0,4;0,2;0,2;0,2;0,2;0,2;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
21004A32-;CONGRES - GARE;Bruxelles;4,2;4,2;4,2;4,2;4,2;5,2;5,2;5,2;5,2;5,2;3,6;3,6;3,6;3,6;3,6;5,2;5,2;5,2;5,2;5,2;5,2;8,8;8,8;8,8;8,8;16,2;16,2;16,2;16,2;16,2;13;13;13;13;13;10;10;10;10;10;14,2;14,2;14,2;14,2;14,2;14,4;14,4;14,4;14,4;14,4;13,2;13,2;13,2;13,2;13,2;9;9;9;9;9;9;9;9;9;9;4;4;4;4;4;2,6;2,6;2,6;2,6;2,6;2;2;2;2;2;0,8;0,8;0,8;0,8;0,8;0,6;0,6;0,6;0,6;0,6;0,200;0,200;0,200;0,200;0,200;;;;;;;;;;
