Code;Territoire;Commune;% pop ss /commune;Nb_lits_commune;Nb_lits_ss
21009A623;KLAUWAERTS;Ixelles;0,003717943;664;2,468714029
21009A90-;SAINT-PHILIPPE DE NERI;Ixelles;0,017783968;664;11,80855472
21009A652;HOPITAUX;Ixelles;0,033507528;664;22,24899857
21009A501;LUXEMBOURG (PLACE DE);Ixelles;0,004627285;664;3,072517151
21009A552;PORTE DE NAMUR;Ixelles;0,017104839;664;11,35761315
21009A542;EGLISE ANGLICANE;Ixelles;0,007631567;664;5,067360376
21009A051;SAINT-BONIFACE;Ixelles;0,015389751;664;10,2187946
21009A041;ARBRE BENIT;Ixelles;0,027372347;664;18,17523827
21009A00-;CENTRE;Ixelles;0,030065841;664;19,9637184
21009A02-;MUSEE;Ixelles;0,037570791;664;24,94700493
21009A101;FLAGEY (PLACE);Ixelles;0,020661633;664;13,71932409
21009A03-;ERMITAGE;Ixelles;0,022837147;664;15,16386574
21009A13-;GACHARD;Ixelles;0,016678945;664;11,07481928
21009A121;GENERAL DE GAULLE;Ixelles;0,014227174;664;9,446843777
21009A63-;MACAU;Ixelles;0,032045674;664;21,27832773
21009A602;BELVEDERE;Ixelles;0,004281965;664;2,843224826
21009A42-;RENIER CHALON;Ixelles;0,031550716;664;20,9496754
21009A40-;MELEZES;Ixelles;0,021582485;664;14,33077029
21009A301;BOONDAEL-NORD;Ixelles;0,011384042;664;7,559003637
21009A812;SCHOOLGAT;Ixelles;0,005225839;664;3,46995718
21009A33-;SAINT-ADRIEN;Ixelles;0,045582209;664;30,26658686
21009A34-;STADE COMMUNAL;Ixelles;0,005444542;664;3,615175653
21009A21-;ETE;Ixelles;0,042036926;664;27,91251899
21009A43-;FERNAND NEURAY;Ixelles;0,021501911;664;14,27726875
21009A41-;SAINT-GEORGES;Ixelles;0,026232792;664;17,4185736
21009A83-;L. ERNOTTE (RUE);Ixelles;0,012097702;664;8,032874442
21009A52-;GRAY (RUE);Ixelles;0,042082969;664;27,9430913
21009A2MJ;CAMPUS UNIVERSITAIRE;Ixelles;0,010209954;664;6,779409733
21009A44-;PREVOT;Ixelles;0,023101892;664;15,33965652
21009A712;CHATELAIN (PLACE DU)-OUEST;Ixelles;0,010048805;664;6,672406649
21009A72-;DEFACQZ;Ixelles;0,020661633;664;13,71932409
21009A911;A. DELPORTE-SUD;Ixelles;0,019199779;664;12,74865325
21009A311;TREILLE (RUE DE LA);Ixelles;0,003798517;664;2,522215572
21009A802;BOONDAEL-SUD;Ixelles;0,003338091;664;2,216492472
21009A82-;FORET;Ixelles;0,013881855;664;9,217551453
21009A111;WERY (RUE);Ixelles;0,037317556;664;24,77885722
21009A01-;BLYCKAERTS;Ixelles;0,024886044;664;16,52433353
21009A22-;UNIVERSITE;Ixelles;0,045294443;664;30,07550992
21009A53-;LONDRES (PLACE DE);Ixelles;0,041415351;664;27,49979281
21009A512;WIERTZ;Ixelles;0,002866154;664;1,903126295
21009A593;QUARTIER LEOPOLD;Ixelles;0;664;0
21009A612;LIEGEOIS (RUE);Ixelles;0,034980892;664;23,22731249
21009A151;A. DELPORTE-NORD;Ixelles;0,01118836;664;7,42907132
21009A922;CASERNE (Ixelles);Ixelles;0,003890603;664;2,583360192
21009A29-;CIMETIERE;Ixelles;1,15107E-05;664;0,007643077
21009A73-;BERCKENDAEL;Ixelles;0,030537778;664;20,27708458
21009A451;CHATELAIN (PLACE DU)-EST;Ixelles;0,028178093;664;18,71025369
21009A192;ETANGS;Ixelles;1,15107E-05;664;0,007643077
21010A393;SACRE-COEUR;Jette;0,001713111;1031;1,766217451
21010A04-;NOTRE-DAME DE LOURDES;Jette;0,086302726;1031;88,97811025
21010A092;PARC DE LA JEUNESSE;Jette;0;1031;0
21010A03-;MIROIR;Jette;0,064432009;1031;66,42940079
21010A182;DIELEGEM (BOIS DE);Jette;3,80691E-05;1031;0,039249277
21010A10-;ANCIENNE BARRIERE;Jette;0,041228872;1031;42,50696665
21010A121;F. MOHRFELD (RUE DE);Jette;0,02484011;1031;25,61015304
21010A111;HEYMBOSCH;Jette;0,0571037;1031;58,87391503
21010A312;BAECK DUPRE;Jette;0,018349322;1031;18,91815136
21010A4MJ;VUB;Jette;0,000989797;1031;1,020481194
21010A1AJ;ARBRE BALLON;Jette;0,057446323;1031;59,22715852
21010A05-;ALBERT (QUARTIER);Jette;0,109601035;1031;112,9986676
21010A493;LAERBEEK (BOIS DE);Jette;0,000380691;1031;0,392492767
21010A13-;CITE-JARDIN;Jette;0,085084513;1031;87,72213339
21010A00-;CENTRE;Jette;0,118471144;1031;122,143749
21010A141;BRUGMANN;Jette;0,081696361;1031;84,22894777
21010A01-;ESSEGHEM;Jette;0,094811177;1031;97,75032359
21010A21-;MADELEINE;Jette;0,072597838;1031;74,84837064
21010A02-;LEOPOLD I;Jette;0,084037612;1031;86,64277829
21011A11-;LEPREUX;Koekelberg;0,099545248;271;26,97676216
21011A30-;ARCHERS - FOUREZ;Koekelberg;0,11996362;271;32,51014097
21011A20-;PLATEAU;Koekelberg;0,169076853;271;45,81982719
21011A10-;PAIX (AVENUE DE LA);Koekelberg;0,118235562;271;32,0418372
21011A01-;SAINTE-ANNE;Koekelberg;0,199408822;271;54,03979081
21011A02-;JACQUET (RUE DE);Koekelberg;0,096725784;271;26,21268759
21011A00-;VANHUFFEL;Koekelberg;0,103774443;271;28,12287403
21011A12-;BASILIQUE;Koekelberg;0,092996817;271;25,20213734
21011A29-;PARC ELISABETH;Koekelberg;0;271;0
21012A552;PFEIFFER;Molenbeek Saint-Jean;0,014056761;1387;19,49672693
21012A833;ELBERS;Molenbeek Saint-Jean;0,004422236;1387;6,13364183
21012A84-;METTEWIE-BUILDINGS;Molenbeek Saint-Jean;0,02180337;1387;30,24127352
21012A24-;OSSEGHEM;Molenbeek Saint-Jean;0,037419712;1387;51,90114096
21012A26-;MACHTENS-NORD;Molenbeek Saint-Jean;0,039451273;1387;54,71891609
21012A29-;MARIE-JOSE (PARC);Molenbeek Saint-Jean;0;1387;0
21012A25-;BEEKKANT;Molenbeek Saint-Jean;0,008700827;1387;12,06804703
21012A172;GARE OUEST;Molenbeek Saint-Jean;0,011727648;1387;16,26624736
21012A041;QUATRE VENTS;Molenbeek Saint-Jean;0,021454516;1387;29,75741315
21012A10-;DUCHESSE DE BRABANT;Molenbeek Saint-Jean;0,02582545;1387;35,81989904
21012A00-;CENTRE;Molenbeek Saint-Jean;0,025548419;1387;35,43565697
21012A05-;SAINT-JOSEPH;Molenbeek Saint-Jean;0,011460877;1387;15,89623648
21012A59-;KARREVELD;Molenbeek Saint-Jean;0,000194948;1387;0,270392563
21012A851;CONDOR;Molenbeek Saint-Jean;0,014210667;1387;19,71019474
21012A882;DARING;Molenbeek Saint-Jean;0,005479059;1387;7,599454146
21012A22-;BRASILIA;Molenbeek Saint-Jean;0,00274979;1387;3,813958261
21012A13-;BIRMINGHAM-NORD;Molenbeek Saint-Jean;0,015749728;1387;21,84487287
21012A12-;BIRMINGHAM-SUD;Molenbeek Saint-Jean;0,014426135;1387;20,00904968
21012A672;ULENS;Molenbeek Saint-Jean;0,026728366;1387;37,07224354
21012A60-;LAEKENVELD;Molenbeek Saint-Jean;0,050973713;1387;70,7005397
21012A63-;DUBRUCQ-NORD;Molenbeek Saint-Jean;0,023516858;1387;32,61788184
21012A62-;LIBERATEURS;Molenbeek Saint-Jean;0,05617574;1387;77,91575178
21012A511;STEYNS;Molenbeek Saint-Jean;0,030822269;1387;42,75048737
21012A20-;BAECK;Molenbeek Saint-Jean;0,020900454;1387;28,98892902
21012A72-;LAVALLEE;Molenbeek Saint-Jean;0,028308469;1387;39,26384642
21012A611;MEXICO;Molenbeek Saint-Jean;0,017729987;1387;24,59149207
21012A53-;SIPPELBERG;Molenbeek Saint-Jean;0,003601404;1387;4,995146826
21012A54-;DELHAIZE;Molenbeek Saint-Jean;0,033746486;1387;46,80637582
21012A50-;BENES;Molenbeek Saint-Jean;0,034423673;1387;47,7456342
21012A71-;PIERS;Molenbeek Saint-Jean;0,040713304;1387;56,46935216
21012A21-;MARIE-JOSE BLOCS;Molenbeek Saint-Jean;0,018848372;1387;26,14269151
21012A2MJ;CHEMIN DE FER;Molenbeek Saint-Jean;0,000656666;1387;0,910796003
21012A152;ETANGS NOIRS;Molenbeek Saint-Jean;0,060074696;1387;83,32360305
21012A52-;NEEP (QUARTIER DU);Molenbeek Saint-Jean;0,039728304;1387;55,10315815
21012A39-;DE RAEDT;Molenbeek Saint-Jean;0,000913176;1387;1,266575691
21012A30-;METTEWIE - IDYLLE;Molenbeek Saint-Jean;0,02282941;1387;31,66439228
21012A23-;MACHTENS-SUD;Molenbeek Saint-Jean;0,036763046;1387;50,99034495
21012A41-;MOORTEBEEK;Molenbeek Saint-Jean;0,01655004;1387;22,9549055
21012A822;KORENBEEK;Molenbeek Saint-Jean;0,049178141;1387;68,21008188
21012A811;MYRTES-NORD;Molenbeek Saint-Jean;0,009254889;1387;12,83653116
21012A141;INDEPENDANCE;Molenbeek Saint-Jean;0,027610761;1387;38,29612567
21012A03-;RANSFORT;Molenbeek Saint-Jean;0,019905194;1387;27,60850383
21012A11-;INDUSTRIE;Molenbeek Saint-Jean;0,014662125;1387;20,33636699
21012A02-;BRUNFAUT (QUARTIER);Molenbeek Saint-Jean;0,009213847;1387;12,77960641
21012A011;CANAL-SUD;Molenbeek Saint-Jean;0,013102543;1387;18,17322649
21012A732;CANAL-NORD;Molenbeek Saint-Jean;0,014025979;1387;19,45403337
21013A242;BETHLEEM (PLACE DE);Saint-Gilles;0,036942726;334;12,33887043
21013A102;PARVIS;Saint-Gilles;0,008574214;334;2,863787375
21013A101;PARVIS;Saint-Gilles;0,050828575;334;16,97674419
21013A13-;DETHY (RUE);Saint-Gilles;0,045755665;334;15,28239203
21013A121;GUILLAUME TELL-SUD;Saint-Gilles;0,017347365;334;5,794019934
21013A422;CRICKX (RUE);Saint-Gilles;0,058467782;334;19,5282392
21013A11-;PARME (RUE DE);Saint-Gilles;0,033123123;334;11,06312292
21013A01-;ESPAGNE (RUE D');Saint-Gilles;0,066067201;334;22,06644518
21013A04-;PRISON;Saint-Gilles;0,03421728;334;11,42857143
21013A623;FRANCE (RUE DE);Saint-Gilles;0,00121352;334;0,405315615
21013A201;ANGLETERRE (RUE D');Saint-Gilles;0,046989078;334;15,69435216
21013A252;DANEMARK (RUE DE);Saint-Gilles;0,041776911;334;13,95348837
21013A23-;ROI (AVENUE DU);Saint-Gilles;0,03025842;334;10,10631229
21013A02-;CAPOUILLET (RUE);Saint-Gilles;0,06310303;334;21,07641196
21013A2MJ;GARE DU MIDI;Saint-Gilles;0,000616707;334;0,205980066
21013A612;JAMAR;Saint-Gilles;0,008454851;334;2,823920266
21013A22-;REGIES;Saint-Gilles;0,075914616;334;25,35548173
21013A211;FONTAINAS;Saint-Gilles;0,046034177;334;15,37541528
21013A052;FAIDER (RUE);Saint-Gilles;0,02703563;334;9,029900332
21013A151;METAL (RUE DU);Saint-Gilles;0,038792846;334;12,95681063
21013A522;RUE D'ECOSSE;Saint-Gilles;0,038096564;334;12,72425249
21013A40-;BARRIERE;Saint-Gilles;0,042115105;334;14,06644518
21013A41-;VILLAS (AVENUE DES);Saint-Gilles;0,053474446;334;17,86046512
21013A031;AMAZONE (RUE DE);Saint-Gilles;0,027851274;334;9,302325581
21013A00-;HOTEL DE VILLE;Saint-Gilles;0,070423936;334;23,52159468
21013A51-;TOISON D'OR (AVENUE);Saint-Gilles;0,035609843;334;11,89368771
21014A00-;PLACE SAINT-JOSSE;Saint-Josse-ten-Noode;0,122191062;147;17,96208617
21014A02-;CHARITE;Saint-Josse-ten-Noode;0,065848418;147;9,679717376
21014A14-;PRAIRIE;Saint-Josse-ten-Noode;0,048621481;147;7,147357687
21014A2MJ;NORD;Saint-Josse-ten-Noode;0,000182103;147;0,02676913
21014A41-;BOSSUET;Saint-Josse-ten-Noode;0,147066322;147;21,61874932
21014A10-;SAINT-FRANCOIS;Saint-Josse-ten-Noode;0,096186765;147;14,13945442
21014A13-;ROGIER;Saint-Josse-ten-Noode;0;147;0
21014A03-;MADOU;Saint-Josse-ten-Noode;0,043085552;147;6,333576137
21014A12-;SAINT-LAZARE;Saint-Josse-ten-Noode;0,012674364;147;1,863131442
21014A01-;STEURS;Saint-Josse-ten-Noode;0,041883673;147;6,15689988
21014A04-;HAECHT (CHAUSSEE DE);Saint-Josse-ten-Noode;0,118439742;147;17,41064209
21014A05-;HOUWAERT;Saint-Josse-ten-Noode;0,280584186;147;41,24587537
21014A18-;JARDIN BOTANIQUE;Saint-Josse-ten-Noode;0;147;0
21014A3MJ;MANHATTAN;Saint-Josse-ten-Noode;0,01992206;147;2,928542812
21015A50-;OPALE;Schaerbeek;0,038452017;989;38,0290453
21015A77-;R.T.B.;Schaerbeek;0,017433182;989;17,24141656
21015A73-;H. EVENEPOEL (RUE);Schaerbeek;0,010404399;989;10,28995042
21015A782;CIMETIERE DE SAINT-JOSSE;Schaerbeek;0,002145392;989;2,121792227
21015A31-;PATRIE;Schaerbeek;0,019165998;989;18,95517182
21015A36-;CAMBIER (AVENUE E.);Schaerbeek;0,014477642;989;14,31838811
21015A70-;P. HYMANS (RUE);Schaerbeek;0,014485144;989;14,32580696
21015A721;F. COURTENS (AVENUE);Schaerbeek;0,007373846;989;7,292733424
21015A822;CH. GILISQUET - SUD (AVENUE);Schaerbeek;0,00323309;989;3,197526049
21015A7MJ;JOSAPHAT GARE;Schaerbeek;3,75068E-05;989;0,03709427
21015A34-;PAQUERETTES (RUE);Schaerbeek;0,01221973;989;12,08531307
21015A63-;DESCHANEL P. (AVENUE);Schaerbeek;0,01200219;989;11,87016631
21015A883;THEUNIS PIERRE (RUE);Schaerbeek;0,004260778;989;4,213909038
21015A811;TERDELT;Schaerbeek;0,010111845;989;10,00061511
21015A831;LATINIS (AVENUE G.);Schaerbeek;0,027987608;989;27,67974405
21015A03-;JOSAPHAT (RUE);Schaerbeek;0,040814949;989;40,36598429
21015A021;HOUFFALIZE (PLACE);Schaerbeek;0,026659865;989;26,36660691
21015A30-;GRANDE RUE AU BOIS;Schaerbeek;0,027410002;989;27,1084923
21015A32-;CONSOLATION (RUE DE LA);Schaerbeek;0,022256562;989;22,01173964
21015A64-;DUPLOYE SQUARE;Schaerbeek;0,022961691;989;22,70911191
21015A33-;BIENFAITEURS (PLACE DE);Schaerbeek;0,018310842;989;18,10942247
21015A35-;JEAN STOBBAERTS (AVENUE);Schaerbeek;0,016570524;989;16,38824836
21015A53-;DAILLY (PLACE);Schaerbeek;0,025857219;989;25,57278953
21015A54-;EMERAUDE (AVENUE);Schaerbeek;0,038249481;989;37,82873624
21015A52-;LINTHOUT (RUE);Schaerbeek;0,021056343;989;20,82472301
21015A51-;CERISIERS (AVENUE DES);Schaerbeek;0,012827341;989;12,68624024
21015A05-;ROYALE SAINTE-MARIE (RUE);Schaerbeek;0,034258752;989;33,88190595
21015A12-;HUART HAMOIR (AVENUE);Schaerbeek;0,018513379;989;18,30973153
21015A152;PR. ELISABETH-NORD;Schaerbeek;0,027087443;989;26,78948158
21015A101;GARE;Schaerbeek;0,014177587;989;14,02163395
21015A111;MAETERLINCK;Schaerbeek;0,021056343;989;20,82472301
21015A142;SAINTE-FAMILLE;Schaerbeek;0,001747819;989;1,728592968
21015A622;BRUSILIA;Schaerbeek;0,007298832;989;7,218544884
21015A71-;JARDINS;Schaerbeek;0,011994689;989;11,86274745
21015A04-;L'OLIVIER (RUE);Schaerbeek;0,037101771;989;36,69365159
21015A39-;JOSAPHAT (PARC);Schaerbeek;8,25151E-05;989;0,081607393
21015A421;PALAIS (RUE DE);Schaerbeek;0,014620168;989;14,45934633
21015A40-;BRABANT (RUE DE);Schaerbeek;0,028182643;989;27,87263426
21015A43-;GARE DU NORD;Schaerbeek;0,013502464;989;13,35393709
21015A44-;REINE (AVENUE);Schaerbeek;0,026644863;989;26,3517692
21015A41-;VANDERLINDEN (RUE);Schaerbeek;0,025309619;989;25,0312132
21015A612;BRICHAUT (RUE DE);Schaerbeek;0,032413415;989;32,05686788
21015A45-;STEPHENSON (PLACE);Schaerbeek;0,012489779;989;12,35239181
21015A00-;COLIGNON (PLACE);Schaerbeek;0,056597829;989;55,97525298
21015A01-;VAN YSENDYCK (RUE);Schaerbeek;0,007703906;989;7,619162997
21015A24-;WAELHEM (RUE);Schaerbeek;0,021131356;989;20,89891155
21015A13-;PORTAELS (RUE);Schaerbeek;0,016908086;989;16,72209678
21015A22-;MARBOTIN A. (RUE);Schaerbeek;0,027087443;989;26,78948158
21015A272;HOPITAL P. BRIEN;Schaerbeek;0,002250411;989;2,225656182
21015A231;J. BLOCKX (RUE);Schaerbeek;0,012309747;989;12,17433932
21015A20-;HELMET;Schaerbeek;0,042592773;989;42,12425268
21015A21-;GUIDO GEZELLE (RUE);Schaerbeek;0,016060431;989;15,88376629
21016A901;CENTRE-OUEST;Uccle;0,025221623;1752;44,18828291
21016A81-;BASCULE;Uccle;0,038916458;1752;68,18163423
21016A82-;CHURCHILL;Uccle;0,06042831;1752;105,8703989
21016A232;BEAU SEJOUR;Uccle;0,017826171;1752;31,23145115
21016A831;LONGCHAMP;Uccle;0,036375024;1752;63,7290422
21016A111;VERT CHASSEUR;Uccle;0,011490653;1752;20,13162459
21016A841;ZEECRABBE;Uccle;0,004974465;1752;8,715263056
21016A85-;BRUGMANN;Uccle;0,02263201;1752;39,65128156
21016A042;ECHEVINAGE;Uccle;0,006263249;1752;10,97321257
21016A03-;COGHEN;Uccle;0,03592937;1752;62,94825593
21016A02-;ALSEMBERG-NORD;Uccle;0,043589805;1752;76,36933899
21016A922;WOLVENBERG;Uccle;0,014068221;1752;24,64752361
21016A912;GLOBE-OUEST;Uccle;0,013188957;1752;23,10705338
21016A933;VOSSEGAT-OUEST;Uccle;0,035218732;1752;61,70321835
21016A731;ROETAERT;Uccle;0,006480054;1752;11,35305454
21016A701;MERLO;Uccle;0,03155714;1752;55,28810946
21016A772;ZWARTEBEEK;Uccle;0,008250626;1752;14,45509732
21016A72-;MELKRIEK;Uccle;0,009852573;1752;17,26170746
21016A71-;KEIENBEMPT;Uccle;0,022656099;1752;39,69348622
21016A13-;OBSERVATOIRE;Uccle;3,61341E-05;1752;0,063306996
21016A383;FORET DE SOIGNES LORRAINE-W.;Uccle;0;1752;0
21016A954;VOSSEGAT-EST;Uccle;0,004022933;1752;7,04817884
21016A331;CHAUSSEE DE WATERLOO-OUEST;Uccle;0,00416747;1752;7,301406822
21016A80-;VANDERKINDERE;Uccle;0,033351802;1752;58,43235691
21016A225;PTOLEMEE;Uccle;0,006154847;1752;10,78329158
21016A64-;MOLENSTEEN;Uccle;0,025679322;1752;44,99017152
21016A05-;LE CHAT;Uccle;0,049660339;1752;87,00491424
21016A39-;FORET DE SOIGNES LORRAINE-EST;Uccle;9,63577E-05;1752;0,168818655
21016A692;CIMETIERE - ST.-GILLES;Uccle;1,20447E-05;1752;0,021102332
21016A533;MOENSBERG;Uccle;0,007853151;1752;13,75872037
21016A943;SEPT-BONNIERS;Uccle;0,011803816;1752;20,68028522
21016A65-;ALSEMBERG-SUD;Uccle;0,012646945;1752;22,15744845
21016A601;BOURDON;Uccle;0,013694835;1752;23,99335132
21016A620;KRIEKENPUT;Uccle;0,013032376;1752;22,83272307
21016A01-;DIEWEG;Uccle;0,049166506;1752;86,13971864
21016A00-;GLOBE-EST;Uccle;0,053478512;1752;93,69435344
21016A193;WOLVENDAEL;Uccle;0;1752;0
21016A102;GROESELENBERG;Uccle;0,025089131;1752;43,95615726
21016A12-;HAMOIR;Uccle;0,028594141;1752;50,09693583
21016A44-;PECHERIE;Uccle;0,030954905;1752;54,23299287
21016A214;ASTRONOMES;Uccle;0,005998266;1752;10,50896126
21016A322;CHAUSSEE DE WATERLOO-EST;Uccle;0,010274138;1752;18,00028907
21016A400;SAINT-JOB;Uccle;0,032701388;1752;57,29283099
21016A429;CARLOO;Uccle;0,020728946;1752;36,31711312
21016A410;ALPHONSE XIII;Uccle;0,010828194;1752;18,97099634
21016A490;KAUWBERG;Uccle;0,00478175;1752;8,377625747
21016A639;HOMBORCH;Uccle;0,030135864;1752;52,7980343
21016A610;ENGELAND;Uccle;0,005998266;1752;10,50896126
21016A521;VERREWINKEL;Uccle;0,005528522;1752;9,685970322
21016A342;FOND;Uccle;0,038543072;1752;67,52746194
21016A311;FORT JACO;Uccle;0,018922239;1752;33,15176335
21017A512;VANDER ELST - BIEN FAIRE;Watermael-Boitsfort;0,04395648;574;25,2310197
21017A541;LOUTRIER - WIENER;Watermael-Boitsfort;0,036769377;574;21,10562262
21017A192;STADE DES TROIS TILLEULS;Watermael-Boitsfort;0,000555909;574;0,319091487
21017A635;PRINCES BRABANCONS;Watermael-Boitsfort;0,01818615;574;10,43885006
21017A11-;FLOREAL;Watermael-Boitsfort;0,05968075;574;34,25675032
21017A240;SOUVERAIN-OUEST;Watermael-Boitsfort;0,032798602;574;18,82639771
21017A230;BEGUINETTES;Watermael-Boitsfort;0,051818615;574;29,74388501
21017A220;LE LOGIS-SUD;Watermael-Boitsfort;0,02648507;574;15,20243011
21017A443;VILLE-ET-FORET - ELAN;Watermael-Boitsfort;0,031527954;574;18,09704574
21017A41-;AVENUE DE VISE;Watermael-Boitsfort;0,06373094;574;36,58155972
21017A523;MARTIN-PECHEUR;Watermael-Boitsfort;0,063175032;574;36,26246823
21017A613;AVENUE DE TERCOIGNE;Watermael-Boitsfort;0,004963469;574;2,849031131
21017A696;HERONNIERE;Watermael-Boitsfort;0,003494282;574;2,005717916
21017A624;PECHERIES;Watermael-Boitsfort;0,044552097;574;25,57290343
21017A534;RUE DES BEGONIAS;Watermael-Boitsfort;0,013738882;574;7,88611817
21017A501;CENTRE DE WATERMAEL;Watermael-Boitsfort;0,015525731;574;8,911769377
21017A421;WATERMAEL - STATION;Watermael-Boitsfort;0,005837039;574;3,35046061
21017A432;DRIES;Watermael-Boitsfort;0,043202033;574;24,79796696
21017A021;DREVE DES EQUIPAGES;Watermael-Boitsfort;0,014413914;574;8,273586404
21017A01-;COIN DU BALAI;Watermael-Boitsfort;0,050428844;574;28,94615629
21017A12-;LE LOGIS-NORD;Watermael-Boitsfort;0,088548285;574;50,82671537
21017A08-;SOUVERAIN-EST;Watermael-Boitsfort;0,007345934;574;4,216566074
21017A13-;BOULEAUX;Watermael-Boitsfort;0,0466169;574;26,75810038
21017A212;AVENUE DE LA TENDERIE;Watermael-Boitsfort;0,069806226;574;40,06877382
21017A000;CENTRE DE BOITSFORT;Watermael-Boitsfort;0,044274142;574;25,41335769
21017A09-;FORET DE SOIGNES;Watermael-Boitsfort;0,00035737;574;0,205130241
21017A451;FUTAIE;Watermael-Boitsfort;0,053208386;574;30,54161372
21017A472;ZONING DE BUREAUX-NORD;Watermael-Boitsfort;0,000754447;574;0,433052732
21017A374;ZONING DE BUREAUX-SUD;Watermael-Boitsfort;0,010641677;574;6,108322745
21017A041;DREVE DU DUC;Watermael-Boitsfort;0,03442662;574;19,76087992
21017A031;AVENUE DELLEUR;Watermael-Boitsfort;0,005439962;574;3,122538119
21017A312;CLOS DES CHENES;Watermael-Boitsfort;0,006988564;574;4,011435832
21017A323;DREVE DES TUMULI;Watermael-Boitsfort;0,004526684;574;2,598316391
21017A393;ETANGS DE BOITSFORT;Watermael-Boitsfort;0,001151525;574;0,660975222
21017A382;FORESTERIE;Watermael-Boitsfort;0;574;0
21018A20-;GEORGES HENRI (AVENUE);Woluwe Saint-Lambert;0,05774797;882;50,93370985
21018A72-;ROGATIONS;Woluwe Saint-Lambert;0,042781504;882;37,73328627
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;Woluwe Saint-Lambert;0,054324038;882;47,91380162
21018A35-;HOF TEN BERG-NORD;Woluwe Saint-Lambert;0,018513943;882;16,32929756
21018A34-;HOF TEN BERG-SUD;Woluwe Saint-Lambert;0,019643487;882;17,32555595
21018A32-;CLOS DES PEUPLIERS;Woluwe Saint-Lambert;0,008048006;882;7,098340981
21018A311;PARC SCHUMAN;Woluwe Saint-Lambert;0,040857748;882;36,03653371
21018A33-;NEERVELD;Woluwe Saint-Lambert;0,038810448;882;34,23081539
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;Woluwe Saint-Lambert;0,031044829;882;27,381539
21018A512;QUARTIER DES PEINTRES;Woluwe Saint-Lambert;0,029562301;882;26,07394988
21018A031;ABELOOS;Woluwe Saint-Lambert;0,02735616;882;24,12813272
21018A04-;BEETEPUT;Woluwe Saint-Lambert;0,033427462;882;29,48302153
21018A02-;SLEGERS (AVENUE);Woluwe Saint-Lambert;0,023332157;882;20,57896223
21018A37-;COMMUNAUTES;Woluwe Saint-Lambert;0,005930109;882;5,230356513
21018A63-;CONSTELLATIONS;Woluwe Saint-Lambert;0,031115425;882;27,44380515
21018A05-;DRIES;Woluwe Saint-Lambert;0,021196611;882;18,69541122
21018A61-;HEYDENBERG-EST;Woluwe Saint-Lambert;0,034857042;882;30,74391105
21018A62-;HEYDENBERG-OUEST;Woluwe Saint-Lambert;0,060254148;882;53,14415814
21018A24-;LAMBEAU (AVENUE);Woluwe Saint-Lambert;0,038210378;882;33,70155312
21018A09-;RASANTE;Woluwe Saint-Lambert;0,005047653;882;4,452029651
21018A30-;SAINTE-FAMILLE;Woluwe Saint-Lambert;0,022802683;882;20,11196611
21018A643;DEUX MAISONS;Woluwe Saint-Lambert;0,034380515;882;30,32361454
21018A60-;ROODEBEEK PARC;Woluwe Saint-Lambert;0,010924815;882;9,635686551
21018A19-;STRUYCKBEKEN;Woluwe Saint-Lambert;0,000335334;882;0,295764208
21018A81-;KAPELLEVELD-SUD;Woluwe Saint-Lambert;0,011560184;882;10,19608189
21018A84-;KAPELLEVELD-NORD-EST;Woluwe Saint-Lambert;0,015354748;882;13,5428874
21018A00-;TOMBERG;Woluwe Saint-Lambert;0,02836216;882;25,01542534
21018A43-;ROODEBEEK;Woluwe Saint-Lambert;0,019961172;882;17,60575362
21018A41-;EUROPE;Woluwe Saint-Lambert;0,026261913;882;23,16300741
21018A42-;VERVLOESEM;Woluwe Saint-Lambert;0,022732086;882;20,04969996
21018A01-;SAINT-LAMBERT;Woluwe Saint-Lambert;0,017454995;882;15,39530533
21018A15-;LES SOURCES;Woluwe Saint-Lambert;0,004165196;882;3,673702789
21018A14-;CHANCELLERIE;Woluwe Saint-Lambert;0,021284857;882;18,77324391
21018A13-;GROOTVELD;Woluwe Saint-Lambert;0,00979527;882;8,639428168
21018A12-;STOCKEL (CHAUSSEE DE);Woluwe Saint-Lambert;0,024020473;882;21,18605718
21018A82-;MARIE LA MISERABLE;Woluwe Saint-Lambert;0,010077656;882;8,888492764
21018A83-;KLAKKEDELLE;Woluwe Saint-Lambert;0,016713731;882;14,74151077
21018A87-;SAINT-LUC;Woluwe Saint-Lambert;0,017507942;882;15,44200494
21018A3MJ;GULLEDELLE;Woluwe Saint-Lambert;0,062901518;882;55,47913872
21019A231;KELLE;Woluwe Saint-Pierre;0,024555279;412;10,11677506
21019A242;VENELLES;Woluwe Saint-Pierre;0,026228959;412;10,80633129
21019A252;MONTGOLFIER;Woluwe Saint-Pierre;0,029815417;412;12,2839518
21019A131;KONKEL;Woluwe Saint-Pierre;0,042128921;412;17,35711553
21019A12-;ESCRIME (AVENUE DE L');Woluwe Saint-Pierre;0,014250191;412;5,871078806
21019A45-;HELICE (AVENUE DE L');Woluwe Saint-Pierre;0,023120696;412;9,525726855
21019A52-;DUC (RUE);Woluwe Saint-Pierre;0,032493305;412;13,38724178
21019A51-;COLLEGE SAINT-MICHEL;Woluwe Saint-Pierre;0,041842005;412;17,23890589
21019A04-;EGGERICX (RUE);Woluwe Saint-Pierre;0,025511668;412;10,51080719
