Code;Territoire;Commune;#femmes colloc dans commune;% de femmes de la commune dans secteur stat;#femmes colloc dans secteur stat
21012A851;CONDOR;Molenbeek Saint-Jean;1065;0,015324963;16,32108567
21012A882;DARING;Molenbeek Saint-Jean;1065;0,00533399;5,680699163
21012A22-;BRASILIA;Molenbeek Saint-Jean;1065;0,002933694;3,12438454
21012A13-;BIRMINGHAM-NORD;Molenbeek Saint-Jean;1065;0,014668472;15,6219227
21012A12-;BIRMINGHAM-SUD;Molenbeek Saint-Jean;1065;0,013827343;14,72612014
21012A672;ULENS;Molenbeek Saint-Jean;1065;0,025233875;26,87407681
21012A60-;LAEKENVELD;Molenbeek Saint-Jean;1065;0,05020105;53,46411866
21012A63-;DUBRUCQ-NORD;Molenbeek Saint-Jean;1065;0,023059248;24,55809946
21012A62-;LIBERATEURS;Molenbeek Saint-Jean;1065;0,054591334;58,13977105
21012A511;STEYNS;Molenbeek Saint-Jean;1065;0,031080748;33,10099705
21012A20-;BAECK;Molenbeek Saint-Jean;1065;0,022156573;23,59675037
21012A72-;LAVALLEE;Molenbeek Saint-Jean;1065;0,027470048;29,25560069
21012A611;MEXICO;Molenbeek Saint-Jean;1065;0,016781553;17,87235352
21012A53-;SIPPELBERG;Molenbeek Saint-Jean;1065;0,003590185;3,823547514
21012A54-;DELHAIZE;Molenbeek Saint-Jean;1065;0,033829805;36,028742
21012A50-;BENES;Molenbeek Saint-Jean;1065;0,036455769;38,82539389
21012A71-;PIERS;Molenbeek Saint-Jean;1065;0,037645659;40,09262678
21012A21-;MARIE-JOSE BLOCS;Molenbeek Saint-Jean;1065;0,021007714;22,37321516
21012A2MJ;CHEMIN DE FER;Molenbeek Saint-Jean;1065;0,000635976;0,677314131
21012A152;ETANGS NOIRS;Molenbeek Saint-Jean;1065;0,05729936;61,02381832
21012A52-;NEEP (QUARTIER DU);Molenbeek Saint-Jean;1065;0,041399967;44,09096504
21012A39-;DE RAEDT;Molenbeek Saint-Jean;1065;0,00118989;1,26723289
21012A30-;METTEWIE - IDYLLE;Molenbeek Saint-Jean;1065;0,024351715;25,93457656
21012A23-;MACHTENS-SUD;Molenbeek Saint-Jean;1065;0,039307402;41,86238306
21012A41-;MOORTEBEEK;Molenbeek Saint-Jean;1065;0,017089283;18,20008616
21012A822;KORENBEEK;Molenbeek Saint-Jean;1065;0,050693419;53,98849089
21012A811;MYRTES-NORD;Molenbeek Saint-Jean;1065;0,008719022;9,285758247
21012A141;INDEPENDANCE;Molenbeek Saint-Jean;1065;0,026957164;28,70937962
21012A03-;RANSFORT;Molenbeek Saint-Jean;1065;0,019961431;21,25892418
21012A11-;INDUSTRIE;Molenbeek Saint-Jean;1065;0,013314459;14,17989906
21012A02-;BRUNFAUT (QUARTIER);Molenbeek Saint-Jean;1065;0,009765304;10,40004924
21012A011;CANAL-SUD;Molenbeek Saint-Jean;1065;0,012083538;12,86896849
21012A732;CANAL-NORD;Molenbeek Saint-Jean;1065;0,01304776;13,89586411
21013A242;BETHLEEM (PLACE DE);Saint-Gilles;1470;0,034975645;51,41419788
21013A102;PARVIS;Saint-Gilles;1470;0,008105087;11,91447736
21013A101;PARVIS;Saint-Gilles;1470;0,051265671;75,36053661
21013A13-;DETHY (RUE);Saint-Gilles;1470;0,045116985;66,32196758
21013A121;GUILLAUME TELL-SUD;Saint-Gilles;1470;0,016609439;24,41587479
21013A422;CRICKX (RUE);Saint-Gilles;1470;0,057414358;84,39910565
21013A11-;PARME (RUE DE);Saint-Gilles;1470;0,03341851;49,12520961
21013A01-;ESPAGNE (RUE D');Saint-Gilles;1470;0,068873273;101,2437116
21013A04-;PRISON;Saint-Gilles;1470;0,035414837;52,05980995
21013A623;FRANCE (RUE DE);Saint-Gilles;1470;0,001078016;1,584684181
21013A201;ANGLETERRE (RUE D');Saint-Gilles;1470;0,04355985;64,03297932
21013A252;DANEMARK (RUE DE);Saint-Gilles;1470;0,040764992;59,92453885
21013A23-;ROI (AVENUE DU);Saint-Gilles;1470;0,030543799;44,89938513
21013A02-;CAPOUILLET (RUE);Saint-Gilles;1470;0,066238122;97,37003913
21013A2MJ;GARE DU MIDI;Saint-Gilles;1470;0,000598898;0,880380101
21013A612;JAMAR;Saint-Gilles;1470;0,005749421;8,451648966
21013A22-;REGIES;Saint-Gilles;1470;0,072985706;107,2889883
21013A211;FONTAINAS;Saint-Gilles;1470;0,047153238;69,31525992
21013A052;FAIDER (RUE);Saint-Gilles;1470;0,027589236;40,55617663
21013A151;METAL (RUE DU);Saint-Gilles;1470;0,038928372;57,22470654
21013A522;RUE D'ECOSSE;Saint-Gilles;1470;0,038089915;55,9921744
21013A40-;BARRIERE;Saint-Gilles;1470;0,041164258;60,51145892
21013A41-;VILLAS (AVENUE DES);Saint-Gilles;1470;0,054819133;80,58412521
21013A031;AMAZONE (RUE DE);Saint-Gilles;1470;0,029904975;43,96031302
21013A00-;HOTEL DE VILLE;Saint-Gilles;1470;0,07294578;107,2302963
21013A51-;TOISON D'OR (AVENUE);Saint-Gilles;1470;0,035893955;52,76411403
21014A00-;PLACE SAINT-JOSSE;Saint-Josse-ten-Noode;608;0,122856276;74,69661557
21014A02-;CHARITE;Saint-Josse-ten-Noode;608;0,066626195;40,50872667
21014A14-;PRAIRIE;Saint-Josse-ten-Noode;608;0,046365154;28,19001366
21014A2MJ;NORD;Saint-Josse-ten-Noode;608;0,000227652;0,138412506
21014A41-;BOSSUET;Saint-Josse-ten-Noode;608;0,146759751;89,22992867
21014A10-;SAINT-FRANCOIS;Saint-Josse-ten-Noode;608;0,098269844;59,74806496
21014A13-;ROGIER;Saint-Josse-ten-Noode;608;0;0
21014A03-;MADOU;Saint-Josse-ten-Noode;608;0,044012749;26,7597511
21014A12-;SAINT-LAZARE;Saint-Josse-ten-Noode;608;0,010320231;6,274700258
21014A01-;STEURS;Saint-Josse-ten-Noode;608;0,04348156;26,43678859
21014A04-;HAECHT (CHAUSSEE DE);Saint-Josse-ten-Noode;608;0,117392624;71,37471543
21014A05-;HOUWAERT;Saint-Josse-ten-Noode;608;0,282895735;172,0006071
21014A18-;JARDIN BOTANIQUE;Saint-Josse-ten-Noode;608;0;0
21014A3MJ;MANHATTAN;Saint-Josse-ten-Noode;608;0,019350433;11,76506298
21015A50-;OPALE;Schaerbeek;2303;0,040019748;92,16547979
21015A77-;R.T.B.;Schaerbeek;2303;0,015977978;36,79728315
21015A73-;H. EVENEPOEL (RUE);Schaerbeek;2303;0,010592143;24,39370456
21015A782;CIMETIERE DE SAINT-JOSSE;Schaerbeek;2303;0,002139373;4,92697705
21015A31-;PATRIE;Schaerbeek;2303;0,0192394;44,30833907
21015A36-;CAMBIER (AVENUE E.);Schaerbeek;2303;0,014736244;33,93756919
21015A70-;P. HYMANS (RUE);Schaerbeek;2303;0,014915772;34,35102181
21015A721;F. COURTENS (AVENUE);Schaerbeek;2303;0,007959068;18,3297328
