Hour;Min;position;regression;proba
0;0;0;0;0,00
0;1;1;0;0,00
0;2;2;0;0,00
0;3;3;0;0,00
0;4;4;0;0,00
0;5;5;0;0,00
0;6;6;0;0,00
0;7;7;0;0,00
0;8;8;0;0,00
0;9;9;0;0,00
0;10;10;0;0,00
0;11;11;0;0,00
0;12;12;0;0,00
0;13;13;0;0,00
0;14;14;0;0,00
0;15;15;0;0,00
0;16;16;0;0,00
0;17;17;0;0,00
0;18;18;0;0,00
0;19;19;0;0,00
0;20;20;0;0,00
0;21;21;0;0,00
0;22;22;0;0,00
0;23;23;0;0,00
0;24;24;0;0,00
0;25;25;0;0,00
0;26;26;0;0,00
0;27;27;0;0,00
0;28;28;0;0,00
0;29;29;0;0,00
0;30;30;0;0,00
0;31;31;0;0,00
0;32;32;0;0,00
0;33;33;0;0,00
0;34;34;0;0,00
0;35;35;0;0,00
0;36;36;0;0,00
0;37;37;0;0,00
0;38;38;0;0,00
0;39;39;0;0,00
0;40;40;0;0,00
0;41;41;0;0,00
0;42;42;0;0,00
0;43;43;0;0,00
0;44;44;0;0,00
0;45;45;0;0,00
0;46;46;0;0,00
0;47;47;0;0,00
0;48;48;0;0,00
0;49;49;0;0,00
0;50;50;0;0,00
0;51;51;0;0,00
0;52;52;0;0,00
0;53;53;0;0,00
0;54;54;0;0,00
0;55;55;0;0,00
0;56;56;0;0,00
0;57;57;0;0,00
0;58;58;0;0,00
0;59;59;0;0,00
1;0;60;0;0,00
1;1;61;0;0,00
1;2;62;0;0,00
1;3;63;0;0,00
1;4;64;0;0,00
1;5;65;0;0,00
1;6;66;0;0,00
1;7;67;0;0,00
1;8;68;0;0,00
1;9;69;0;0,00
1;10;70;0;0,00
1;11;71;0;0,00
1;12;72;0;0,00
1;13;73;0;0,00
1;14;74;0;0,00
1;15;75;0;0,00
1;16;76;0;0,00
1;17;77;0;0,00
1;18;78;0;0,00
1;19;79;0;0,00
1;20;80;0;0,00
1;21;81;0;0,00
1;22;82;0;0,00
1;23;83;0;0,00
1;24;84;0;0,00
1;25;85;0;0,00
1;26;86;0;0,00
1;27;87;0;0,00
1;28;88;0;0,00
1;29;89;0;0,00
1;30;90;0;0,00
1;31;91;0;0,00
1;32;92;0;0,00
1;33;93;0;0,00
1;34;94;0;0,00
1;35;95;0;0,00
1;36;96;0;0,00
1;37;97;0;0,00
1;38;98;0;0,00
1;39;99;0;0,00
1;40;100;0;0,00
1;41;101;0;0,00
1;42;102;0;0,00
1;43;103;0;0,00
1;44;104;0;0,00
1;45;105;0;0,00
1;46;106;0;0,00
1;47;107;0;0,00
1;48;108;0;0,00
1;49;109;0;0,00
1;50;110;0;0,00
1;51;111;0;0,00
1;52;112;0;0,00
1;53;113;0;0,00
1;54;114;0;0,00
1;55;115;0;0,00
1;56;116;0;0,00
1;57;117;0;0,00
1;58;118;0;0,00
1;59;119;0;0,00
2;0;120;0;0,00
2;1;121;0;0,00
2;2;122;0;0,00
2;3;123;0;0,00
2;4;124;0;0,00
2;5;125;0;0,00
2;6;126;0;0,00
2;7;127;0;0,00
2;8;128;0;0,00
2;9;129;0;0,00
2;10;130;0;0,00
2;11;131;0;0,00
2;12;132;0;0,00
2;13;133;0;0,00
2;14;134;0;0,00
2;15;135;0;0,00
2;16;136;0;0,00
2;17;137;0;0,00
2;18;138;0;0,00
2;19;139;0;0,00
2;20;140;0;0,00
2;21;141;0;0,00
2;22;142;0;0,00
2;23;143;0;0,00
2;24;144;0;0,00
2;25;145;0;0,00
2;26;146;0;0,00
2;27;147;0;0,00
2;28;148;0;0,00
2;29;149;0;0,00
2;30;150;0;0,00
2;31;151;0;0,00
2;32;152;0;0,00
2;33;153;0;0,00
2;34;154;0;0,00
2;35;155;0;0,00
2;36;156;0;0,00
2;37;157;0;0,00
2;38;158;0;0,00
2;39;159;0;0,00
2;40;160;0;0,00
2;41;161;0;0,00
2;42;162;0;0,00
2;43;163;0;0,00
2;44;164;0;0,00
2;45;165;0;0,00
2;46;166;0;0,00
2;47;167;0;0,00
2;48;168;0;0,00
2;49;169;0;0,00
2;50;170;0;0,00
2;51;171;0;0,00
2;52;172;0;0,00
2;53;173;0;0,00
2;54;174;0;0,00
2;55;175;0;0,00
2;56;176;0;0,00
2;57;177;0;0,00
2;58;178;0;0,00
2;59;179;0;0,00
3;0;180;0;0,00
3;1;181;0,021893939;0,00
3;2;182;0,043787879;0,00
3;3;183;0,065681818;0,00
3;4;184;0,087575758;0,00
3;5;185;0,109469697;0,00
3;6;186;0,131363636;0,00
3;7;187;0,153257576;0,00
3;8;188;0,175151515;0,00
3;9;189;0,197045455;0,00
3;10;190;0,218939394;0,00
3;11;191;0,240833333;0,00
3;12;192;0,262727273;0,00
3;13;193;0,284621212;0,00
3;14;194;0,306515152;0,01
3;15;195;0,328409091;0,01
3;16;196;0,35030303;0,01
3;17;197;0,37219697;0,01
3;18;198;0,394090909;0,01
3;19;199;0,415984848;0,01
3;20;200;0,437878788;0,01
3;21;201;0,459772727;0,01
3;22;202;0,481666667;0,01
3;23;203;0,503560606;0,01
3;24;204;0,525454545;0,01
3;25;205;0,547348485;0,01
3;26;206;0,569242424;0,01
3;27;207;0,591136364;0,01
3;28;208;0,613030303;0,01
3;29;209;0,634924242;0,01
3;30;210;0,656818182;0,01
3;31;211;0,678712121;0,01
3;32;212;0,700606061;0,01
3;33;213;0,7225;0,01
3;34;214;0,744393939;0,01
3;35;215;0,766287879;0,01
3;36;216;0,788181818;0,01
3;37;217;0,810075758;0,01
3;38;218;0,831969697;0,01
3;39;219;0,853863636;0,01
3;40;220;0,875757576;0,01
3;41;221;0,897651515;0,01
3;42;222;0,919545455;0,02
3;43;223;0,941439394;0,02
3;44;224;0,963333333;0,02
3;45;225;0,985227273;0,02
3;46;226;1,007121212;0,02
3;47;227;1,029015152;0,02
3;48;228;1,050909091;0,02
3;49;229;1,07280303;0,02
3;50;230;1,09469697;0,02
3;51;231;1,116590909;0,02
3;52;232;1,138484848;0,02
3;53;233;1,160378788;0,02
3;54;234;1,182272727;0,02
3;55;235;1,204166667;0,02
3;56;236;1,226060606;0,02
3;57;237;1,247954545;0,02
3;58;238;1,269848485;0,02
3;59;239;1,291742424;0,02
4;0;240;1,313636364;0,02
4;1;241;1,386868687;0,02
4;2;242;1,46010101;0,02
4;3;243;1,533333333;0,03
4;4;244;1,606565657;0,03
4;5;245;1,67979798;0,03
4;6;246;1,753030303;0,03
4;7;247;1,826262626;0,03
4;8;248;1,899494949;0,03
4;9;249;1,972727273;0,03
4;10;250;2,045959596;0,03
4;11;251;2,119191919;0,04
4;12;252;2,192424242;0,04
4;13;253;2,265656566;0,04
4;14;254;2,338888889;0,04
4;15;255;2,412121212;0,04
4;16;256;2,485353535;0,04
4;17;257;2,558585859;0,04
4;18;258;2,631818182;0,04
4;19;259;2,705050505;0,05
4;20;260;2,778282828;0,05
4;21;261;2,851515152;0,05
4;22;262;2,924747475;0,05
4;23;263;2,997979798;0,05
4;24;264;3,071212121;0,05
4;25;265;3,144444444;0,05
4;26;266;3,217676768;0,05
4;27;267;3,290909091;0,05
4;28;268;3,364141414;0,06
4;29;269;3,437373737;0,06
4;30;270;3,510606061;0,06
4;31;271;3,583838384;0,06
4;32;272;3,657070707;0,06
4;33;273;3,73030303;0,06
4;34;274;3,803535354;0,06
4;35;275;3,876767677;0,06
4;36;276;3,95;0,07
4;37;277;4,023232323;0,07
4;38;278;4,096464646;0,07
4;39;279;4,16969697;0,07
4;40;280;4,242929293;0,07
4;41;281;4,316161616;0,07
4;42;282;4,389393939;0,07
4;43;283;4,462626263;0,07
4;44;284;4,535858586;0,08
4;45;285;4,609090909;0,08
4;46;286;4,682323232;0,08
4;47;287;4,755555556;0,08
4;48;288;4,828787879;0,08
4;49;289;4,902020202;0,08
4;50;290;4,975252525;0,08
4;51;291;5,048484848;0,08
4;52;292;5,121717172;0,09
4;53;293;5,194949495;0,09
4;54;294;5,268181818;0,09
4;55;295;5,341414141;0,09
4;56;296;5,414646465;0,09
4;57;297;5,487878788;0,09
4;58;298;5,561111111;0,09
4;59;299;5,634343434;0,09
5;0;300;5,707575758;0,10
5;1;301;5,876767677;0,10
5;2;302;6,045959596;0,10
5;3;303;6,215151515;0,10
5;4;304;6,384343434;0,11
5;5;305;6,553535354;0,11
5;6;306;6,722727273;0,11
5;7;307;6,891919192;0,11
5;8;308;7,061111111;0,12
5;9;309;7,23030303;0,12
5;10;310;7,399494949;0,12
5;11;311;7,568686869;0,13
5;12;312;7,737878788;0,13
5;13;313;7,907070707;0,13
5;14;314;8,076262626;0,13
5;15;315;8,245454545;0,14
5;16;316;8,414646465;0,14
5;17;317;8,583838384;0,14
5;18;318;8,753030303;0,15
5;19;319;8,922222222;0,15
5;20;320;9,091414141;0,15
5;21;321;9,260606061;0,15
5;22;322;9,42979798;0,16
5;23;323;9,598989899;0,16
5;24;324;9,768181818;0,16
5;25;325;9,937373737;0,17
5;26;326;10,10656566;0,17
5;27;327;10,27575758;0,17
5;28;328;10,44494949;0,17
5;29;329;10,61414141;0,18
5;30;330;10,78333333;0,18
5;31;331;10,95252525;0,18
5;32;332;11,12171717;0,19
5;33;333;11,29090909;0,19
5;34;334;11,46010101;0,19
5;35;335;11,62929293;0,19
5;36;336;11,79848485;0,20
5;37;337;11,96767677;0,20
5;38;338;12,13686869;0,20
5;39;339;12,30606061;0,21
5;40;340;12,47525253;0,21
5;41;341;12,64444444;0,21
5;42;342;12,81363636;0,21
5;43;343;12,98282828;0,22
5;44;344;13,1520202;0,22
5;45;345;13,32121212;0,22
5;46;346;13,49040404;0,22
5;47;347;13,65959596;0,23
5;48;348;13,82878788;0,23
5;49;349;13,9979798;0,23
5;50;350;14,16717172;0,24
5;51;351;14,33636364;0,24
5;52;352;14,50555556;0,24
5;53;353;14,67474747;0,24
5;54;354;14,84393939;0,25
5;55;355;15,01313131;0,25
5;56;356;15,18232323;0,25
5;57;357;15,35151515;0,26
5;58;358;15,52070707;0,26
5;59;359;15,68989899;0,26
6;0;360;15,85909091;0,26
6;1;361;16,10909091;0,27
6;2;362;16,35909091;0,27
6;3;363;16,60909091;0,28
6;4;364;16,85909091;0,28
6;5;365;17,10909091;0,29
6;6;366;17,35909091;0,29
6;7;367;17,60909091;0,29
6;8;368;17,85909091;0,30
6;9;369;18,10909091;0,30
6;10;370;18,35909091;0,31
6;11;371;18,60909091;0,31
6;12;372;18,85909091;0,31
6;13;373;19,10909091;0,32
6;14;374;19,35909091;0,32
6;15;375;19,60909091;0,33
6;16;376;19,85909091;0,33
6;17;377;20,10909091;0,34
6;18;378;20,35909091;0,34
6;19;379;20,60909091;0,34
6;20;380;20,85909091;0,35
6;21;381;21,10909091;0,35
6;22;382;21,35909091;0,36
6;23;383;21,60909091;0,36
6;24;384;21,85909091;0,36
6;25;385;22,10909091;0,37
6;26;386;22,35909091;0,37
6;27;387;22,60909091;0,38
6;28;388;22,85909091;0,38
6;29;389;23,10909091;0,39
6;30;390;23,35909091;0,39
6;31;391;23,60909091;0,39
6;32;392;23,85909091;0,40
6;33;393;24,10909091;0,40
6;34;394;24,35909091;0,41
6;35;395;24,60909091;0,41
6;36;396;24,85909091;0,41
6;37;397;25,10909091;0,42
6;38;398;25,35909091;0,42
6;39;399;25,60909091;0,43
6;40;400;25,85909091;0,43
6;41;401;26,10909091;0,44
6;42;402;26,35909091;0,44
6;43;403;26,60909091;0,44
6;44;404;26,85909091;0,45
6;45;405;27,10909091;0,45
6;46;406;27,35909091;0,46
6;47;407;27,60909091;0,46
6;48;408;27,85909091;0,46
6;49;409;28,10909091;0,47
6;50;410;28,35909091;0,47
6;51;411;28,60909091;0,48
6;52;412;28,85909091;0,48
6;53;413;29,10909091;0,49
6;54;414;29,35909091;0,49
6;55;415;29,60909091;0,49
6;56;416;29,85909091;0,50
6;57;417;30,10909091;0,50
6;58;418;30,35909091;0,51
6;59;419;30,60909091;0,51
7;0;420;30,85909091;0,51
7;1;421;30,69747475;0,51
7;2;422;30,53585859;0,51
7;3;423;30,37424242;0,51
7;4;424;30,21262626;0,50
7;5;425;30,0510101;0,50
7;6;426;29,88939394;0,50
7;7;427;29,72777778;0,50
7;8;428;29,56616162;0,49
7;9;429;29,40454545;0,49
7;10;430;29,24292929;0,49
7;11;431;29,08131313;0,48
7;12;432;28,91969697;0,48
7;13;433;28,75808081;0,48
7;14;434;28,59646465;0,48
7;15;435;28,43484848;0,47
7;16;436;28,27323232;0,47
7;17;437;28,11161616;0,47
7;18;438;27,95;0,47
7;19;439;27,78838384;0,46
7;20;440;27,62676768;0,46
7;21;441;27,46515152;0,46
7;22;442;27,30353535;0,46
7;23;443;27,14191919;0,45
7;24;444;26,98030303;0,45
7;25;445;26,81868687;0,45
7;26;446;26,65707071;0,44
7;27;447;26,49545455;0,44
7;28;448;26,33383838;0,44
7;29;449;26,17222222;0,44
7;30;450;26,01060606;0,43
7;31;451;25,8489899;0,43
7;32;452;25,68737374;0,43
7;33;453;25,52575758;0,43
7;34;454;25,36414141;0,42
7;35;455;25,20252525;0,42
7;36;456;25,04090909;0,42
7;37;457;24,87929293;0,41
7;38;458;24,71767677;0,41
7;39;459;24,55606061;0,41
7;40;460;24,39444444;0,41
7;41;461;24,23282828;0,40
7;42;462;24,07121212;0,40
7;43;463;23,90959596;0,40
7;44;464;23,7479798;0,40
7;45;465;23,58636364;0,39
7;46;466;23,42474747;0,39
7;47;467;23,26313131;0,39
7;48;468;23,10151515;0,39
7;49;469;22,93989899;0,38
7;50;470;22,77828283;0,38
7;51;471;22,61666667;0,38
7;52;472;22,45505051;0,37
7;53;473;22,29343434;0,37
7;54;474;22,13181818;0,37
7;55;475;21,97020202;0,37
7;56;476;21,80858586;0,36
7;57;477;21,6469697;0,36
7;58;478;21,48535354;0,36
7;59;479;21,32373737;0,36
8;0;480;21,16212121;0,35
8;1;481;20,88434343;0,35
8;2;482;20,60656566;0,34
8;3;483;20,32878788;0,34
8;4;484;20,0510101;0,33
8;5;485;19,77323232;0,33
8;6;486;19,49545455;0,32
8;7;487;19,21767677;0,32
8;8;488;18,93989899;0,32
8;9;489;18,66212121;0,31
8;10;490;18,38434343;0,31
8;11;491;18,10656566;0,30
8;12;492;17,82878788;0,30
8;13;493;17,5510101;0,29
8;14;494;17,27323232;0,29
8;15;495;16,99545455;0,28
8;16;496;16,71767677;0,28
8;17;497;16,43989899;0,27
8;18;498;16,16212121;0,27
8;19;499;15,88434343;0,26
8;20;500;15,60656566;0,26
8;21;501;15,32878788;0,26
8;22;502;15,0510101;0,25
8;23;503;14,77323232;0,25
8;24;504;14,49545455;0,24
8;25;505;14,21767677;0,24
8;26;506;13,93989899;0,23
8;27;507;13,66212121;0,23
8;28;508;13,38434343;0,22
8;29;509;13,10656566;0,22
8;30;510;12,82878788;0,21
8;31;511;12,5510101;0,21
8;32;512;12,27323232;0,20
8;33;513;11,99545455;0,20
8;34;514;11,71767677;0,20
8;35;515;11,43989899;0,19
8;36;516;11,16212121;0,19
8;37;517;10,88434343;0,18
8;38;518;10,60656566;0,18
8;39;519;10,32878788;0,17
8;40;520;10,0510101;0,17
8;41;521;9,773232323;0,16
8;42;522;9,495454545;0,16
8;43;523;9,217676768;0,15
8;44;524;8,93989899;0,15
8;45;525;8,662121212;0,14
8;46;526;8,384343434;0,14
8;47;527;8,106565657;0,14
8;48;528;7,828787879;0,13
8;49;529;7,551010101;0,13
8;50;530;7,273232323;0,12
8;51;531;6,995454545;0,12
8;52;532;6,717676768;0,11
8;53;533;6,43989899;0,11
8;54;534;6,162121212;0,10
8;55;535;5,884343434;0,10
8;56;536;5,606565657;0,09
