,Coord,PKUID,OBJECTID,CD_SECTOR,TX_SECTOR_DESCR_FR,CD_SUB_MUNTY,CD_MUNTY_REFNIS,TX_MUNTY_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_FR,CD_NUTS1,CD_NUTS2,CD_NUTS3
363,"150756.9531000033,167540.0625 150792.96880000085,167492.70309999958 150948.84380000085,167332.67190000042 150714.2031000033,167094.82809999958 150712.3281000033,167093.09380000085 150694.25020000339,167122.7666000016 150653.46570000052,167116.31599999964 150646.0217999965,167159.77910000086 150669.55569999665,167163.29989999905 150663.7031000033,167172.90630000085 150605.0,167273.29690000042 150600.30279999971,167281.49329999834 150601.64750000089,167285.97560000047 150592.70709999651,167301.30209999904 150583.97950000316,167315.13850000128 150580.14790000021,167321.52459999919 150567.80160000175,167341.32119999826 150558.64829999954,167356.22199999914 150553.96519999951,167363.24659999833 150553.38549999893,167363.36259999871 150530.5,167403.29690000042 150521.59380000085,167417.64059999958 150555.8281000033,167517.67190000042 150543.34380000085,167605.03130000085 150532.5468999967,167620.15630000085 150471.9843999967,167687.89059999958 150433.0625,167731.67190000042 150448.84380000085,167738.04690000042 150467.1093999967,167746.28130000085 150571.40630000085,167784.0625 150756.9531000033,167540.0625",2632,2361,21009A23-,ETOILE (ROND POINT DE L'),21009A2,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
364,"151876.4218999967,167476.17190000042 151874.1718999967,167473.92190000042 151874.0156000033,167469.01559999958 151872.5,167471.09380000085 151794.90630000085,167416.59380000085 151855.5,167336.5 151908.5,167275.59380000085 151949.2031000033,167214.20309999958 151974.7031000033,167182.29690000042 151978.125,167176.96880000085 151964.125,167164.35940000042 151961.1875,167169.51559999958 151899.1406000033,167130.73440000042 151824.25,167102.65630000085 151774.3281000033,167093.29690000042 151749.3593999967,167133.85940000042 151549.8593999967,167008.8125 151515.3281000033,167049.60940000042 151496.6093999967,167130.73440000042 151509.09380000085,167211.875 151491.8593999967,167252.1875 151600.7031000033,167319.98440000042 151686.84380000085,167366.73440000042 151787.375,167429.42190000042 151824.71880000085,167452.70309999958 151832.5468999967,167456.84380000085 151870.125,167483.51559999958 151876.4218999967,167476.17190000042",2633,2362,21009A29-,CIMETIERE,21009A2,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
365,"152113.90630000085,168172.79690000042 152173.90630000085,168104.70309999958 152235.5,168034.20309999958 152295.09380000085,167969.79690000042 152363.2031000033,167902.40630000085 152412.59380000085,167838.40630000085 152439.2031000033,167771.40630000085 152458.2031000033,167700.90630000085 152451.2031000033,167642.90630000085 152435.59380000085,167574.29690000042 152424.34380000085,167553.375 152405.7968999967,167518.90630000085 152364.2968999967,167464.0 152320.2968999967,167424.79690000042 152240.2031000033,167387.0 152163.59380000085,167378.20309999958 152101.59380000085,167382.70309999958 152024.01200000197,167408.03029999882 151998.34139999747,167422.41710000113 151997.55089999735,167417.2789000012 151995.179399997,167403.4452 151998.73659999669,167395.54030000046 152024.82289999723,167349.69170000032 152031.54619999975,167336.565200001 152033.12309999764,167333.48649999872 152029.56589999795,167331.51029999927 152028.85840000212,167331.16180000082 152003.0842999965,167318.46719999984 151989.24329999834,167311.87620000169 151874.0156000033,167469.01559999958 151874.1718999967,167473.92190000042 151876.4218999967,167476.17190000042 151870.125,167483.51559999958 151832.5468999967,167456.84380000085 151824.71880000085,167452.70309999958 151822.3125,167455.20309999958 151798.34380000085,167479.98440000042 151524.6875,167876.5 151515.3281000033,167917.07809999958 151458.40630000085,167999.20309999958 151515.3125,168042.5625 151682.59380000085,168170.0 151924.7031000033,168359.79690000042 152113.90630000085,168172.79690000042",2634,2363,21009A2MJ,CAMPUS UNIVERSITAIRE,21009A2,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
366,"151719.71880000085,166528.51559999958 151691.625,166450.5 151643.5625,166402.4375 151646.3125,166393.09380000085 151656.65630000085,166357.9375 151655.5625,166357.17190000042 151588.65630000085,166310.09380000085 151404.5625,166185.26559999958 151315.125,166180.34380000085 151315.125,166177.0625 151309.8593999967,166177.23440000042 151309.62810000032,166182.74980000034 151307.64339999855,166182.60799999908 151306.00990000367,166193.1352000013 151305.28379999846,166202.57339999825 151302.01680000126,166233.066199999 151299.55290000141,166257.27129999921 151298.761,166265.05059999973 151296.5148999989,166284.95939999819 151293.65619999915,166313.03590000048 151291.5121999979,166334.78229999915 151290.62569999695,166342.80350000039 151354.6406000033,166372.5 151495.0468999967,166453.625 151707.7031000033,166582.57809999958 151719.71880000085,166528.51559999958",2635,2364,21009A301,BOONDAEL-NORD,21009A3,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
367,"151807.90630000085,166627.29690000042 151822.2031000033,166603.0 151846.59380000085,166587.79690000042 151901.2968999967,166560.375 151844.53130000085,166531.625 151747.7968999967,166441.14059999958 151662.625,166362.60940000042 151660.5,166360.64059999958 151656.65630000085,166357.9375 151646.3125,166393.09380000085 151643.5625,166402.4375 151691.625,166450.5 151719.71880000085,166528.51559999958 151707.7031000033,166582.57809999958 151800.75,166639.57809999958 151807.90630000085,166627.29690000042",2636,2365,21009A311,TREILLE (RUE DE LA),21009A3,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
368,"151618.2968999967,166927.92190000042 151663.1718999967,166851.65630000085 151677.96880000085,166826.51559999958 151680.96880000085,166821.98440000042 151696.2968999967,166798.79690000042 151744.7031000033,166727.79690000042 151775.2968999967,166684.70309999958 151791.59380000085,166655.29690000042 151800.75,166639.57809999958 151707.7031000033,166582.57809999958 151495.0468999967,166453.625 151354.6406000033,166372.5 151290.62569999695,166342.80350000039 151289.36819999665,166354.18059999868 151287.7346,166370.10759999976 151286.30529999733,166379.29630000144 151284.67180000246,166388.58700000122 151282.93609999865,166396.34629999846 151279.3628000021,166411.45659999922 151277.11659999937,166420.03269999847 151267.9280000031,166449.02800000086 151264.25249999762,166458.93129999936 151258.94349999726,166472.61219999939 151254.96180000156,166481.80090000108 151246.99830000103,166499.25930000097 151238.42220000178,166519.16809999943 151235.46140000224,166527.33579999954 151233.96280000359,166527.84670000151 151230.90630000085,166535.90630000085 151206.2968999967,166604.40630000085 151197.26439999789,166613.40329999849 151192.69839999825,166624.53299999982 151188.33780000359,166634.58659999818 151181.31239999831,166651.66569999978 151174.65030000359,166667.77580000088 151168.1093999967,166688.97320000082 151163.86990000308,166705.08329999819 151163.21220000088,166707.64079999924 151161.97399999946,166721.92269999906 151161.44730000198,166722.64689999819 151161.32620000094,166744.45 151161.08389999717,166753.41349999979 151160.23600000143,166765.64750000089 151159.75150000304,166773.88419999927 151159.2669999972,166777.88149999827 151157.20780000091,166785.87590000033 151151.99930000305,166807.43679999933 151148.72879999876,166819.42850000039 151148.36140000075,166820.307 151245.4218999967,166871.75 151360.875,166915.4375 151513.7656000033,166949.76559999958 151584.5625,166952.28130000085 151618.2968999967,166927.92190000042",2637,2366,21009A33-,SAINT-ADRIEN,21009A3,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
369,"152007.2968999967,167131.59380000085 152035.2968999967,167067.09380000085 152063.90630000085,166988.90630000085 152060.40630000085,166973.70309999958 152021.7968999967,166978.70309999958 151968.09380000085,166960.29690000042 151905.2031000033,166939.90630000085 151781.90630000085,166897.5 151663.1718999967,166851.65630000085 151618.2968999967,166927.92190000042 151584.5625,166952.28130000085 151549.8593999967,167008.8125 151749.3593999967,167133.85940000042 151774.3281000033,167093.29690000042 151824.25,167102.65630000085 151899.1406000033,167130.73440000042 151961.1875,167169.51559999958 151964.125,167164.35940000042 151978.125,167176.96880000085 152007.2968999967,167131.59380000085",2638,2367,21009A34-,STADE COMMUNAL,21009A3,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
370,"149585.84380000085,167934.48440000042 149596.84380000085,167928.98440000042 149605.09380000085,167928.98440000042 149619.59380000085,167932.84380000085 149625.71880000085,167934.48440000042 149633.96880000085,167933.10940000042 149790.3125,167857.1875 149837.9531000033,167836.34380000085 149847.9375,167831.98440000042 149846.25,167821.26559999958 149826.4843999967,167696.1875 149820.1406000033,167594.59380000085 149839.1875,167466.34380000085 149848.7343999967,167397.0625 149849.34380000085,167392.6875 149364.4218999967,167736.65630000085 149360.5781000033,167739.375 149359.09380000085,167740.82809999958 149377.4375,167756.95309999958 149583.1406000033,167937.64059999958 149585.84380000085,167934.48440000042",2639,2368,21009A40-,MELEZES,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
371,"150063.2031000033,167647.40630000085 150074.5,167579.29690000042 150080.21400000155,167558.18699999899 150081.15609999746,167552.06300000101 150085.5577000007,167530.34849999845 150090.83959999681,167503.49879999831 150095.68140000105,167479.73020000011 150097.58869999647,167469.16629999876 150102.28369999677,167447.7452000007 150108.15250000358,167416.20050000027 150109.47299999744,167406.37029999867 150110.940200001,167395.21959999949 150113.28769999743,167375.99929999933 150115.19510000199,167361.76749999821 150116.0754000023,167353.40439999849 150121.94420000166,167308.50820000097 150122.23759999871,167305.86719999835 150123.70480000228,167294.86320000142 150125.90559999645,167277.40359999985 150128.69330000132,167253.78170000017 150130.15690000355,167241.48710000142 150130.11110000312,167241.15410000086 150130.84730000049,167236.87040000036 150130.9124,167236.49170000106 150131.9028000012,167228.65139999986 150134.13109999895,167210.82490000129 150135.20400000364,167202.90199999884 150132.48049999774,167202.07669999823 150103.01730000228,167194.56650000066 150102.66860000044,167195.67080000043 150042.24390000105,167179.20899999887 150041.07240000367,167179.2333999984 150016.07680000365,167173.20340000093 149983.10580000281,167164.83900000155 149955.67119999975,167158.02769999951 149954.31700000167,167163.38019999862 149952.1772999987,167171.7445 149947.62569999695,167170.74159999937 149923.5,167280.90630000085 149954.90630000085,167286.5 149954.40630000085,167311.40630000085 149942.2031000033,167306.29690000042 149941.67390000075,167306.81789999828 149937.3279,167305.40179999918 149936.809799999,167307.3013000004 149935.40299999714,167312.99260000139 149934.91040000319,167314.98559999838 149932.57919999957,167323.44689999893 149932.23380000144,167323.27419999987 149927.83049999923,167322.23809999973 149925.26259999722,167324.21900000051 149925.22110000253,167324.40139999986 149923.07209999859,167325.6294 149921.66719999909,167326.51779999956 149912.63459999859,167332.22960000113 149906.80179999769,167336.06700000167 149897.13170000166,167342.82070000097 149898.97360000014,167356.63509999961 149898.97360000014,167360.93299999833 149895.44330000132,167364.61679999903 149891.24960000068,167369.36969999969 149890.83850000054,167369.83559999987 149883.62430000305,167377.20329999924 149877.63799999654,167382.26859999821 149870.73080000281,167387.18039999902 149862.13509999961,167388.254799999 149855.54110000283,167388.71489999816 149848.7343999967,167397.0625 149839.1875,167466.34380000085 149820.1406000033,167594.59380000085 149826.4843999967,167696.1875 149846.25,167821.26559999958 150063.2031000033,167647.40630000085",2640,2369,21009A41-,SAINT-GEORGES,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
372,"149364.4218999967,167736.65630000085 149849.34380000085,167392.6875 149848.7343999967,167397.0625 149855.54110000283,167388.71489999816 149855.53490000218,167388.7153000012 149843.86940000206,167364.92379999906 149842.02740000188,167362.00739999861 149829.59449999779,167354.94669999927 149827.75249999762,167357.09560000151 149812.71010000259,167348.193 149805.50129999965,167342.82160000131 149776.09380000085,167330.40630000085 149710.09380000085,167299.29690000042 149703.29829999804,167294.89840000123 149696.70499999821,167291.84899999946 149676.78010000288,167282.88280000165 149649.02750000358,167270.50090000033 149637.07249999791,167265.235 149631.23730000108,167264.52340000123 149619.56700000167,167264.09640000015 149607.6120999977,167262.6732 149595.23009999841,167262.2463000007 149583.2752000019,167261.39229999855 149567.47749999911,167260.253800001 149564.48879999667,167270.21620000154 149557.37269999832,167293.84149999917 149554.66860000044,167302.80779999867 149549.54510000348,167320.45560000092 149544.27920000255,167319.03240000084 149522.21949999779,167312.62790000066 149508.55659999698,167308.9276 149490.62420000136,167319.03240000084 149476.10750000179,167327.00230000168 149462.0177000016,167335.39930000156 149449.06650000066,167342.6576000005 149432.41489999741,167351.76619999856 149417.47119999677,167360.16310000047 149402.9544999972,167356.03579999879 149388.01079999655,167351.33920000121 149372.4978,167346.78489999846 149358.69259999692,167342.80000000075 149345.1721,167340.09589999914 149342.18339999765,167355.46649999917 149341.3294999972,167356.88969999924 149337.059799999,167356.32050000131 149328.94749999791,167354.18560000136 149323.01749999821,167352.88100000098 149300.24610000104,167347.94720000029 149292.87210000306,167346.34800000116 149281.96880000085,167397.65630000085 149188.21880000085,167369.4375 149184.5625,167368.32809999958 149179.2656000033,167366.73440000042 149137.2031000033,167386.5 149096.28130000085,167402.21880000085 149040.09380000085,167450.73440000042 149360.5781000033,167739.375 149364.4218999967,167736.65630000085",2641,2370,21009A42-,RENIER CHALON,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
373,"148973.87929999828,168020.09120000154 148980.4375,168015.5 148984.4375,168012.70309999958 148987.70679999888,168010.29060000181 149061.1718999967,167956.07809999958 149359.09380000085,167740.82809999958 149360.5781000033,167739.375 149040.09380000085,167450.73440000042 149010.46880000085,167476.32809999958 148971.4531000033,167558.23440000042 148959.65630000085,167623.17190000042 148958.1718999967,167631.3125 148953.8125,167704.10940000042 148981.3906000033,167781.95309999958 148935.14379999787,167802.361099999 148937.01820000261,167808.7052000016 148938.96609999985,167821.47500000149 148939.52579999715,167823.90049999952 148940.91399999708,167829.91600000113 148945.24279999733,167868.00899999961 148948.27290000021,167895.49659999833 148949.7880000025,167916.0581 148952.81809999794,167969.08529999852 148954.33320000023,167999.17009999976 148954.76600000262,168011.29060000181 148958.44550000131,168016.2687 148962.34130000323,168021.67960000038 148963.26060000062,168021.1294 148965.77639999986,168025.76379999891 148973.87929999828,168020.09120000154",2642,2371,21009A43-,FERNAND NEURAY,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
374,"149151.1406000033,168177.46880000085 149147.0468999967,168174.40630000085 149407.84380000085,168042.85940000042 149413.65630000085,168039.92190000042 149431.125,168031.10940000042 149442.8281000033,168026.60940000042 149572.09380000085,167964.73440000042 149572.6718999967,167960.04690000042 149573.46880000085,167953.73440000042 149577.59380000085,167944.10940000042 149583.1406000033,167937.64059999958 149377.4375,167756.95309999958 149359.09380000085,167740.82809999958 149061.1718999967,167956.07809999958 148987.70679999888,168010.29060000181 148984.4375,168012.70309999958 148980.4375,168015.5 148973.87929999828,168020.09120000154 148965.77639999986,168025.76379999891 148968.31939999759,168030.44830000028 148981.24819999933,168038.83460000157 148986.83910000324,168043.72659999877 149009.43739999831,168056.3916000016 149077.2031000033,168133.59380000085 149114.0,168170.79690000042 149133.31430000067,168179.39609999955 149142.8125,168183.625 149151.1406000033,168177.46880000085",2643,2372,21009A44-,PREVOT,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
375,"149513.2771999985,168444.71429999918 149516.79190000147,168440.836 149523.57900000364,168432.71579999849 149528.66920000315,168427.01960000023 149530.7295999974,168424.71680000052 149533.88069999963,168426.7771999985 149542.97039999813,168432.23099999875 149543.15330000222,168432.33900000155 149553.02979999781,168438.16970000044 149561.75590000302,168443.13870000094 149566.45139999688,168441.2221999988 149567.40630000085,168441.90630000085 149575.82859999686,168437.62469999865 149599.89989999682,168413.55339999869 149608.13530000299,168405.21110000089 149613.58990000188,168398.68699999899 149617.9749,168388.63340000063 149618.72360000014,168338.47230000049 149619.04450000077,168332.16209999844 149627.70769999921,168330.878699999 149629.52589999884,168330.23690000176 149632.30669999868,168328.20479999855 149636.05,168325.9287 149640.86289999634,168322.61989999935 149645.85629999638,168319.73209999874 149676.72569999844,168299.9514000006 149703.5353000015,168282.6963 149704.39090000093,168282.55359999835 149719.36429999769,168254.60319999978 149729.91700000316,168235.63690000027 149731.81949999928,168232.03220000118 149732.09380000085,168231.0 149690.7968999967,168182.20309999958 149706.0,168170.90630000085 149745.15439999849,168138.35570000112 149745.63139999658,168138.32919999957 149749.09570000321,168136.46389999986 149753.75909999758,168133.39930000156 149759.22190000117,168129.93510000035 149767.61609999835,168124.33900000155 149778.0088,168116.34450000152 149775.71320000291,168112.95100000128 149776.5,168112.29690000042 149743.59380000085,168074.70309999958 149881.4843999967,168060.73440000042 149868.7968999967,167984.40630000085 149849.2031000033,167903.09380000085 149837.9531000033,167836.34380000085 149790.3125,167857.1875 149633.96880000085,167933.10940000042 149625.71880000085,167934.48440000042 149619.59380000085,167932.84380000085 149605.09380000085,167928.98440000042 149596.84380000085,167928.98440000042 149585.84380000085,167934.48440000042 149583.1406000033,167937.64059999958 149577.59380000085,167944.10940000042 149573.46880000085,167953.73440000042 149572.6718999967,167960.04690000042 149572.09380000085,167964.73440000042 149442.8281000033,168026.60940000042 149431.125,168031.10940000042 149413.65630000085,168039.92190000042 149407.84380000085,168042.85940000042 149475.2343999967,168137.57809999958 149398.2343999967,168171.23440000042 149400.90630000085,168171.42190000042 149369.4843999967,168183.60940000042 149384.09380000085,168195.28130000085 149382.7656000033,168196.125 149440.9218999967,168259.5625 149435.6406000033,168312.4375 149372.3906000033,168360.51559999958 149398.9218999967,168377.20309999958 149509.31759999692,168449.36690000072 149513.2771999985,168444.71429999918",2644,2373,21009A451,CHATELAIN (PLACE DU)-EST,21009A4,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
376,"150291.5781000033,170024.07809999958 150362.3906000033,170002.14059999958 150285.0468999967,169757.875 150266.2968999967,169698.65630000085 150139.8125,169828.60940000042 149988.9375,169749.20309999958 149920.15630000085,169836.10940000042 149969.59380000085,169873.40630000085 149994.59380000085,169956.0 150240.0,169876.09380000085 150287.0,170025.5 150291.5781000033,170024.07809999958",2645,2374,21009A501,LUXEMBOURG (PLACE DE),21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
377,"150447.09380000085,169726.59380000085 150459.7968999967,169726.70309999958 150504.78130000085,169670.57809999958 150519.90630000085,169651.70309999958 150497.09380000085,169513.29690000042 150422.09380000085,169506.79690000042 150423.8906000033,169496.95309999958 150414.2343999967,169494.20309999958 150372.7343999967,169503.26559999958 150374.875,169601.51559999958 150390.84380000085,169686.67190000042 150432.09380000085,169731.92190000042 150450.65630000085,169738.42190000042 150447.09380000085,169726.59380000085",2646,2375,21009A512,WIERTZ,21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
378,"150759.54800000042,169602.72190000117 150764.04259999841,169601.71860000119 150760.67159999907,169596.92839999869 150759.56289999932,169594.75070000067 150758.1118,169591.90019999817 150754.45489999652,169585.40920000151 150752.18469999731,169581.46330000088 150750.61519999802,169578.73539999872 150747.23260000348,169572.79300000146 150743.5757,169566.30200000107 150740.74159999937,169561.27380000055 150737.74490000308,169556.04690000042 150736.8105000034,169554.41710000113 150733.06220000237,169547.65190000087 150732.78790000081,169537.77829999849 150732.60509999841,169526.80759999901 150735.62200000137,169518.48820000142 150737.90749999881,169512.8200000003 150745.30600000173,169490.6884999983 150751.66260000318,169474.79690000042 150753.54240000248,169470.80240000039 150747.90630000085,169451.40630000085 150747.30789999664,169449.04060000181 150752.45840000361,169434.50470000133 150749.11739999801,169419.40329999849 150740.43079999834,169384.79039999843 150738.15890000015,169373.83179999888 150741.3662,169365.81340000033 150745.50909999758,169358.99769999832 150746.71190000325,169356.59219999984 150746.57819999754,169349.37559999898 150743.63809999824,169340.95630000159 150743.33680000156,169340.08249999955 150742.30170000345,169337.08069999889 150740.43079999834,169331.7351000011 150742.29200000316,169329.96689999849 150722.90630000085,169289.5 150828.0,169236.40630000085 150936.13030000031,169175.3460999988 150939.1296999976,169174.57209999859 150944.15529999882,169171.99139999971 150953.383100003,169166.80079999939 150955.02130000293,169165.87929999828 150954.85559999943,169164.77450000122 150955.7031000033,169164.29690000042 150797.7031000033,168857.78130000085 150798.047499999,168857.75 150797.84340000153,168857.47780000046 150792.88910000026,168850.87200000137 150793.49679999799,168849.51080000028 150792.75,168849.45309999958 150773.46880000085,168839.0625 150757.5156000033,168852.89059999958 150709.71880000085,168915.39059999958 150703.3125,168933.01559999958 150702.375,168935.60940000042 150639.8593999967,169018.34380000085 150588.3906000033,169106.57809999958 150555.2968999967,169174.59380000085 150529.5625,169229.75 150517.2656000033,169217.45309999958 150438.5625,169360.14059999958 150372.5468999967,169494.3125 150372.7343999967,169503.26559999958 150414.2343999967,169494.20309999958 150423.8906000033,169496.95309999958 150505,169490 150548.09380000085,169485.90630000085 150566.04379999638,169488.15630000085 150563.49239999801,169501.42339999974 150610.19489999861,169512.7654 150614.81099999696,169514.08430000022 150621.09210000187,169515.87889999896 150618.56329999864,169527.25840000063 150618.95799999684,169527.34430000186 150617.65720000118,169530.63949999958 150617.08910000324,169532.07880000025 150618.34000000358,169532.4541000016 150635.85350000113,169538.08339999989 150648.98849999905,169541.83630000055 150659.24639999866,169544.9637000002 150664.00010000169,169545.83940000087 150683.01470000297,169549.09189999849 150683.14050000161,169548.79140000045 150685.26640000194,169543.71279999986 150692.52199999988,169548.09109999985 150700.2779000029,169551.84400000051 150711.28639999777,169558.97450000048 150720.79370000213,169565.35440000147 150724.42140000314,169569.1072999984 150731.17660000175,169575.86239999905 150740.93410000205,169586.4956 150748.0645999983,169594.12649999931 150750.55409999937,169599.13769999892 150750.84019999951,169599.7137000002 150754.74549999833,169603.8302000016 150759.54800000042,169602.72190000117",2647,2376,21009A52-,GRAY (RUE),21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
379,"149914.9531000033,169838.70309999958 149918.2968999967,169834.70309999958 149920.15630000085,169836.10940000042 149988.9375,169749.20309999958 150139.8125,169828.60940000042 150266.2968999967,169698.65630000085 150372.5468999967,169494.3125 150270.8281000033,169507.03130000085 150060.40630000085,169459.39059999958 150115.9843999967,169409.76559999958 150021.5,169327.09380000085 149920.4531000033,169409.76559999958 149913.1875,169414.39059999958 149847.03130000085,169469.53130000085 149823.1093999967,169491.17190000042 149813.53130000085,169499.82809999958 149771.34380000085,169561.09380000085 149764.90630000085,169572.0625 149749.8906000033,169597.60940000042 149770.4843999967,169672.04690000042 149805.2031000033,169797.375 149801.71880000085,169797.95309999958 149803.78130000085,169808.51559999958 149809.5,169808.5 149888.0,169870.90630000085 149914.9531000033,169838.70309999958",2648,2377,21009A53-,LONDRES (PLACE DE),21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
380,"149300.99300000072,169611.82530000061 149308.2656000033,169602.15630000085 149304.8593999967,169600.20309999958 149387.34380000085,169507.42190000042 149389.9843999967,169505.57809999958 149390.7968999967,169504.39059999958 149386.1875,169499.39059999958 149354.28130000085,169464.75 149341.5156000033,169432.85940000042 149274.53130000085,169258.35940000042 149278.5156000033,169256.35940000042 149271.6093999967,169241.15630000085 149241.6093999967,169247.6875 149208.6718999967,169255.14059999958 149193.6406000033,169256.875 149189.2343999967,169263.84380000085 149158.96880000085,169309.32809999958 149153.09380000085,169317.76559999958 149133.28130000085,169348.21880000085 149121.17149999738,169366.44619999826 149128.5647,169370.78570000082 149145.84600000083,169381.68939999864 149163.33299999684,169392.38740000129 149147.90330000222,169418.30930000171 149134.942299999,169439.7052000016 149120.129799999,169464.18710000068 149114.36930000037,169473.44489999861 149109.81319999695,169480.10390000045 149109.5468999967,169479.92190000042 149107.09000000358,169484.3414000012 149127.27019999921,169497.18329999968 149151.28400000185,169513.79100000113 149176.19550000131,169530.17419999838 149200.88260000199,169547.0064000003 149223.3254000023,169562.04300000146 149264.6202000007,169590.76979999989 149298.8279,169614.70389999822 149300.99300000072,169611.82530000061",2649,2378,21009A542,EGLISE ANGLICANE,21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
381,"149803.78130000085,169808.51559999958 149801.71880000085,169797.95309999958 149805.2031000033,169797.375 149770.4843999967,169672.04690000042 149749.8906000033,169597.60940000042 149746.4843999967,169603.40630000085 149673.3125,169634.07809999958 149649.5,169558.64059999958 149599.875,169522.90630000085 149594.15630000085,169533.6875 149589.6875,169542.125 149579.125,169566.8125 149550.4218999967,169546.07809999958 149430.7968999967,169448.78130000085 149427.625,169453.57809999958 149397.3281000033,169498.23440000042 149390.7968999967,169504.39059999958 149389.9843999967,169505.57809999958 149387.34380000085,169507.42190000042 149304.8593999967,169600.20309999958 149308.2656000033,169602.15630000085 149300.99300000072,169611.82530000061 149298.8279,169614.70389999822 149332.62189999968,169638.34860000014 149362.02199999988,169659.66930000111 149423.51529999822,169703.8816 149478.27579999715,169742.48330000043 149496.00559999794,169755.94889999926 149499.23950000107,169752.46620000154 149511.7031000033,169761.79690000042 149552.3593999967,169785.0 149594.40630000085,169809.0 149803.78130000085,169808.51559999958",2650,2379,21009A552,PORTE DE NAMUR,21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
382,"150413.46880000085,169986.32809999958 150432.59380000085,169980.40630000085 150504.2968999967,169916.29690000042 150450.65630000085,169738.42190000042 150432.09380000085,169731.92190000042 150390.84380000085,169686.67190000042 150374.875,169601.51559999958 150372.7343999967,169503.26559999958 150372.5468999967,169494.3125 150266.2968999967,169698.65630000085 150285.0468999967,169757.875 150362.3906000033,170002.14059999958 150413.46880000085,169986.32809999958",2651,2380,21009A593,QUARTIER LEOPOLD,21009A5,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
383,"150432.2656000033,168533.46880000085 150419.5,168505.125 150447.4843999967,168482.73440000042 150471.3125,168437.07809999958 150499.1093999967,168383.48440000042 150510.90630000085,168364.71880000085 150380.53130000085,168367.32809999958 150368.09380000085,168365.625 150267.9218999967,168365.65630000085 150262.7343999967,168393.04690000042 150255.25,168463.3125 150242.5,168509.54690000042 150240.8906000033,168511.32809999958 150240.1875,168512.10940000042 150241.7343999967,168513.35940000042 150250.84380000085,168520.70309999958 150288.7343999967,168551.01559999958 150347.75,168579.71880000085 150425.65630000085,168611.15630000085 150429.1718999967,168612.46880000085 150432.2656000033,168533.46880000085",2652,2381,21009A602,BELVEDERE,21009A6,21009,Ixelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
