Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Distance en km;Sum of Compte;Bxl / hors bxl logement;Lieu logement;Code postal logement;Code INS logement;Code INS Arrondissement logement;Commune_from;Commune_to
1000;BRUXELLES;Homme;22;1190;FOREST;21007;21000;9;15;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;22;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;8;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;22;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;5;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;23;1000;BRUXELLES;21004;21000;0;42;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;23;1030;SCHAERBEEK;21015;21000;3;25;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;23;1040;ETTERBEEK;21005;21000;6;8;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;23;1050;IXELLES;21009;21000;8;23;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;23;1060;SAINT-GILLES;21013;21000;7;15;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;23;1070;ANDERLECHT;21001;21000;9;17;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;23;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;24;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;23;1081;KOEKELBERG;21011;21000;5;5;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;23;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;5;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Homme;23;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;23;1090;JETTE;21010;21000;4;9;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;23;1140;EVERE;21006;21000;3;6;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Homme;23;1150;WOLUWE SAINT-PIERRE;21019;21000;8;4;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Homme;23;1160;AUDERGHEM;21002;21000;10;3;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;23;1170;WATERMAEL-BOITSFORT;21017;21000;11;4;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;23;1180;UCCLE;21016;21000;11;17;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;23;1190;FOREST;21007;21000;9;9;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;23;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;7;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;23;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;8;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;24;1000;BRUXELLES;21004;21000;0;40;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;24;1030;SCHAERBEEK;21015;21000;3;19;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;24;1040;ETTERBEEK;21005;21000;6;4;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;24;1050;IXELLES;21009;21000;8;17;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;24;1060;SAINT-GILLES;21013;21000;7;14;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;24;1070;ANDERLECHT;21001;21000;9;12;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;24;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;13;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;24;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;24;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Homme;24;1083;GANSHOREN;21008;21000;5;3;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;24;1090;JETTE;21010;21000;4;9;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;24;1140;EVERE;21006;21000;3;3;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Homme;24;1150;WOLUWE SAINT-PIERRE;21019;21000;8;6;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Homme;24;1160;AUDERGHEM;21002;21000;10;4;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;24;1170;WATERMAEL-BOITSFORT;21017;21000;11;2;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;24;1180;UCCLE;21016;21000;11;8;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;24;1190;FOREST;21007;21000;9;9;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;24;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;2;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;24;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;5;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;25;1000;BRUXELLES;21004;21000;0;21;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;25;1030;SCHAERBEEK;21015;21000;3;6;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;25;1040;ETTERBEEK;21005;21000;6;2;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;25;1050;IXELLES;21009;21000;8;15;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;25;1060;SAINT-GILLES;21013;21000;7;9;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;25;1070;ANDERLECHT;21001;21000;9;5;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;25;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;5;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;25;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;25;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Homme;25;1083;GANSHOREN;21008;21000;5;3;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;25;1090;JETTE;21010;21000;4;4;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;25;1140;EVERE;21006;21000;3;2;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Homme;25;1150;WOLUWE SAINT-PIERRE;21019;21000;8;3;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Homme;25;1160;AUDERGHEM;21002;21000;10;2;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;25;1170;WATERMAEL-BOITSFORT;21017;21000;11;2;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;25;1180;UCCLE;21016;21000;11;5;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;25;1190;FOREST;21007;21000;9;11;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;25;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;5;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;25;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;4;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;26;1000;BRUXELLES;21004;21000;0;31;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;26;1030;SCHAERBEEK;21015;21000;3;9;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;26;1040;ETTERBEEK;21005;21000;6;4;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;26;1050;IXELLES;21009;21000;8;11;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;26;1060;SAINT-GILLES;21013;21000;7;10;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;26;1070;ANDERLECHT;21001;21000;9;7;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;26;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;5;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;26;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;26;1090;JETTE;21010;21000;4;3;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;26;1140;EVERE;21006;21000;3;1;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Homme;26;1150;WOLUWE SAINT-PIERRE;21019;21000;8;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Homme;26;1180;UCCLE;21016;21000;11;9;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;26;1190;FOREST;21007;21000;9;5;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;26;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;3;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;26;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;2;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;27;1000;BRUXELLES;21004;21000;0;8;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;27;1030;SCHAERBEEK;21015;21000;3;5;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;27;1040;ETTERBEEK;21005;21000;6;2;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;27;1050;IXELLES;21009;21000;8;7;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;27;1060;SAINT-GILLES;21013;21000;7;2;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;27;1070;ANDERLECHT;21001;21000;9;2;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;27;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;3;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;27;1081;KOEKELBERG;21011;21000;5;3;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;27;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Homme;27;1090;JETTE;21010;21000;4;4;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;27;1160;AUDERGHEM;21002;21000;10;3;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;27;1170;WATERMAEL-BOITSFORT;21017;21000;11;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;27;1180;UCCLE;21016;21000;11;3;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;27;1190;FOREST;21007;21000;9;2;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;27;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;27;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;28;1000;BRUXELLES;21004;21000;0;7;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;28;1030;SCHAERBEEK;21015;21000;3;3;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;28;1040;ETTERBEEK;21005;21000;6;1;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;28;1050;IXELLES;21009;21000;8;8;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;28;1060;SAINT-GILLES;21013;21000;7;4;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;28;1070;ANDERLECHT;21001;21000;9;2;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;28;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;3;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;28;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;28;1083;GANSHOREN;21008;21000;5;2;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;28;1090;JETTE;21010;21000;4;1;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;28;1140;EVERE;21006;21000;3;2;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Homme;28;1150;WOLUWE SAINT-PIERRE;21019;21000;8;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Homme;28;1160;AUDERGHEM;21002;21000;10;1;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;28;1170;WATERMAEL-BOITSFORT;21017;21000;11;2;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;28;1180;UCCLE;21016;21000;11;2;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;28;1190;FOREST;21007;21000;9;1;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;28;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;2;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;28;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;29;1000;BRUXELLES;21004;21000;0;5;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;29;1030;SCHAERBEEK;21015;21000;3;2;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;29;1040;ETTERBEEK;21005;21000;6;2;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;29;1050;IXELLES;21009;21000;8;7;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;29;1060;SAINT-GILLES;21013;21000;7;2;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;29;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;29;1180;UCCLE;21016;21000;11;2;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;29;1190;FOREST;21007;21000;9;2;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;29;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;29;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;30;1000;BRUXELLES;21004;21000;0;6;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;30;1040;ETTERBEEK;21005;21000;6;1;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;30;1050;IXELLES;21009;21000;8;1;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;30;1060;SAINT-GILLES;21013;21000;7;2;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;30;1070;ANDERLECHT;21001;21000;9;2;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;30;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;3;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;30;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Homme;30;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;30;1090;JETTE;21010;21000;4;1;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;30;1190;FOREST;21007;21000;9;1;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;30;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;1;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Homme;31;1000;BRUXELLES;21004;21000;0;4;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;31;1030;SCHAERBEEK;21015;21000;3;5;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;31;1060;SAINT-GILLES;21013;21000;7;1;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;31;1070;ANDERLECHT;21001;21000;9;1;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;31;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;31;1090;JETTE;21010;21000;4;1;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;31;1160;AUDERGHEM;21002;21000;10;2;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;31;1170;WATERMAEL-BOITSFORT;21017;21000;11;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;31;1190;FOREST;21007;21000;9;5;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;32;1000;BRUXELLES;21004;21000;0;6;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;32;1030;SCHAERBEEK;21015;21000;3;1;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;32;1040;ETTERBEEK;21005;21000;6;1;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Homme;32;1050;IXELLES;21009;21000;8;2;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;32;1060;SAINT-GILLES;21013;21000;7;1;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;32;1070;ANDERLECHT;21001;21000;9;1;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;32;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;32;1083;GANSHOREN;21008;21000;5;1;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Homme;32;1190;FOREST;21007;21000;9;3;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;33;1000;BRUXELLES;21004;21000;0;1;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;33;1030;SCHAERBEEK;21015;21000;3;3;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;33;1050;IXELLES;21009;21000;8;1;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;33;1070;ANDERLECHT;21001;21000;9;1;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Homme;33;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;3;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;33;1090;JETTE;21010;21000;4;1;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;33;1190;FOREST;21007;21000;9;2;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Homme;33;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;2;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;34;1000;BRUXELLES;21004;21000;0;2;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;34;1030;SCHAERBEEK;21015;21000;3;1;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;34;1050;IXELLES;21009;21000;8;1;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;34;1060;SAINT-GILLES;21013;21000;7;2;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;34;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;1;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Homme;34;1090;JETTE;21010;21000;4;2;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Homme;34;1160;AUDERGHEM;21002;21000;10;1;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Homme;34;1170;WATERMAEL-BOITSFORT;21017;21000;11;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Homme;34;1180;UCCLE;21016;21000;11;1;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Homme;34;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;1;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Homme;35;1000;BRUXELLES;21004;21000;0;3;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Homme;35;1030;SCHAERBEEK;21015;21000;3;1;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Homme;35;1050;IXELLES;21009;21000;8;1;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Homme;35;1060;SAINT-GILLES;21013;21000;7;2;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Homme;35;1070;ANDERLECHT;21001;21000;9;1;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
