Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Distance en km;Sum of Compte;Bxl / hors bxl logement;Lieu logement;Code postal logement;Code INS logement;Code INS Arrondissement logement;Commune_from;Commune_to
1000;BRUXELLES;Femme;22;1000;BRUXELLES;21004;21000;0;65;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Femme;22;1030;SCHAERBEEK;21015;21000;3;41;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Femme;22;1040;ETTERBEEK;21005;21000;6;8;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Femme;22;1050;IXELLES;21009;21000;8;45;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Femme;22;1060;SAINT-GILLES;21013;21000;7;23;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Femme;22;1070;ANDERLECHT;21001;21000;9;27;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Femme;22;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;21;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Femme;22;1081;KOEKELBERG;21011;21000;5;4;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Femme;22;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;7;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Femme;22;1083;GANSHOREN;21008;21000;5;9;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Femme;22;1090;JETTE;21010;21000;4;17;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Femme;22;1140;EVERE;21006;21000;3;11;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Femme;22;1150;WOLUWE SAINT-PIERRE;21019;21000;8;5;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Femme;22;1160;AUDERGHEM;21002;21000;10;5;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Femme;22;1170;WATERMAEL-BOITSFORT;21017;21000;11;5;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Femme;22;1180;UCCLE;21016;21000;11;26;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Femme;22;1190;FOREST;21007;21000;9;11;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Femme;22;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;13;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Femme;22;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;4;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Femme;23;1000;BRUXELLES;21004;21000;0;71;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Femme;23;1030;SCHAERBEEK;21015;21000;3;27;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Femme;23;1040;ETTERBEEK;21005;21000;6;9;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Femme;23;1050;IXELLES;21009;21000;8;46;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Femme;23;1060;SAINT-GILLES;21013;21000;7;31;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Femme;23;1070;ANDERLECHT;21001;21000;9;25;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Femme;23;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;21;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Femme;23;1081;KOEKELBERG;21011;21000;5;3;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Femme;23;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;5;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Femme;23;1083;GANSHOREN;21008;21000;5;5;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Femme;23;1090;JETTE;21010;21000;4;14;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Femme;23;1140;EVERE;21006;21000;3;8;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Femme;23;1150;WOLUWE SAINT-PIERRE;21019;21000;8;7;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000;Woluwe Saint-Pierre;Bruxelles
1000;BRUXELLES;Femme;23;1160;AUDERGHEM;21002;21000;10;9;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Femme;23;1170;WATERMAEL-BOITSFORT;21017;21000;11;1;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Femme;23;1180;UCCLE;21016;21000;11;22;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Femme;23;1190;FOREST;21007;21000;9;18;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Femme;23;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;5;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Femme;23;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;4;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Femme;24;1000;BRUXELLES;21004;21000;0;31;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Femme;24;1030;SCHAERBEEK;21015;21000;3;20;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Femme;24;1040;ETTERBEEK;21005;21000;6;7;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Femme;24;1050;IXELLES;21009;21000;8;30;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Femme;24;1060;SAINT-GILLES;21013;21000;7;11;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Femme;24;1070;ANDERLECHT;21001;21000;9;28;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
1000;BRUXELLES;Femme;24;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;9;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000;Molenbeek Saint-Jean;Bruxelles
1000;BRUXELLES;Femme;24;1081;KOEKELBERG;21011;21000;5;5;Brussels;KOEKELBERG;1081;21011;21000;Koekelberg;Bruxelles
1000;BRUXELLES;Femme;24;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000;Berchem Sainte-Agathe;Bruxelles
1000;BRUXELLES;Femme;24;1083;GANSHOREN;21008;21000;5;6;Brussels;GANSHOREN;1083;21008;21000;Ganshoren;Bruxelles
1000;BRUXELLES;Femme;24;1090;JETTE;21010;21000;4;8;Brussels;JETTE;1090;21010;21000;Jette;Bruxelles
1000;BRUXELLES;Femme;24;1140;EVERE;21006;21000;3;6;Brussels;EVERE;1140;21006;21000;Evere;Bruxelles
1000;BRUXELLES;Femme;24;1160;AUDERGHEM;21002;21000;10;2;Brussels;AUDERGHEM;1160;21002;21000;Auderghem;Bruxelles
1000;BRUXELLES;Femme;24;1170;WATERMAEL-BOITSFORT;21017;21000;11;3;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000;Watermael-Boitsfort;Bruxelles
1000;BRUXELLES;Femme;24;1180;UCCLE;21016;21000;11;17;Brussels;UCCLE;1180;21016;21000;Uccle;Bruxelles
1000;BRUXELLES;Femme;24;1190;FOREST;21007;21000;9;7;Brussels;FOREST;1190;21007;21000;Forest;Bruxelles
1000;BRUXELLES;Femme;24;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;9;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000;Woluwe Saint-Lambert;Bruxelles
1000;BRUXELLES;Femme;24;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;8;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000;Saint-Josse-Ten-Noode;Bruxelles
1000;BRUXELLES;Femme;25;1000;BRUXELLES;21004;21000;0;38;Brussels;BRUXELLES;1000;21004;21000;Bruxelles;Bruxelles
1000;BRUXELLES;Femme;25;1030;SCHAERBEEK;21015;21000;3;8;Brussels;SCHAERBEEK;1030;21015;21000;Schaerbeek;Bruxelles
1000;BRUXELLES;Femme;25;1040;ETTERBEEK;21005;21000;6;5;Brussels;ETTERBEEK;1040;21005;21000;Etterbeek;Bruxelles
1000;BRUXELLES;Femme;25;1050;IXELLES;21009;21000;8;19;Brussels;IXELLES;1050;21009;21000;Ixelles;Bruxelles
1000;BRUXELLES;Femme;25;1060;SAINT-GILLES;21013;21000;7;14;Brussels;SAINT-GILLES;1060;21013;21000;Saint-Gilles;Bruxelles
1000;BRUXELLES;Femme;25;1070;ANDERLECHT;21001;21000;9;9;Brussels;ANDERLECHT;1070;21001;21000;Anderlecht;Bruxelles
