SectorStatID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
21001B10-,24,24,24,24,24,22,22,22,22,22,20,20,20,20,20,20,20,20,20,25,25,28,28,23,23,23,18,23,20,18,22,22,22,22,22,24,24,24,24,24,23,23,23,23,23,19,19,19,19,19,17,17,17,17,17,18,18,18,18,18,15,15,15,10,10,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
21001B332,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,8,6,6,6,6,2,2,2,2,2,5,5,5,5,5,7,7,7,7,6,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
21001B241,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,9,9,9,11,11,11,11,11,11,11,14,16,14,14,14,19,19,19,19,19,24,24,24,24,24,21,21,21,21,21,17,17,17,17,17,16,16,16,16,16,11,11,11,11,11,11,11,11,9,9,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001B372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001A10-,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,5,5,5,6,6,6,11,11,11,11,8,7,8,8,7,9,11,10,10,10,7,7,9,9,7,10,10,10,10,10,7,7,8,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21001A120,29,29,29,29,29,29,29,29,29,29,23,23,23,23,23,15,15,15,19,19,19,25,25,24,25,28,28,28,29,28,32,32,32,32,32,27,27,27,27,27,28,28,28,28,28,25,25,25,25,25,24,24,24,24,24,19,19,19,19,19,17,17,17,13,13,12,12,12,12,12,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2
21001A152,11,11,11,11,11,12,12,12,12,12,10,10,10,10,10,7,7,7,9,9,9,13,13,11,13,11,11,11,11,11,12,11,14,11,11,9,10,9,9,9,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,8,8,8,8,8,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21001A02-,11,11,11,11,11,13,13,13,13,13,9,9,9,9,9,6,6,6,6,8,8,9,10,8,9,10,10,8,8,9,9,9,8,9,9,10,10,10,10,10,12,12,12,12,12,10,10,10,10,10,7,8,7,7,7,6,6,6,6,6,6,6,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001A112,23,23,23,23,23,24,24,24,24,24,21,21,21,21,21,19,19,19,23,23,23,26,26,25,25,24,24,20,20,23,20,22,20,22,20,21,21,21,21,21,26,26,26,26,26,22,22,22,22,22,18,18,18,18,18,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,5,5,5,5,5,4,4,4,4,4,6,6,6,6,6,2,2,2,2,2,1,1,1,1,1
21002A20-,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,12,12,12,12,13,13,13,13,13,11,11,11,11,11,9,11,9,11,11,8,8,8,8,8,7,7,8,7,7,8,8,8,8,8,7,7,7,7,7,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A53-,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,5,5,5,7,7,7,8,8,8,8,12,12,12,12,12,14,14,14,14,14,14,12,10,10,10,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
21002A511,17,17,17,17,17,20,20,20,20,20,12,12,12,12,12,12,12,12,18,18,18,22,22,22,22,25,25,25,25,25,28,28,28,27,23,24,24,24,24,24,21,21,21,21,21,19,16,16,16,17,17,17,17,17,17,13,13,13,13,13,14,14,14,14,14,10,10,10,10,10,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1
21002A23-,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,8,8,8,10,10,10,10,10,10,10,17,17,17,17,17,15,15,13,12,12,11,12,10,9,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
21002A22-,7,7,7,7,7,6,6,6,6,6,3,3,3,3,3,5,5,5,6,6,6,7,7,7,7,8,8,8,8,8,8,8,7,6,6,9,9,9,9,9,6,6,6,6,6,5,5,5,5,6,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A24-,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,8,8,8,9,9,9,9,9,8,8,10,10,10,10,10,11,10,10,10,10,13,11,11,11,11,9,9,9,9,9,8,8,8,8,8,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
21002A25-,7,7,7,7,7,10,10,10,10,10,9,9,9,9,9,7,7,7,9,9,9,11,11,11,11,14,14,14,14,14,12,12,12,12,12,14,13,12,12,12,12,12,12,12,12,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A45-,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,7,7,7,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
21002A441,8,8,8,8,8,10,10,10,10,10,13,13,13,13,13,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,7,6,6,7,6,9,9,9,9,9,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
21002A482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A130,5,5,5,5,5,11,11,11,11,11,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,7,7,7,7,7,11,11,11,11,11,11,11,10,10,10,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1
21002A572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A311,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,5,5,5,7,7,7,9,9,9,9,12,12,12,12,12,9,8,8,10,8,9,9,9,9,9,8,8,8,8,8,5,5,5,6,5,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
21002A372,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,8,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21002A492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A30-,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,6,6,6,11,11,11,21,21,16,16,14,14,14,14,14,12,13,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,6,7,7,7,7,7,6,6,6,6,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
21002A21-,23,23,23,23,23,16,16,16,16,16,12,12,12,12,12,8,8,8,12,12,12,18,18,18,18,28,28,28,28,28,40,40,40,40,40,34,34,34,34,34,31,26,23,23,23,20,20,20,21,20,20,20,21,16,16,16,16,16,16,16,15,15,15,11,11,9,9,9,9,9,12,12,12,12,12,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2
21002A411,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
21002A00-,8,8,8,8,8,5,5,5,5,5,7,7,7,7,7,3,3,3,4,4,4,6,6,6,6,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,7,7,8,7,7,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A39-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A18-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A02-,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,5,5,5,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
21002A030,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,16,16,16,14,14,14,14,17,17,17,17,17,16,16,16,16,16,18,18,18,18,18,15,15,15,15,15,14,11,11,11,11,13,13,13,13,13,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
21002A15-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A11-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,11,11,11,11,11,9,7,7,7,7,6,6,6,6,6,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
21002A10-,12,12,12,12,12,19,19,19,19,19,21,21,21,21,21,19,19,19,20,20,20,15,15,15,15,13,13,13,13,13,17,17,17,17,17,18,18,18,18,18,19,19,19,19,19,23,23,23,18,18,18,18,18,18,18,19,19,19,19,19,13,13,13,13,13,9,9,9,9,9,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2
21002A14-,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21002A12-,7,7,7,7,7,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,6,6,6,6,6,9,9,9,9,9,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
21002A43-,15,15,15,15,15,15,15,15,15,15,9,9,9,9,9,6,6,6,9,9,9,8,8,8,8,16,16,16,16,16,21,21,21,21,16,19,19,19,19,19,17,17,17,17,17,13,13,13,13,13,11,12,11,11,11,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A041,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,4,4,3,4,6,6,6,6,6,3,4,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A01-,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,4,5,4,4,4,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21002A52-,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
21003A38-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003A312,14,14,14,14,14,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,12,13,13,13,13,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,16,16,16,16,16,19,19,16,16,16,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,2,2,2,2,2,1,1,1,1,1
21003A323,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,8,8,8,8,8,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
21003A342,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,6,6,6,6,6,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
21003A331,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,5,4,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21003A04-,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,10,9,8,8,8,7,9,7,7,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
21003A0AJ,7,7,7,7,7,11,11,11,11,11,10,10,10,10,10,12,12,12,12,12,12,6,6,6,6,4,4,4,4,4,5,5,5,5,5,6,6,6,5,5,5,4,4,5,4,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21003A02-,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,19,19,19,21,21,21,19,19,19,19,23,23,23,23,23,25,25,25,25,25,26,26,26,26,21,25,25,25,25,25,19,19,19,19,19,20,20,20,20,20,18,18,18,18,18,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,8,8,8,8,8,4,4,4,4,4,2,2,2,2,2
21003A03-,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,14,14,14,13,13,12,12,12,12,12,13,11,12,11,12,10,10,10,11,11,14,14,14,14,14,17,17,17,17,17,11,11,11,11,11,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1
21003A011,9,9,9,9,9,15,15,15,15,15,11,11,11,11,11,12,12,12,12,12,12,11,11,11,11,9,9,9,9,9,11,11,11,11,11,15,15,15,15,15,9,9,9,9,9,13,13,13,13,13,9,9,9,9,9,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21003A212,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21003A00-,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,19,19,19,21,21,21,19,19,19,19,18,18,16,18,18,22,28,26,22,22,26,26,26,26,26,25,25,25,25,25,20,20,20,20,20,21,21,21,21,21,17,17,17,17,17,15,15,15,11,11,12,12,12,12,12,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1
21003A283,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003A11-,3,3,3,3,3,8,8,8,8,8,12,12,12,12,12,11,11,11,11,11,11,6,6,6,6,2,2,2,2,2,3,3,3,3,3,4,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
21003A05-,16,16,16,16,16,15,15,15,15,15,11,11,11,11,11,11,11,11,14,14,14,15,15,15,15,17,14,14,14,14,17,17,14,14,16,15,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,14,14,14,14,14,10,10,10,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1
21003A41-,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
21003A2MJ,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21003A10-,25,25,25,25,25,19,19,19,19,19,21,21,21,21,21,22,22,22,24,24,24,16,16,16,16,24,24,24,24,24,27,27,27,27,27,30,30,30,30,24,21,21,21,21,21,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,2,2,2,2,2
21004B421,25,25,25,25,25,22,22,22,22,22,18,18,18,18,18,13,13,13,25,25,25,28,28,28,28,47,45,45,45,45,48,48,48,48,48,42,42,42,42,42,39,39,39,39,39,32,30,30,30,30,30,30,30,27,27,24,24,24,24,24,24,24,24,17,17,10,10,10,10,10,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
21004B411,11,11,11,11,11,6,6,6,6,6,4,4,4,4,4,4,4,4,9,9,9,16,16,16,16,26,26,26,21,21,26,26,26,26,26,15,15,15,16,15,18,15,15,15,15,13,13,13,13,13,13,14,13,10,10,10,10,10,10,10,10,10,10,9,9,6,6,6,6,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004F511,18,18,18,18,18,14,14,14,14,14,12,12,12,12,12,11,11,11,12,12,12,10,10,10,10,10,10,10,10,10,19,19,19,19,19,12,12,11,11,11,14,14,14,14,14,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1
21004C62-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21004C65-,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
21004G310,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,9,9,9,10,10,10,9,9,9,8,8,8,7,7,7,8,7,7,8,8,7,8,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
21004D6MJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
