SectorStatID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
21001A011,28,28,28,28,28,26,26,26,26,26,23,23,23,23,23,23,32,31,30,33,32,29,30,25,24,26,33,27,26,26,27,27,27,27,27,22,23,22,22,22,21,21,21,21,21,19,19,19,19,19,19,19,19,19,19,16,16,16,16,16,10,10,10,10,10,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001B17-,10,10,10,10,10,11,11,11,11,11,7,7,7,7,7,8,11,10,15,11,7,10,8,6,9,8,7,6,7,7,9,9,9,11,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21001A712,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,5,7,10,10,8,6,7,9,6,9,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,5,5,5,5,5,6,5,5,5,5,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21001A07-,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001B21-,30,30,30,30,30,29,29,29,29,29,28,28,28,28,28,21,33,26,35,39,28,34,30,34,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,19,21,19,20,20,19,19,19,19,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,6,6,6,6,6,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001A911,20,20,20,20,20,16,16,16,16,16,13,13,13,13,13,14,20,26,25,27,19,20,26,18,20,22,22,22,22,22,19,19,19,19,19,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,11,11,11,11,11,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
21001A931,21,21,21,21,21,20,20,20,20,20,12,12,12,12,12,8,24,22,23,27,14,17,18,14,15,17,17,17,17,17,14,14,14,14,14,17,17,17,17,17,7,7,7,7,7,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,8,8,8,8,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21001A74-,21,21,21,21,21,17,17,17,17,17,22,22,22,22,22,20,36,34,37,35,23,18,29,21,23,19,22,17,17,16,24,24,24,24,24,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,9,9,9,9,9,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2
21001A92-,31,31,31,31,31,30,30,30,30,30,26,26,26,26,26,19,54,46,61,53,29,32,34,32,36,29,30,29,29,29,29,29,29,31,29,32,32,32,32,32,29,27,27,27,27,24,25,24,25,24,23,23,23,23,23,20,20,20,20,20,17,17,17,17,17,13,13,13,13,13,10,10,10,10,10,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
21001A00-,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,19,35,29,38,33,23,29,23,24,24,23,25,22,22,22,25,24,27,26,22,23,19,19,19,19,19,19,19,18,19,20,20,20,20,20,14,14,15,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21001A08-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001A95-,27,27,27,27,27,22,22,22,22,22,18,18,18,18,18,21,55,56,57,62,25,29,30,21,32,27,24,25,24,31,26,27,24,24,22,24,24,24,24,24,26,26,26,26,26,21,20,20,21,20,19,19,19,19,19,20,20,20,20,20,18,18,18,18,18,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
21001B10-,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,19,25,27,25,24,23,21,24,21,21,20,20,22,20,20,18,18,18,18,20,19,19,19,19,19,16,15,16,15,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001B332,7,7,7,7,7,9,9,9,9,9,12,12,12,12,12,7,17,17,17,17,7,5,5,7,8,5,5,5,5,5,9,9,8,9,12,10,7,7,7,9,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21001B241,17,17,17,17,17,18,18,18,18,18,11,11,11,11,11,12,24,24,23,23,21,15,17,19,14,16,18,16,19,18,19,19,19,19,19,18,18,18,18,18,11,11,11,11,11,12,12,12,12,12,9,9,9,9,9,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001B372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001A10-,8,8,8,8,8,9,9,9,9,9,7,7,7,7,7,5,17,19,20,15,9,13,7,13,13,10,12,10,10,10,9,9,9,12,13,11,8,8,7,8,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21001A120,33,33,33,33,33,27,27,27,27,27,21,21,21,21,21,19,39,36,45,43,35,28,25,27,28,32,32,32,32,32,32,27,27,27,27,27,29,30,29,25,25,27,26,25,24,24,25,25,24,24,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
21001A152,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,5,22,23,24,25,10,10,10,11,10,11,11,12,11,11,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,9,8,8,8,8,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
21001A02-,13,13,13,13,13,7,7,7,7,7,9,9,9,9,9,5,8,11,12,9,9,10,8,9,9,9,11,9,9,9,8,8,8,11,8,9,9,9,9,9,6,6,6,6,6,7,7,6,6,6,5,6,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
21001A112,24,24,24,24,24,21,21,21,21,21,21,21,21,21,21,18,32,34,37,42,22,18,23,22,25,22,20,24,19,19,23,24,23,22,20,23,23,23,23,23,20,20,20,20,20,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,11,11,11,11,11,10,10,10,10,10,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
21002A20-,5,5,5,5,5,4,4,4,4,4,6,6,6,6,6,6,17,17,20,21,9,12,10,11,10,16,16,16,16,16,9,9,10,10,10,14,9,12,9,10,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A53-,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,4,29,31,32,32,8,9,9,7,9,9,9,12,9,9,13,11,12,13,13,12,12,12,12,12,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
21002A511,18,18,18,18,18,19,19,19,19,19,16,16,16,16,16,12,47,42,52,48,23,28,26,27,26,21,27,27,23,21,24,27,24,24,24,23,23,23,23,23,20,20,20,20,20,19,18,18,18,18,16,17,16,16,16,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
21002A23-,7,7,7,7,7,10,10,10,10,10,8,8,8,8,8,7,27,26,26,28,12,12,13,13,10,14,14,14,14,14,15,13,15,13,13,14,13,11,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21002A22-,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,4,17,15,16,17,5,9,5,5,5,8,8,8,8,8,7,6,7,6,8,7,7,7,7,8,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A24-,9,9,9,9,9,6,6,6,6,6,8,8,8,8,8,8,21,20,26,20,9,11,9,9,12,12,12,12,12,12,13,15,11,11,11,10,14,10,10,11,9,9,9,9,9,10,9,9,9,9,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
21002A25-,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,7,25,30,30,30,14,10,11,14,15,12,10,11,11,10,13,13,13,13,13,14,12,12,12,12,9,9,9,9,9,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21002A45-,2,2,2,2,2,5,5,5,5,5,4,4,4,4,4,4,19,20,19,18,6,5,5,5,5,5,6,6,5,5,5,5,8,8,5,5,5,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,8,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21002A441,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,28,27,27,30,7,7,7,7,7,5,8,6,7,8,9,8,9,7,9,9,9,9,9,9,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,8,8,8,8,8,6,6,6,6,6,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21002A482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A130,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,8,29,29,29,32,11,7,10,9,8,8,8,8,6,8,9,9,10,7,10,8,8,7,10,10,6,6,6,6,6,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,8,8,8,8,8,6,6,6,6,6,8,8,8,8,8,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2
21002A572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A311,5,5,5,5,5,6,6,6,6,6,8,8,8,8,8,6,17,15,17,17,10,10,10,10,10,11,11,11,13,11,8,7,8,7,8,9,9,9,9,9,6,6,6,6,6,7,7,7,7,7,9,9,9,9,9,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A372,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,8,9,9,11,6,4,5,4,4,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21002A492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A30-,6,6,6,6,6,10,10,10,10,10,5,5,5,5,5,8,15,16,21,20,12,14,16,12,14,15,15,15,15,15,9,9,9,9,9,11,11,11,11,11,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A21-,20,20,20,20,20,17,17,17,17,17,15,15,15,15,15,10,57,55,63,59,31,31,27,30,24,28,28,28,28,28,35,35,35,35,35,35,31,33,31,30,30,32,31,30,32,29,29,29,29,29,24,24,24,24,24,24,24,24,24,24,18,18,18,18,18,15,15,15,15,15,21,21,21,21,21,14,14,14,14,14,17,17,17,17,17,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8
21002A411,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,17,19,18,15,6,6,6,6,6,6,6,6,6,6,4,2,2,3,4,3,2,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21002A00-,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,7,20,20,19,21,10,7,7,8,6,9,10,12,9,10,11,9,13,10,10,9,12,8,12,10,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21002A39-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A18-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A02-,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,4,21,23,23,21,9,9,9,9,7,11,7,11,9,8,8,8,11,9,11,11,8,9,9,7,7,7,7,7,7,8,7,8,7,8,6,7,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,7,7,7,7,7,12,12,12,12,12,6,6,6,6,6,2,2,2,2,2
21002A030,9,9,9,9,9,12,12,12,12,12,13,13,13,13,13,12,37,37,42,40,17,19,17,19,15,13,15,15,17,21,20,22,14,21,17,16,20,16,16,18,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,8,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2
21002A15-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A11-,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,8,23,25,25,26,9,6,6,8,8,8,8,7,10,7,7,10,8,10,12,7,9,9,7,8,6,6,6,6,6,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1
21002A10-,14,14,14,14,14,20,20,20,20,20,14,14,14,14,14,18,51,49,51,52,25,24,18,22,27,18,18,22,22,22,29,27,25,25,27,22,23,22,22,22,22,22,20,19,19,21,19,20,19,19,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,11,10,10,10,10,9,9,9,9,9,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21002A14-,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,8,7,9,9,3,3,2,3,3,2,2,2,2,2,3,3,3,3,2,4,5,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
21002A12-,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,9,33,33,31,32,10,12,10,10,10,9,11,9,10,10,11,12,13,10,12,11,11,14,11,11,8,8,8,8,8,11,11,11,11,11,9,9,9,9,9,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2
21002A43-,9,9,9,9,9,12,12,12,12,12,8,8,8,8,8,6,30,33,34,36,16,16,13,16,12,14,14,11,13,16,16,16,16,16,16,20,20,20,20,20,11,11,11,11,11,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
21002A091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002A041,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,7,8,6,6,6,6,6,6,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A01-,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,11,14,14,12,3,4,4,4,3,5,5,5,5,6,5,5,5,5,5,6,6,6,6,6,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,2,2,2,2,2,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21002A52-,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,4,15,11,14,14,5,4,4,4,4,5,5,5,5,5,4,4,5,4,6,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21003A38-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003A312,13,13,13,13,13,15,15,15,15,15,14,14,14,14,14,14,54,50,57,56,17,14,21,16,19,15,18,20,20,14,14,18,14,14,14,13,13,13,13,13,16,16,16,16,16,11,11,11,11,11,17,17,17,17,17,16,16,16,16,16,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
21003A323,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,6,27,24,24,26,7,7,5,8,7,7,8,6,6,6,7,8,8,6,6,8,8,8,8,8,6,6,6,6,6,6,6,8,6,6,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21003A342,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,25,26,27,28,5,6,7,5,5,4,4,4,4,4,5,5,5,6,5,6,6,6,6,6,3,3,3,3,3,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21003A331,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,12,9,9,11,7,7,7,6,6,6,6,6,7,6,8,8,8,8,8,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21003A04-,8,8,8,8,8,10,10,10,10,10,9,9,9,9,9,7,22,20,20,21,10,8,6,8,8,7,6,5,7,7,7,10,9,8,7,10,10,10,10,10,6,6,6,6,6,8,8,8,8,8,7,7,7,7,7,9,9,9,9,9,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21003A0AJ,7,7,7,7,7,8,8,8,8,8,12,12,12,12,12,9,16,15,17,16,6,6,5,8,5,5,5,8,7,5,6,10,10,6,8,8,8,9,8,8,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21003A02-,25,25,25,25,25,24,24,24,24,24,17,17,17,17,17,16,57,62,62,61,19,24,27,22,26,23,23,23,23,24,26,31,27,26,26,24,26,25,24,24,23,23,23,23,23,24,22,23,22,22,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4
21003A03-,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,11,31,32,31,33,12,18,12,12,13,15,15,15,15,15,10,10,12,14,10,11,12,10,10,10,7,7,7,7,7,13,13,13,13,13,15,15,15,15,15,10,10,10,10,10,12,12,12,12,12,7,7,7,7,7,9,9,9,9,9,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
21003A011,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,12,29,29,27,24,10,13,11,13,10,13,13,13,14,13,17,15,14,14,14,11,12,11,11,11,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,5,4,4,4,4,5,5,5,5,5,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
