SectorStatID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
21003A212,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,9,11,10,10,6,5,6,4,5,7,5,7,5,5,6,5,5,6,6,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
21003A00-,31,31,31,31,31,23,23,23,23,23,24,24,24,24,24,18,50,47,47,45,31,32,21,25,27,24,24,27,24,24,28,25,25,24,24,24,24,24,24,24,22,23,23,21,21,20,20,21,20,20,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,10,10,10,10,10,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
21003A283,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,5,5,4,4,2,1,1,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003A11-,5,5,5,5,5,9,9,9,9,9,10,10,10,10,10,8,11,12,12,12,6,6,6,6,6,6,4,6,6,4,7,6,6,7,5,5,6,6,5,5,4,4,4,4,4,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21003A05-,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,12,30,37,31,33,12,14,14,15,15,15,17,15,15,16,14,15,14,14,14,13,13,13,13,13,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,8,8,8,8,8,6,6,6,6,6,2,2,2,2,2
21003A41-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,13,14,14,13,6,5,7,5,5,6,6,6,6,6,7,7,7,7,7,6,7,7,7,7,6,6,6,6,6,7,6,6,7,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
21003A2MJ,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,8,8,7,7,3,3,2,3,2,5,5,5,5,5,6,6,6,6,6,4,4,4,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21003A10-,25,25,25,25,25,21,21,21,21,21,16,16,16,16,16,15,59,58,59,62,27,26,20,22,23,29,29,29,30,29,28,31,28,29,30,26,26,30,26,27,25,24,25,24,24,25,24,25,24,24,22,22,22,22,22,20,20,20,20,20,17,17,17,17,17,19,19,19,19,19,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5
21004B421,24,24,24,24,24,17,17,17,17,17,14,14,14,14,14,11,39,40,48,53,34,35,32,32,38,49,49,49,49,49,47,47,47,47,47,39,39,39,39,39,32,32,32,32,32,30,30,29,29,29,22,22,22,22,22,22,22,22,22,22,15,15,15,15,15,12,12,12,12,12,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
21004B411,7,7,7,7,7,8,8,8,8,8,4,4,4,4,4,4,20,20,26,26,15,14,18,17,13,25,25,25,25,25,24,24,24,24,24,14,14,14,14,14,12,12,12,12,12,13,12,13,12,12,9,9,10,9,9,9,9,9,9,9,8,8,8,8,8,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004F511,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,13,35,31,37,33,13,15,17,17,16,13,13,14,13,16,22,15,17,17,16,18,15,15,15,15,12,12,12,12,12,14,14,14,14,14,11,11,11,11,11,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21004C62-,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,13,11,12,14,3,4,4,4,6,6,6,6,6,6,7,6,6,6,6,5,5,5,6,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004C65-,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,6,6,7,7,2,2,2,2,3,2,2,2,2,2,3,4,3,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004G310,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,16,16,20,18,9,7,12,9,7,9,10,8,10,13,9,9,11,10,9,7,9,6,8,7,6,6,6,6,6,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21004D6MJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004F94-,4,4,4,4,4,7,7,7,7,7,8,8,8,8,8,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,7,7,7,7,7,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
21004F901,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,12,42,41,42,38,14,15,16,13,10,11,14,12,15,15,19,19,19,19,19,17,15,15,17,15,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,13,13,13,13,13,11,11,11,11,11,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
21004G371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004G30-,25,25,25,25,25,27,27,27,27,27,29,29,29,29,29,29,39,40,40,48,27,31,37,31,32,25,27,23,24,23,24,30,26,24,27,25,25,25,25,25,24,24,24,24,24,23,23,23,23,23,22,22,22,22,22,20,20,20,20,20,15,15,15,15,15,8,8,8,8,8,6,6,6,6,6,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
21004F930,11,11,11,11,11,17,17,17,17,17,20,20,20,20,20,17,28,29,38,27,16,15,15,16,18,15,14,14,13,10,18,22,20,19,20,16,16,16,17,17,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,10,9,9,9,9,6,6,6,6,6,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
21004G321,8,8,8,8,8,10,10,10,10,10,8,8,8,8,8,6,18,18,17,17,7,7,11,7,11,8,8,8,8,8,8,9,8,8,8,10,10,10,10,10,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004B2WJ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,6,5,5,4,7,4,5,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004B45-,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,5,23,22,27,26,12,16,16,16,18,20,20,20,20,20,14,14,14,14,14,13,13,13,13,13,10,10,10,10,10,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21004B49-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004B1MJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A25-,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,7,24,24,32,30,19,15,15,19,17,25,25,25,25,25,21,21,21,21,21,15,15,16,15,15,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21004B2MJ,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,6,7,8,8,4,4,4,4,4,7,7,7,7,7,8,8,8,8,8,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004B44-,18,18,18,18,18,12,12,12,12,12,9,9,9,9,9,9,35,32,39,44,32,29,30,26,27,39,39,39,39,39,35,35,35,35,35,35,35,35,35,35,25,27,25,26,26,25,25,25,25,25,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
21004B43-,36,36,36,36,36,28,28,28,28,28,30,30,30,30,30,25,59,60,73,78,65,61,60,64,61,72,72,72,72,72,64,64,64,64,64,49,49,49,49,49,48,46,46,46,46,41,42,41,42,41,32,33,32,32,32,32,32,32,32,32,23,23,23,23,23,18,18,18,18,18,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
21004B293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A24-,23,23,23,23,23,17,17,17,17,17,14,14,14,14,14,15,33,39,38,41,30,31,29,27,27,46,46,46,46,46,38,38,38,38,38,30,30,30,30,30,24,22,23,23,22,22,22,22,22,22,18,18,18,18,18,17,17,17,17,17,13,13,13,13,13,9,9,9,9,9,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21004F970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A35-,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,2,14,14,19,19,12,14,16,14,13,22,22,22,22,22,16,16,16,16,16,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004A83-,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,10,15,18,18,21,15,15,16,14,12,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,9,9,9,9,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004F994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004F531,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,14,50,49,55,54,26,23,24,19,24,23,21,21,21,21,26,25,25,25,25,23,23,27,23,22,23,23,23,23,23,19,19,20,19,19,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,9,9,9,9,9,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3
21004E180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004E292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004G3MJ,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,2,2,2,2,3,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004F572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004F91-,19,19,19,19,19,22,22,22,22,22,14,14,14,14,14,12,47,53,54,48,25,22,21,22,27,24,22,20,20,22,26,23,25,23,23,24,26,20,23,20,22,22,22,22,22,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,8,8,8,8,8,4,4,4,4,4
21004F922,20,20,20,20,20,23,23,23,23,23,20,20,20,20,20,17,49,49,51,47,24,29,28,25,21,32,27,22,25,23,26,24,26,24,24,24,24,24,24,24,23,22,20,20,23,22,22,22,22,22,17,17,17,17,17,20,20,20,20,20,18,18,18,18,18,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
21004G3NJ,4,4,4,4,4,5,5,5,5,5,2,2,2,2,2,2,6,6,7,7,2,3,2,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004C642,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,8,6,7,9,2,2,2,3,3,3,2,3,3,3,4,2,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004C591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004C61-,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,4,14,16,20,22,14,14,14,14,14,11,10,10,11,11,8,7,6,6,7,7,6,8,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
21004C54-,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,6,34,35,39,39,17,19,18,14,16,21,21,21,21,21,22,22,22,22,22,18,17,14,15,15,13,13,13,13,13,13,13,13,13,13,11,11,11,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21004C63-,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,28,23,28,30,11,9,11,11,10,11,11,11,11,11,11,11,12,14,16,12,11,11,11,11,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,7,7,7,7,7,2,2,2,2,2
21004B2NJ,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,3,3,4,4,2,2,2,2,2,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004B13-,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,2,2,4,4,5,4,7,5,5,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004F953,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,8,23,23,23,24,12,8,8,8,11,11,9,9,9,10,11,13,13,9,9,10,9,8,8,11,7,7,7,7,7,9,7,7,7,7,10,10,10,10,10,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,5,5,5,5,5,6,6,6,6,6,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,3,3,3,3,3
21004F9MJ,20,20,20,20,20,19,19,19,19,19,12,12,12,12,12,8,13,16,13,18,13,13,9,14,9,14,10,10,10,11,19,19,19,19,19,12,13,12,12,12,8,8,8,8,8,11,11,8,8,8,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A02-,9,9,9,9,9,6,6,6,6,6,8,8,8,8,8,6,12,16,21,21,14,17,16,15,15,19,19,19,19,19,19,19,19,19,19,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,2,2,2,2,2
21004A70-,31,31,31,31,31,33,33,33,33,33,40,40,40,40,40,31,44,51,53,52,36,40,35,41,40,39,32,38,30,31,42,36,36,37,34,37,33,33,33,33,33,32,33,33,33,35,35,35,35,35,28,28,28,28,28,26,26,26,26,26,22,22,22,22,22,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
21004A1MJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A03-,13,13,13,13,13,12,12,12,12,12,10,10,10,10,10,8,16,14,26,26,20,20,20,24,19,27,27,27,27,27,24,24,24,24,24,15,15,15,15,15,12,12,12,12,12,12,13,12,12,12,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004A19-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A23-,21,21,21,21,21,16,16,16,16,16,19,19,19,19,19,15,28,38,39,35,26,33,27,27,28,39,39,39,39,39,31,31,31,31,31,29,29,29,29,29,24,23,23,23,23,23,23,23,23,23,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21004A10-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A01-,6,6,6,6,6,4,4,4,4,4,2,2,2,2,2,2,14,14,17,18,7,7,8,9,8,13,13,13,13,13,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21004A22-,27,27,27,27,27,24,24,24,24,24,18,18,18,18,18,19,36,37,39,44,35,29,34,33,33,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,21,21,21,21,21,19,19,19,19,19,15,15,15,15,15,17,17,17,17,17,14,14,14,14,14,9,9,9,9,9,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
21004B10-,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,6,7,5,4,7,5,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
21004A72-,13,13,13,13,13,12,12,12,12,12,15,15,15,15,15,8,24,17,20,20,7,8,10,9,9,8,10,12,8,8,11,12,12,12,13,11,11,11,11,11,8,8,8,8,8,8,11,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21004A71-,9,9,9,9,9,10,10,10,10,10,8,8,8,8,8,7,15,11,19,17,10,11,11,14,12,19,19,19,19,19,15,15,15,15,15,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
21004A002,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,5,6,9,9,5,6,6,5,6,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004A34-,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,2,10,9,16,15,11,10,10,10,10,15,15,15,15,15,9,9,9,9,9,6,6,6,6,6,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
