Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Commune_from;Commune_to;Sum of Compte
1060;SAINT-GILLES;Femme;24;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;1410;WATERLOO;25110;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Femme;24;1560;HOEILAART;23033;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;1950;KRAAINEM;23099;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;2800;MALINES;12025;12000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;5030;GEMBLOUX;92142;92000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;6000;CHARLEROI;52011;52000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;6220;FLEURUS;52021;52000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;24;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;11
1060;SAINT-GILLES;Femme;25;1310;LA HULPE;25050;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;5150;FLOREFFE;92045;92000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;7170;MANAGE;55086;55000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;7850;ENGHIEN;51067;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;7970;BELOEIL;51008;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;25;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;14
1060;SAINT-GILLES;Femme;26;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;26;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;2
1060;SAINT-GILLES;Femme;27;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;3
1060;SAINT-GILLES;Femme;28;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;29;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;30;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Femme;32;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;1367;RAMILLIES;25122;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;1830;MACHELEN;23047;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;5000;NAMUR;92094;92000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;18;6000;CHARLEROI;52011;52000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;6927;TELLIN;84068;84000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;7600;PERUWELZ;57064;57000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;18;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;3
1060;SAINT-GILLES;Homme;19;1325;CHAUMONT-GISTOUX;25018;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;1330;RIXENSART;25091;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;19;1390;GREZ-DOICEAU;25037;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;1410;WATERLOO;25110;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;1450;CHASTRE;25117;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;1457;WALHAIN;25124;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;4000;LIEGE;62063;62000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;4347;FEXHE-LE-HAUT-CLOCHER;64025;64000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;6540;LOBBES;56044;56000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;7850;ENGHIEN;51067;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;19;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;12
1060;SAINT-GILLES;Homme;20;1300;WAVRE;25112;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1310;LA HULPE;25050;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1410;WATERLOO;25110;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;20;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1630;LINKEBEEK;23100;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1800;VILVORDE;23088;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;1850;GRIMBERGEN;23025;23000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;20;1970;WEZEMBEEK-OPPEM;23103;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;3090;OVERIJSE;23062;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;4000;LIEGE;62063;62000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;5000;NAMUR;92094;92000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;7180;SENEFFE;55085;55000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;7890;ELLEZELLES;51017;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;20;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;17
1060;SAINT-GILLES;Homme;21;1330;RIXENSART;25091;25000;(blank);Saint-Gilles;3
1060;SAINT-GILLES;Homme;21;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;21;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1470;GENAPPE;25031;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1850;GRIMBERGEN;23025;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;1950;KRAAINEM;23099;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;3070;KORTENBERG;24055;24000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;5080;LA BRUYERE;92141;92000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;5590;CINEY;91030;91000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;6120;HAM-SUR-HEURE-NALINNES;56086;56000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;6230;PONT-A-CELLES;52055;52000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;7090;BRAINE-LE-COMTE;55004;55000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;21;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;24
1060;SAINT-GILLES;Homme;22;0002;REGION FLAMANDE;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;1300;WAVRE;25112;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;22;1325;CHAUMONT-GISTOUX;25018;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;22;1330;RIXENSART;25091;25000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;22;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;1380;LASNE;25119;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;1410;WATERLOO;25110;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;1800;VILVORDE;23088;23000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;22;4190;FERRIERES;61019;61000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;7070;LE ROEULX;55035;55000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;7130;BINCHE;58002;58000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;7140;MORLANWELZ;58004;58000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;22;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;12
1060;SAINT-GILLES;Homme;23;1402;NIVELLES;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;1970;WEZEMBEEK-OPPEM;23103;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;2000;ANVERS;11002;11000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;4040;HERSTAL;62051;62000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;5000;NAMUR;92094;92000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;6000;CHARLEROI;52011;52000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;6640;VAUX-SUR-SURE;82036;82000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;7700;MOUSCRON;57096;57000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;7970;BELOEIL;51008;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;23;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;23
1060;SAINT-GILLES;Homme;24;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;1760;ROOSDAAL;23097;23000;(blank);Saint-Gilles;2
1060;SAINT-GILLES;Homme;24;1850;GRIMBERGEN;23025;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;3070;KORTENBERG;24055;24000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;4000;LIEGE;62063;62000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;5575;GEDINNE;91054;91000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;7780;COMINES-WARNETON;57097;57000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;24;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;12
1060;SAINT-GILLES;Homme;25;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;25;1700;DILBEEK;23016;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;25;7850;ENGHIEN;51067;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;25;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;9
1060;SAINT-GILLES;Homme;26;0002;REGION FLAMANDE;(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;26;1800;VILVORDE;23088;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;26;6790;AUBANGE;81004;81000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;26;7830;SILLY;51068;51000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;26;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;3
1060;SAINT-GILLES;Homme;27;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;5
1060;SAINT-GILLES;Homme;28;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;29;1650;BEERSEL;23003;23000;(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;30;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;32;(blank);(blank);(blank);(blank);(blank);Saint-Gilles;1
1060;SAINT-GILLES;Homme;46;7850;ENGHIEN;51067;51000;(blank);Saint-Gilles;1
1070;ANDERLECHT;Femme;17;7180;SENEFFE;55085;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;0002;REGION FLAMANDE;(blank);(blank);(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1410;WATERLOO;25110;25000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;18;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1470;GENAPPE;25031;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1480;TUBIZE;25105;25000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;18;1500;HAL;23027;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;18;1650;BEERSEL;23003;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1670;PEPINGEN;23064;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1700;DILBEEK;23016;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1730;ASSE;23002;23000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;18;1780;WEMMEL;23102;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;1850;GRIMBERGEN;23025;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;5000;NAMUR;92094;92000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;5377;SOMME-LEUZE;91120;91000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;18;6000;CHARLEROI;52011;52000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;6180;COURCELLES;52015;52000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;6600;BASTOGNE;82003;82000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;6997;EREZEE;83013;83000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;7090;BRAINE-LE-COMTE;55004;55000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;18;7700;MOUSCRON;57096;57000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;18;7830;SILLY;51068;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;7850;ENGHIEN;51067;51000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;18;7860;LESSINES;51069;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;9300;ALOST;41002;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;9420;ERPE-MERE;41082;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;9470;DENDERLEEUW;41011;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;18;(blank);(blank);(blank);(blank);(blank);Anderlecht;36
1070;ANDERLECHT;Femme;19;1330;RIXENSART;25091;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1380;LASNE;25119;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1410;WATERLOO;25110;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;19;1435;MONT-SAINT-GUIBERT;25068;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1460;ITTRE;25044;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1470;GENAPPE;25031;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1480;TUBIZE;25105;25000;(blank);Anderlecht;5
1070;ANDERLECHT;Femme;19;1495;VILLERS-LA-VILLE;25107;25000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1500;HAL;23027;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1540;HERNE;23032;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Anderlecht;7
1070;ANDERLECHT;Femme;19;1620;DROGENBOS;23098;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1650;BEERSEL;23003;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1700;DILBEEK;23016;23000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;19;1780;WEMMEL;23102;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1800;VILVORDE;23088;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;1850;GRIMBERGEN;23025;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;1930;ZAVENTEM;23094;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;3040;HULDENBERG;24045;24000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;4000;LIEGE;62063;62000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;4210;BURDINNE;61010;61000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;5620;FLORENNES;93022;93000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;6000;CHARLEROI;52011;52000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;6230;PONT-A-CELLES;52055;52000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;19;6690;VIELSALM;82032;82000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;6740;ETALLE;85009;85000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;6870;SAINT-HUBERT;84059;84000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;6900;MARCHE-EN-FAMENNE;83034;83000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7000;MONS;53053;53000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7060;SOIGNIES;55040;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7090;BRAINE-LE-COMTE;55004;55000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;19;7170;MANAGE;55086;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7190;ECAUSSINNES;55050;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7330;SAINT-GHISLAIN;53070;53000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7800;ATH;51004;51000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;19;7850;ENGHIEN;51067;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7940;BRUGELETTE;51012;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;7950;CHIEVRES;51014;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;9620;ZOTTEGEM;41081;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;19;(blank);(blank);(blank);(blank);(blank);Anderlecht;74
1070;ANDERLECHT;Femme;20;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1367;RAMILLIES;25122;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1380;LASNE;25119;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1402;NIVELLES;(blank);(blank);(blank);Anderlecht;4
1070;ANDERLECHT;Femme;20;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;1430;REBECQ;25123;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1460;ITTRE;25044;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1480;TUBIZE;25105;25000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;20;1500;HAL;23027;23000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;20;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Anderlecht;9
1070;ANDERLECHT;Femme;20;1620;DROGENBOS;23098;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1630;LINKEBEEK;23100;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1650;BEERSEL;23003;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1700;DILBEEK;23016;23000;(blank);Anderlecht;5
1070;ANDERLECHT;Femme;20;1730;ASSE;23002;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;1750;LENNIK;23104;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;1770;LIEDEKERKE;23044;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;1800;VILVORDE;23088;23000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;20;1860;MEISE;23050;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;1930;ZAVENTEM;23094;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;4400;FLEMALLE;62120;62000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;5000;NAMUR;92094;92000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;6000;CHARLEROI;52011;52000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;20;6140;FONTAINE-L'EVEQUE;52022;52000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;6220;FLEURUS;52021;52000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;6690;VIELSALM;82032;82000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;6790;AUBANGE;81004;81000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7060;SOIGNIES;55040;55000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;7090;BRAINE-LE-COMTE;55004;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7100;LA LOUVIERE;58001;58000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7170;MANAGE;55086;55000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7300;BOUSSU;53014;53000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7700;MOUSCRON;57096;57000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7800;ATH;51004;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7850;ENGHIEN;51067;51000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;7880;FLOBECQ;51019;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;7910;FRASNES-LEZ-ANVAING;51065;51000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;7970;BELOEIL;51008;51000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;9400;NINOVE;41048;41000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;20;9450;HAALTERT;41024;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;9470;DENDERLEEUW;41011;41000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;9600;RENAIX;45041;45000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;20;(blank);(blank);(blank);(blank);(blank);Anderlecht;71
1070;ANDERLECHT;Femme;21;0002;REGION FLAMANDE;(blank);(blank);(blank);Anderlecht;4
1070;ANDERLECHT;Femme;21;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1357;HELECINE;25118;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1367;RAMILLIES;25122;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1390;GREZ-DOICEAU;25037;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1402;NIVELLES;(blank);(blank);(blank);Anderlecht;3
1070;ANDERLECHT;Femme;21;1410;WATERLOO;25110;25000;(blank);Anderlecht;4
1070;ANDERLECHT;Femme;21;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Anderlecht;5
1070;ANDERLECHT;Femme;21;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Anderlecht;3
1070;ANDERLECHT;Femme;21;1450;CHASTRE;25117;25000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1480;TUBIZE;25105;25000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1500;HAL;23027;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Anderlecht;11
1070;ANDERLECHT;Femme;21;1620;DROGENBOS;23098;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1630;LINKEBEEK;23100;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1650;BEERSEL;23003;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1700;DILBEEK;23016;23000;(blank);Anderlecht;5
1070;ANDERLECHT;Femme;21;1730;ASSE;23002;23000;(blank);Anderlecht;6
1070;ANDERLECHT;Femme;21;1750;LENNIK;23104;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1770;LIEDEKERKE;23044;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1780;WEMMEL;23102;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1830;MACHELEN;23047;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1840;LONDERZEEL;23045;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1850;GRIMBERGEN;23025;23000;(blank);Anderlecht;2
1070;ANDERLECHT;Femme;21;1860;MEISE;23050;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;1950;KRAAINEM;23099;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;3090;OVERIJSE;23062;23000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;4050;CHAUDFONTAINE;62022;62000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;4210;BURDINNE;61010;61000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;4570;MARCHIN;61039;61000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;4770;AMBLEVE;63001;63000;(blank);Anderlecht;1
1070;ANDERLECHT;Femme;21;4780;SAINT-VITH;63067;63000;(blank);Anderlecht;1
