Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Commune_from;Commune_to;Sum of Compte
1000;BRUXELLES;Femme;24;1410;WATERLOO;25110;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1430;REBECQ;25123;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1470;GENAPPE;25031;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1480;TUBIZE;25105;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1490;COURT-SAINT-ETIENNE;25023;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1495;VILLERS-LA-VILLE;25107;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1620;DROGENBOS;23098;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1630;LINKEBEEK;23100;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Bruxelles;5
1000;BRUXELLES;Femme;24;1650;BEERSEL;23003;23000;(blank);Bruxelles;3
1000;BRUXELLES;Femme;24;1700;DILBEEK;23016;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1730;ASSE;23002;23000;(blank);Bruxelles;3
1000;BRUXELLES;Femme;24;1750;LENNIK;23104;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1770;LIEDEKERKE;23044;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;1800;VILVORDE;23088;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1850;GRIMBERGEN;23025;23000;(blank);Bruxelles;3
1000;BRUXELLES;Femme;24;1950;KRAAINEM;23099;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;1970;WEZEMBEEK-OPPEM;23103;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;3000;LOUVAIN;24062;24000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;3060;BERTEM;24009;24000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;3070;KORTENBERG;24055;24000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;3090;OVERIJSE;23062;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4000;LIEGE;62063;62000;(blank);Bruxelles;4
1000;BRUXELLES;Femme;24;4050;CHAUDFONTAINE;62022;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4100;SERAING;62096;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4600;VISE;62108;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4800;VERVIERS;63079;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4820;DISON;63020;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4845;JALHAY;63038;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;4910;THEUX;63076;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;5000;NAMUR;92094;92000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;5555;BIEVRE;91015;91000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;5650;WALCOURT;93088;93000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;6000;CHARLEROI;52011;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7000;MONS;53053;53000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;24;7090;BRAINE-LE-COMTE;55004;55000;(blank);Bruxelles;3
1000;BRUXELLES;Femme;24;7100;LA LOUVIERE;58001;58000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7190;ECAUSSINNES;55050;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7500;TOURNAI;57081;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7620;BRUNEHAUT;57093;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7700;MOUSCRON;57096;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7730;ESTAIMPUIS;57027;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7800;ATH;51004;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;7830;SILLY;51068;51000;(blank);Bruxelles;3
1000;BRUXELLES;Femme;24;7860;LESSINES;51069;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;9600;RENAIX;45041;45000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;24;(blank);(blank);(blank);(blank);(blank);Bruxelles;59
1000;BRUXELLES;Femme;25;0002;REGION FLAMANDE;(blank);(blank);(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1300;WAVRE;25112;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1310;LA HULPE;25050;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1330;RIXENSART;25091;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1350;ORP-JAUCHE;25120;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1380;LASNE;25119;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1402;NIVELLES;(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1410;WATERLOO;25110;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1480;TUBIZE;25105;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1700;DILBEEK;23016;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1850;GRIMBERGEN;23025;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1860;MEISE;23050;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;1930;ZAVENTEM;23094;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;3090;OVERIJSE;23062;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;4000;LIEGE;62063;62000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;4280;HANNUT;64034;64000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;4420;SAINT-NICOLAS;62093;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;4430;ANS;62003;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;4600;VISE;62108;62000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;4800;VERVIERS;63079;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;4880;AUBEL;63003;63000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;5000;NAMUR;92094;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;5630;CERFONTAINE;93010;93000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;6000;CHARLEROI;52011;52000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;6180;COURCELLES;52015;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;6230;PONT-A-CELLES;52055;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;6240;FARCIENNES;52018;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;6440;FROIDCHAPELLE;56029;56000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;7000;MONS;53053;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;7090;BRAINE-LE-COMTE;55004;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;7100;LA LOUVIERE;58001;58000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;7170;MANAGE;55086;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;7320;BERNISSART;51009;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;9300;ALOST;41002;41000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;25;9500;GRAMMONT;41018;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;25;(blank);(blank);(blank);(blank);(blank);Bruxelles;54
1000;BRUXELLES;Femme;26;1350;ORP-JAUCHE;25120;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1367;RAMILLIES;25122;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1410;WATERLOO;25110;25000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;26;1457;WALHAIN;25124;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;26;1700;DILBEEK;23016;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1800;VILVORDE;23088;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;1930;ZAVENTEM;23094;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;4000;LIEGE;62063;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;4420;SAINT-NICOLAS;62093;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;5000;NAMUR;92094;92000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;26;5350;OHEY;92097;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;6530;THUIN;56078;56000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;7000;MONS;53053;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;7170;MANAGE;55086;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;7700;MOUSCRON;57096;57000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;26;7900;LEUZE-EN-HAINAUT;57094;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;8300;KNOKKE-HEIST;31043;31000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;9470;DENDERLEEUW;41011;41000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;26;9500;GRAMMONT;41018;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;9600;RENAIX;45041;45000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;26;(blank);(blank);(blank);(blank);(blank);Bruxelles;36
1000;BRUXELLES;Femme;27;0002;REGION FLAMANDE;(blank);(blank);(blank);Bruxelles;2
1000;BRUXELLES;Femme;27;1330;RIXENSART;25091;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;1402;NIVELLES;(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;1800;VILVORDE;23088;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;1830;MACHELEN;23047;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;4000;LIEGE;62063;62000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;27;4606;DALHEM;62027;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;5000;NAMUR;92094;92000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;27;7000;MONS;53053;53000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;27;7040;QUEVY;53084;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;7080;FRAMERIES;53028;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;7090;BRAINE-LE-COMTE;55004;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;7100;LA LOUVIERE;58001;58000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;7340;COLFONTAINE;53082;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;9300;ALOST;41002;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;9340;LEDE;41034;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;27;9470;DENDERLEEUW;41011;41000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;27;(blank);(blank);(blank);(blank);(blank);Bruxelles;23
1000;BRUXELLES;Femme;28;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;1430;REBECQ;25123;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;1850;GRIMBERGEN;23025;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;28;2000;ANVERS;11002;11000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;3070;KORTENBERG;24055;24000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;4260;BRAIVES;64015;64000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;4300;WAREMME;64074;64000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;7000;MONS;53053;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;9300;ALOST;41002;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;28;(blank);(blank);(blank);(blank);(blank);Bruxelles;18
1000;BRUXELLES;Femme;29;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;1745;OPWIJK;23060;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;4000;LIEGE;62063;62000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;5000;NAMUR;92094;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;5190;JEMEPPE-SUR-SAMBRE;92140;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;6280;GERPINNES;52025;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;29;(blank);(blank);(blank);(blank);(blank);Bruxelles;10
1000;BRUXELLES;Femme;30;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;1850;GRIMBERGEN;23025;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;2000;ANVERS;11002;11000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;30;5000;NAMUR;92094;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;5030;GEMBLOUX;92142;92000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;7000;MONS;53053;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;7390;QUAREGNON;53065;53000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;8300;KNOKKE-HEIST;31043;31000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;30;(blank);(blank);(blank);(blank);(blank);Bruxelles;6
1000;BRUXELLES;Femme;31;1300;WAVRE;25112;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1760;ROOSDAAL;23097;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1850;GRIMBERGEN;23025;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1860;MEISE;23050;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1930;ZAVENTEM;23094;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;1970;WEZEMBEEK-OPPEM;23103;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;8000;BRUGES;31005;31000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;9300;ALOST;41002;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;31;(blank);(blank);(blank);(blank);(blank);Bruxelles;7
1000;BRUXELLES;Femme;32;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;1860;MEISE;23050;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;32;1950;KRAAINEM;23099;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;2000;ANVERS;11002;11000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;3190;BOORTMEERBEEK;24014;24000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;7830;SILLY;51068;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;9280;LEBBEKE;42011;42000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;32;(blank);(blank);(blank);(blank);(blank);Bruxelles;3
1000;BRUXELLES;Femme;33;1785;MERCHTEM;23052;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;1860;MEISE;23050;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;1950;KRAAINEM;23099;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;4480;ENGIS;61080;61000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;6000;CHARLEROI;52011;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;9470;DENDERLEEUW;41011;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;33;9600;RENAIX;45041;45000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;34;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;34;1650;BEERSEL;23003;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;34;1780;WEMMEL;23102;23000;(blank);Bruxelles;2
1000;BRUXELLES;Femme;34;7900;LEUZE-EN-HAINAUT;57094;57000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;34;9500;GRAMMONT;41018;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;34;(blank);(blank);(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Femme;35;1480;TUBIZE;25105;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;35;6220;FLEURUS;52021;52000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;35;9300;ALOST;41002;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;36;1410;WATERLOO;25110;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;1310;LA HULPE;25050;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;1800;VILVORDE;23088;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;1980;ZEMST;23096;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;9200;TERMONDE;42006;42000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;37;9300;ALOST;41002;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;38;1650;BEERSEL;23003;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;38;1730;ASSE;23002;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;38;7800;ATH;51004;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;39;1800;VILVORDE;23088;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;39;7800;ATH;51004;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;39;(blank);(blank);(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Femme;40;1410;WATERLOO;25110;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;40;1930;ZAVENTEM;23094;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;40;7060;SOIGNIES;55040;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;40;(blank);(blank);(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Femme;41;1790;AFFLIGEM;23105;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;41;1800;VILVORDE;23088;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;42;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;42;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;42;1760;ROOSDAAL;23097;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;43;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;43;1500;HAL;23027;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;43;1700;DILBEEK;23016;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;44;1450;CHASTRE;25117;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;44;1930;ZAVENTEM;23094;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;45;1367;RAMILLIES;25122;25000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;45;1740;TERNAT;23086;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;45;7090;BRAINE-LE-COMTE;55004;55000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;45;9550;HERZELE;41027;41000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;46;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;47;1840;LONDERZEEL;23045;23000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;48;7850;ENGHIEN;51067;51000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;48;9280;LEBBEKE;42011;42000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;49;2000;ANVERS;11002;11000;(blank);Bruxelles;1
1000;BRUXELLES;Femme;49;(blank);(blank);(blank);(blank);(blank);Bruxelles;2
1000;BRUXELLES;Homme;17;1440;BRAINE-LE-CHATEAU;25015;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;17;6760;VIRTON;85045;85000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;17;7500;TOURNAI;57081;57000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;17;(blank);(blank);(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1310;LA HULPE;25050;25000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1330;RIXENSART;25091;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1360;PERWEZ;25084;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1367;RAMILLIES;25122;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1380;LASNE;25119;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1402;NIVELLES;(blank);(blank);(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1410;WATERLOO;25110;25000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1420;BRAINE-L'ALLEUD;25014;25000;(blank);Bruxelles;6
1000;BRUXELLES;Homme;18;1430;REBECQ;25123;25000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1450;CHASTRE;25117;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1480;TUBIZE;25105;25000;(blank);Bruxelles;4
1000;BRUXELLES;Homme;18;1495;VILLERS-LA-VILLE;25107;25000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1600;SINT-PIETERS-LEEUW;23077;23000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1620;DROGENBOS;23098;23000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1640;RHODE-SAINT-GENESE;23101;23000;(blank);Bruxelles;3
1000;BRUXELLES;Homme;18;1650;BEERSEL;23003;23000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1700;DILBEEK;23016;23000;(blank);Bruxelles;3
1000;BRUXELLES;Homme;18;1730;ASSE;23002;23000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;1780;WEMMEL;23102;23000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;1950;KRAAINEM;23099;23000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;3090;OVERIJSE;23062;23000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;4000;LIEGE;62063;62000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;4210;BURDINNE;61010;61000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;4280;HANNUT;64034;64000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;4870;TROOZ;62122;62000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;5170;PROFONDEVILLE;92101;92000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;5380;FERNELMONT;92138;92000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;5580;ROCHEFORT;91114;91000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;5600;PHILIPPEVILLE;93056;93000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;5670;VIROINVAL;93090;93000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;6000;CHARLEROI;52011;52000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;6700;ARLON;81001;81000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;6767;ROUVROY;85047;85000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;6927;TELLIN;84068;84000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;7090;BRAINE-LE-COMTE;55004;55000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;7140;MORLANWELZ;58004;58000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;7620;BRUNEHAUT;57093;57000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;7760;CELLES;57018;57000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;7780;COMINES-WARNETON;57097;57000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;7800;ATH;51004;51000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;7850;ENGHIEN;51067;51000;(blank);Bruxelles;2
1000;BRUXELLES;Homme;18;7900;LEUZE-EN-HAINAUT;57094;57000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;7910;FRASNES-LEZ-ANVAING;51065;51000;(blank);Bruxelles;1
1000;BRUXELLES;Homme;18;(blank);(blank);(blank);(blank);(blank);Bruxelles;7
1000;BRUXELLES;Homme;19;0;INCONNU;(blank);(blank);(blank);Bruxelles;1
1000;BRUXELLES;Homme;19;0002;REGION FLAMANDE;(blank);(blank);(blank);Bruxelles;1
