Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Commune_from;Commune_to;Sum of Compte;;;
1000;BRUXELLES;Homme;57;1030;SCHAERBEEK;21015;21000;Schaerbeek;Bruxelles;2;;;
1000;BRUXELLES;Homme;58;1090;JETTE;21010;21000;Jette;Bruxelles;1;;;
1000;BRUXELLES;Homme;60;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Bruxelles;2;;;
1030;SCHAERBEEK;Femme;18;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;17;;;
1030;SCHAERBEEK;Femme;18;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;10;;;
1030;SCHAERBEEK;Femme;18;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;18;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;18;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;18;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;18;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;18;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;18;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;18;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;18;1090;JETTE;21010;21000;Jette;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;18;1140;EVERE;21006;21000;Evere;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;18;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;18;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;18;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;18;1180;UCCLE;21016;21000;Uccle;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;18;1190;FOREST;21007;21000;Forest;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;18;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;18;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;19;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;39;;;
1030;SCHAERBEEK;Femme;19;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;31;;;
1030;SCHAERBEEK;Femme;19;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;19;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;19;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;19;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;23;;;
1030;SCHAERBEEK;Femme;19;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;17;;;
1030;SCHAERBEEK;Femme;19;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;19;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;19;1090;JETTE;21010;21000;Jette;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;19;1140;EVERE;21006;21000;Evere;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;19;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;19;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;19;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;19;1180;UCCLE;21016;21000;Uccle;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;19;1190;FOREST;21007;21000;Forest;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;19;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;19;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;20;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;38;;;
1030;SCHAERBEEK;Femme;20;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;33;;;
1030;SCHAERBEEK;Femme;20;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;20;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;11;;;
1030;SCHAERBEEK;Femme;20;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;11;;;
1030;SCHAERBEEK;Femme;20;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;27;;;
1030;SCHAERBEEK;Femme;20;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;21;;;
1030;SCHAERBEEK;Femme;20;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;11;;;
1030;SCHAERBEEK;Femme;20;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;8;;;
1030;SCHAERBEEK;Femme;20;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;20;1090;JETTE;21010;21000;Jette;Schaerbeek;18;;;
1030;SCHAERBEEK;Femme;20;1140;EVERE;21006;21000;Evere;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;20;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;20;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;20;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;20;1180;UCCLE;21016;21000;Uccle;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;20;1190;FOREST;21007;21000;Forest;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;20;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;20;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;21;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;51;;;
1030;SCHAERBEEK;Femme;21;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;39;;;
1030;SCHAERBEEK;Femme;21;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;21;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;13;;;
1030;SCHAERBEEK;Femme;21;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;21;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;29;;;
1030;SCHAERBEEK;Femme;21;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;31;;;
1030;SCHAERBEEK;Femme;21;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;21;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;21;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;9;;;
1030;SCHAERBEEK;Femme;21;1090;JETTE;21010;21000;Jette;Schaerbeek;11;;;
1030;SCHAERBEEK;Femme;21;1140;EVERE;21006;21000;Evere;Schaerbeek;13;;;
1030;SCHAERBEEK;Femme;21;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;21;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;21;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;21;1180;UCCLE;21016;21000;Uccle;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;21;1190;FOREST;21007;21000;Forest;Schaerbeek;12;;;
1030;SCHAERBEEK;Femme;21;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;21;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;8;;;
1030;SCHAERBEEK;Femme;22;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;38;;;
1030;SCHAERBEEK;Femme;22;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;43;;;
1030;SCHAERBEEK;Femme;22;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;8;;;
1030;SCHAERBEEK;Femme;22;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;10;;;
1030;SCHAERBEEK;Femme;22;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;22;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;15;;;
1030;SCHAERBEEK;Femme;22;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;19;;;
1030;SCHAERBEEK;Femme;22;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;22;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;22;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;22;1090;JETTE;21010;21000;Jette;Schaerbeek;15;;;
1030;SCHAERBEEK;Femme;22;1140;EVERE;21006;21000;Evere;Schaerbeek;15;;;
1030;SCHAERBEEK;Femme;22;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;22;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;22;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;22;1180;UCCLE;21016;21000;Uccle;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;22;1190;FOREST;21007;21000;Forest;Schaerbeek;8;;;
1030;SCHAERBEEK;Femme;22;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;8;;;
1030;SCHAERBEEK;Femme;22;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;23;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;30;;;
1030;SCHAERBEEK;Femme;23;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;26;;;
1030;SCHAERBEEK;Femme;23;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;23;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;23;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;23;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;16;;;
1030;SCHAERBEEK;Femme;23;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;16;;;
1030;SCHAERBEEK;Femme;23;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;23;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;23;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;23;1090;JETTE;21010;21000;Jette;Schaerbeek;13;;;
1030;SCHAERBEEK;Femme;23;1140;EVERE;21006;21000;Evere;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;23;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;23;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;23;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;23;1180;UCCLE;21016;21000;Uccle;Schaerbeek;13;;;
1030;SCHAERBEEK;Femme;23;1190;FOREST;21007;21000;Forest;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;23;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;23;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;24;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;14;;;
1030;SCHAERBEEK;Femme;24;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;14;;;
1030;SCHAERBEEK;Femme;24;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;24;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;24;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;24;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;12;;;
1030;SCHAERBEEK;Femme;24;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;13;;;
1030;SCHAERBEEK;Femme;24;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;24;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;24;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;24;1090;JETTE;21010;21000;Jette;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;24;1140;EVERE;21006;21000;Evere;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;24;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;24;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;24;1170;WATERMAEL-BOITSFORT;21017;21000;Watermael Boitsfort;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;24;1180;UCCLE;21016;21000;Uccle;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;24;1190;FOREST;21007;21000;Forest;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;24;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;24;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;25;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;10;;;
1030;SCHAERBEEK;Femme;25;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;10;;;
1030;SCHAERBEEK;Femme;25;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;25;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;6;;;
1030;SCHAERBEEK;Femme;25;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;25;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;25;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;25;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;25;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;25;1090;JETTE;21010;21000;Jette;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;25;1140;EVERE;21006;21000;Evere;Schaerbeek;7;;;
1030;SCHAERBEEK;Femme;25;1150;WOLUWE-SAINT-PIERRE;21019;21000;Woluwe Saint-Pierre;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;25;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;25;1180;UCCLE;21016;21000;Uccle;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;25;1190;FOREST;21007;21000;Forest;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;25;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;25;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;26;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;26;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;26;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;26;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;26;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;26;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1090;JETTE;21010;21000;Jette;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;26;1140;EVERE;21006;21000;Evere;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;26;1180;UCCLE;21016;21000;Uccle;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1190;FOREST;21007;21000;Forest;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;26;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;27;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;27;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;27;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;27;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;27;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;27;1180;UCCLE;21016;21000;Uccle;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;27;1190;FOREST;21007;21000;Forest;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;28;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;28;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;28;1140;EVERE;21006;21000;Evere;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1180;UCCLE;21016;21000;Uccle;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1190;FOREST;21007;21000;Forest;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;28;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;29;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;5;;;
1030;SCHAERBEEK;Femme;29;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;29;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;29;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;29;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;29;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;29;1180;UCCLE;21016;21000;Uccle;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;29;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;30;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;30;1040;ETTERBEEK;21005;21000;Etterbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;30;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;30;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;30;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1083;GANSHOREN;21008;21000;Ganshoren;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;30;1180;UCCLE;21016;21000;Uccle;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;31;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;31;1050;IXELLES;21009;21000;Ixelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;31;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;31;1080;MOLENBEEK-SAINT-JEAN;21012;21000;Molenbeek Saint-Jean;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;31;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;31;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;31;1090;JETTE;21010;21000;Jette;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;32;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;32;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;32;1070;ANDERLECHT;21001;21000;Anderlecht;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;32;1140;EVERE;21006;21000;Evere;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;32;1160;AUDERGHEM;21002;21000;Auderghem;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;32;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;33;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;33;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;4;;;
1030;SCHAERBEEK;Femme;33;1060;SAINT-GILLES;21013;21000;Saint-Gilles;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;33;1190;FOREST;21007;21000;Forest;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;33;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;33;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1000;BRUXELLES;21004;21000;Bruxelles;Schaerbeek;2;;;
1030;SCHAERBEEK;Femme;34;1030;SCHAERBEEK;21015;21000;Schaerbeek;Schaerbeek;3;;;
1030;SCHAERBEEK;Femme;34;1081;KOEKELBERG;21011;21000;Koekelberg;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1082;BERCHEM-SAINTE-AGATHE;21003;21000;Berchem Sainte-Agathe;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1090;JETTE;21010;21000;Jette;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1190;FOREST;21007;21000;Forest;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1200;WOLUWE-SAINT-LAMBERT;21018;21000;Woluwe Saint-Lambert;Schaerbeek;1;;;
1030;SCHAERBEEK;Femme;34;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;Saint-Josse-Ten-Noode;Schaerbeek;1;;;
